userid,expected-time-to-completion,memory,priority,arrival-time
14,4,12,1,264
14,5,13,1,265
14,4,5,1,265
14,2,11,1,272
14,5,7,1,274
14,2,1,1,275
14,2,85,1,276
14,2,70,1,280
14,6,45,1,280
14,1,9,1,280
14,10,69,1,287
14,1,3,1,287
14,5,7,1,289
14,3,3,1,296
14,7,70,1,300
14,5,22,1,307
14,3,28,1,308
14,5,5,1,313
9,3,10,1,313
9,3,40,1,313
9,1,15,1,314
9,3,8,1,314
9,1,105,1,320
9,5,5,1,320
9,2,80,1,320
9,6,21,1,323
12,1,71,1,324
45,2,3,1,325
45,12,15,1,326
45,3,29,1,327
45,2,28,1,329
12,5,39,1,330
12,6,29,1,338
7,2,47,1,343
7,3,44,1,343
7,4,100,1,348
42,2,61,1,349
42,2,67,1,349
42,1,78,1,351
45,3,7,1,353
34,11,18,1,353
34,10,33,1,353
34,3,92,1,355
34,5,26,1,355
37,1,97,1,361
37,1,50,1,364
37,2,71,1,365
6,7,26,1,365
6,3,31,1,366
6,7,13,1,366
6,5,13,1,367
6,1,8,1,368
6,7,6,1,371
6,8,12,1,377
6,8,21,1,377
6,4,19,1,377
6,8,40,1,389
6,5,69,1,395
6,6,49,1,396
6,3,4,1,402
6,4,89,1,405
6,1,17,1,407
6,2,18,1,409
6,4,36,1,409
6,13,4,1,415
6,7,34,1,416
6,11,2,1,417
6,8,53,1,418
6,4,27,1,418
6,6,161,1,419
6,2,4,1,424
6,4,25,1,427
6,5,1,1,427
6,1,15,1,428
6,2,42,1,430
6,3,71,1,431
6,6,8,1,431
6,1,29,1,434
5,2,10,1,437
5,3,45,1,439
46,3,61,1,440
46,1,13,1,440
46,2,44,1,445
46,3,7,1,450
39,5,20,1,450
39,3,99,1,452
39,9,14,1,453
39,3,3,1,453
39,2,13,1,453
12,3,13,1,461
21,6,4,1,463
21,5,50,1,463
42,4,14,1,464
42,5,35,1,464
42,5,33,1,466
42,2,19,1,468
13,11,6,1,471
13,2,10,1,472
13,3,26,1,473
24,4,5,1,474
24,3,26,1,475
24,2,39,1,477
11,5,37,1,481
11,9,15,1,484
11,2,21,1,487
11,3,30,1,487
11,7,46,1,487
11,14,14,1,489
11,1,28,1,492
11,1,14,1,495
16,4,29,1,496
16,3,37,1,498
16,1,33,1,499
16,2,12,1,501
16,2,21,1,503
45,3,11,1,503
45,4,1,1,503
45,3,20,1,503
45,2,13,1,504
34,9,3,1,508
34,2,88,1,510
34,2,5,1,511
34,2,19,1,514
34,18,101,1,516
34,1,3,1,518
34,5,45,1,519
11,2,49,1,520
11,2,10,1,520
11,5,14,1,521
11,4,92,1,522
11,2,20,1,525
11,1,81,1,529
11,2,34,1,531
11,1,8,1,531
11,2,6,1,537
11,3,42,1,537
11,5,90,1,539
28,3,4,1,540
28,7,2,1,542
15,3,57,1,542
15,5,13,1,544
15,1,39,1,547
15,2,32,1,551
15,2,17,1,552
15,1,16,1,552
15,1,2,1,558
15,3,30,1,558
4,4,35,1,562
4,17,5,1,563
4,1,54,1,564
4,6,13,1,565
4,3,33,1,566
4,9,22,1,569
4,3,27,1,570
4,2,36,1,570
3,5,18,1,571
3,5,17,1,572
3,4,6,1,577
3,5,13,1,579
3,4,16,1,579
6,1,9,1,579
6,4,91,1,582
6,3,37,1,584
6,10,45,1,585
6,1,53,1,593
6,2,45,1,594
6,10,17,1,594
33,4,70,1,595
33,3,4,1,597
33,2,32,1,597
33,2,85,1,599
33,4,30,1,604
33,2,131,1,605
33,7,15,1,605
46,1,26,1,606
46,7,12,1,607
46,3,37,1,607
46,3,44,1,609
46,11,113,1,610
46,2,29,1,613
46,4,2,1,614
46,2,56,1,615
46,5,30,1,621
46,9,9,1,621
35,2,6,1,622
35,9,22,1,623
35,3,5,1,624
35,3,32,1,629
35,4,1,1,629
35,3,23,1,632
35,10,22,1,637
35,2,8,1,638
35,8,34,1,639
0,2,17,1,641
0,4,102,1,641
0,2,33,1,642
0,5,58,1,643
0,4,10,1,644
0,7,6,1,645
0,3,7,1,646
0,2,67,1,647
0,5,29,1,649
27,2,2,1,650
27,4,14,1,650
27,2,36,1,650
27,7,26,1,654
27,7,37,1,656
27,2,11,1,665
27,5,6,1,667
27,4,24,1,669
27,2,4,1,672
27,6,68,1,674
27,3,60,1,674
27,4,6,1,681
27,12,12,1,683
27,2,11,1,687
4,4,30,1,687
4,5,29,1,687
4,2,36,1,687
4,3,23,1,689
4,6,16,1,690
4,8,7,1,691
4,1,28,1,695
4,9,205,1,696
4,5,7,1,699
4,5,93,1,702
33,5,7,1,704
20,1,23,1,709
19,2,26,1,710
19,1,122,1,711
19,3,14,1,712
19,2,19,1,713
19,3,68,1,714
19,4,8,1,717
19,3,13,1,721
19,1,19,1,722
19,4,11,1,723
19,2,124,1,724
19,3,59,1,725
19,2,3,1,726
19,4,51,1,728
19,6,2,1,730
19,5,82,1,731
19,5,30,1,735
19,3,12,1,737
19,10,12,1,740
19,3,20,1,740
19,8,28,1,746
19,2,34,1,746
40,5,8,1,747
17,1,20,1,747
17,5,26,1,747
17,3,98,1,750
17,2,9,1,753
17,3,27,1,754
2,3,106,1,755
2,1,5,1,758
2,3,14,1,765
2,2,8,1,768
2,1,1,1,769
2,1,4,1,773
2,5,3,1,774
2,4,19,1,775
45,3,80,1,776
45,7,8,1,777
45,2,5,1,780
45,3,11,1,782
40,6,31,1,782
40,9,70,1,782
40,4,1,1,786
40,1,14,1,787
40,2,16,1,788
40,1,26,1,790
40,3,9,1,790
40,1,9,1,791
40,5,104,1,796
40,11,44,1,798
35,4,5,1,801
35,3,18,1,804
35,5,6,1,804
35,2,5,1,805
6,2,63,1,806
6,3,3,1,809
6,16,48,1,815
6,5,9,1,816
6,1,12,1,818
6,1,1,1,820
6,2,27,1,821
6,3,9,1,821
6,12,7,1,822
6,6,38,1,822
6,2,22,1,828
6,5,26,1,828
6,5,34,1,832
6,1,10,1,836
6,4,6,1,842
6,5,9,1,842
6,5,18,1,846
6,2,47,1,847
6,2,31,1,849
6,2,38,1,850
6,4,35,1,850
6,3,14,1,850
9,5,52,1,851
9,5,5,1,853
9,3,178,1,853
9,2,45,1,855
9,3,4,1,855
9,1,19,1,856
9,5,63,1,858
9,5,84,1,859
9,2,17,1,860
9,4,43,1,861
38,9,8,1,862
38,3,101,1,866
38,2,27,1,868
38,9,32,1,868
38,2,50,1,871
38,3,17,1,871
38,3,23,1,872
38,12,71,1,874
38,3,43,1,878
38,1,18,1,878
38,3,25,1,878
38,2,2,1,879
38,5,60,1,879
38,3,7,1,881
38,4,23,1,883
38,2,4,1,885
38,1,35,1,888
38,6,7,1,889
38,1,1,1,893
3,3,6,1,901
3,3,51,1,907
3,4,3,1,909
3,5,89,1,911
14,7,14,1,913
14,9,12,1,917
14,2,34,1,920
14,1,10,1,920
14,6,55,1,922
35,2,2,1,922
35,1,11,1,926
35,1,35,1,929
35,2,14,1,930
32,2,11,1,931
32,3,8,1,932
32,9,12,1,932
13,10,2,1,934
13,2,30,1,941
13,6,1,1,941
13,5,135,1,944
13,4,47,1,947
13,2,14,1,948
13,1,25,1,950
13,1,139,1,956
13,6,42,1,959
40,1,11,1,960
19,1,36,1,960
19,4,20,1,962
19,7,2,1,963
19,4,11,1,966
19,6,43,1,966
19,3,21,1,966
19,7,24,1,967
18,2,25,1,967
18,2,34,1,977
18,2,13,1,979
18,3,13,1,983
18,7,15,1,984
18,6,72,1,990
18,5,20,1,993
18,1,153,1,995
18,4,9,1,999
18,1,3,1,1009
18,6,59,1,1009
18,8,14,1,1010
18,3,9,1,1012
18,2,19,1,1013
18,2,16,1,1015
3,2,42,1,1017
3,4,7,1,1019
42,2,17,1,1021
42,3,32,1,1023
42,4,2,1,1027
42,3,21,1,1029
5,8,24,1,1029
5,2,5,1,1031
5,5,43,1,1031
5,17,68,1,1033
5,4,52,1,1035
5,2,37,1,1036
5,7,6,1,1039
5,15,40,1,1042
5,3,29,1,1048
36,2,87,1,1051
19,8,19,1,1051
19,2,38,1,1054
19,2,21,1,1055
19,3,43,1,1055
19,6,18,1,1055
19,2,27,1,1060
19,13,16,1,1064
19,2,107,1,1068
19,2,24,1,1069
19,6,8,1,1070
19,6,8,1,1070
19,3,65,1,1074
19,5,82,1,1075
19,6,15,1,1077
19,4,6,1,1079
6,12,21,1,1081
6,1,15,1,1086
6,1,5,1,1090
6,2,31,1,1091
6,6,8,1,1091
6,2,1,1,1091
6,2,42,1,1094
6,21,27,1,1094
6,3,34,1,1094
6,3,22,1,1096
6,1,18,1,1097
43,4,5,1,1100
24,6,139,1,1106
24,16,36,1,1108
24,2,15,1,1110
24,2,4,1,1114
24,2,67,1,1117
13,2,33,1,1118
13,3,3,1,1119
13,1,26,1,1120
13,6,63,1,1121
13,5,21,1,1123
13,2,17,1,1123
13,14,101,1,1125
13,2,13,1,1130
13,2,18,1,1134
28,2,35,1,1134
28,9,22,1,1136
28,6,9,1,1140
28,2,1,1,1140
28,4,41,1,1144
28,1,25,1,1145
28,5,50,1,1151
28,4,8,1,1153
28,4,25,1,1160
28,1,29,1,1165
28,1,79,1,1166
28,1,47,1,1166
28,4,84,1,1166
28,4,117,1,1166
9,6,70,1,1171
9,4,12,1,1171
9,12,50,1,1173
16,1,15,1,1174
16,5,25,1,1174
16,3,19,1,1181
16,2,21,1,1182
16,7,78,1,1183
16,2,53,1,1185
16,8,33,1,1187
16,9,6,1,1187
16,1,48,1,1187
16,10,16,1,1190
16,1,12,1,1193
16,1,43,1,1195
16,2,29,1,1198
16,2,50,1,1199
37,2,19,1,1200
37,2,51,1,1205
37,1,32,1,1205
37,7,23,1,1208
37,6,18,1,1210
37,2,6,1,1213
14,2,45,1,1216
19,4,18,1,1218
19,2,53,1,1221
19,1,97,1,1222
19,1,23,1,1222
19,6,15,1,1222
19,1,46,1,1230
19,2,3,1,1233
19,10,15,1,1233
20,2,11,1,1234
20,3,15,1,1236
11,1,46,1,1238
11,3,5,1,1242
0,3,21,1,1244
0,3,6,1,1245
0,1,14,1,1247
0,1,1,1,1248
0,7,24,1,1249
0,2,23,1,1251
0,2,26,1,1252
0,3,8,1,1252
0,1,31,1,1258
0,7,3,1,1258
0,3,13,1,1258
39,4,9,1,1265
36,3,12,1,1265
36,2,121,1,1266
1,1,50,1,1267
1,5,53,1,1267
12,3,20,1,1269
12,1,4,1,1272
12,6,55,1,1277
12,3,19,1,1278
12,2,61,1,1279
12,1,8,1,1279
12,5,4,1,1280
17,12,68,1,1281
42,3,7,1,1284
31,2,34,1,1284
46,1,7,1,1284
46,1,10,1,1285
49,5,7,1,1287
49,2,25,1,1287
49,2,53,1,1288
49,2,92,1,1290
49,3,40,1,1291
49,2,11,1,1291
49,3,25,1,1292
8,2,8,1,1295
8,3,90,1,1295
8,1,28,1,1296
8,3,21,1,1302
8,2,43,1,1303
8,3,13,1,1305
8,4,32,1,1307
8,10,67,1,1308
8,2,41,1,1311
8,5,40,1,1312
8,3,10,1,1318
8,5,40,1,1318
8,4,5,1,1322
8,3,9,1,1324
8,17,117,1,1325
8,4,11,1,1326
8,1,47,1,1326
8,3,89,1,1326
8,3,21,1,1331
8,5,30,1,1331
25,5,29,1,1333
25,2,1,1,1334
25,12,42,1,1336
18,1,29,1,1337
18,6,19,1,1338
29,2,7,1,1340
29,3,2,1,1340
29,4,5,1,1343
29,1,14,1,1344
29,1,7,1,1345
29,3,71,1,1349
8,2,7,1,1351
8,5,14,1,1351
31,6,28,1,1352
31,6,57,1,1356
32,2,6,1,1358
32,3,16,1,1359
32,1,10,1,1359
32,2,27,1,1361
32,2,18,1,1363
32,6,13,1,1363
32,4,31,1,1366
5,3,2,1,1373
5,4,18,1,1375
5,3,3,1,1375
5,2,51,1,1377
5,2,97,1,1381
5,4,36,1,1387
5,2,64,1,1388
12,2,35,1,1388
12,1,3,1,1390
12,2,16,1,1394
12,3,75,1,1395
25,1,71,1,1395
25,6,5,1,1398
25,1,250,1,1398
25,2,79,1,1399
25,7,58,1,1409
25,8,4,1,1409
24,3,138,1,1409
24,3,27,1,1411
41,1,25,1,1412
41,3,16,1,1414
41,4,15,1,1417
41,4,71,1,1419
41,6,8,1,1420
41,2,12,1,1422
41,1,31,1,1423
41,2,5,1,1424
41,11,9,1,1427
26,5,6,1,1429
26,8,16,1,1430
41,1,4,1,1430
24,6,45,1,1431
24,3,29,1,1431
24,8,53,1,1432
24,4,39,1,1435
24,3,25,1,1437
24,2,42,1,1437
13,5,9,1,1437
13,2,1,1,1438
40,2,17,1,1438
40,2,53,1,1443
40,2,2,1,1443
40,1,14,1,1445
40,2,44,1,1448
40,3,73,1,1449
40,6,35,1,1451
35,2,35,1,1456
35,8,22,1,1461
35,9,50,1,1463
35,5,40,1,1469
35,1,14,1,1475
35,4,116,1,1475
35,5,25,1,1481
35,3,59,1,1481
35,4,14,1,1485
35,7,5,1,1486
35,2,18,1,1488
35,15,9,1,1489
35,2,6,1,1490
35,5,15,1,1490
35,1,10,1,1491
18,2,28,1,1492
18,10,47,1,1493
18,1,69,1,1493
18,2,64,1,1493
18,7,33,1,1496
5,2,6,1,1496
5,1,9,1,1497
5,3,29,1,1497
5,1,60,1,1498
5,3,37,1,1499
5,3,13,1,1501
5,2,22,1,1501
5,4,8,1,1506
5,2,61,1,1507
5,2,21,1,1509
6,2,10,1,1510
5,2,12,1,1511
5,2,28,1,1513
28,6,6,1,1514
28,4,8,1,1517
28,14,46,1,1523
39,8,1,1,1527
39,5,35,1,1529
39,4,11,1,1529
39,1,13,1,1530
39,5,4,1,1532
39,10,1,1,1534
39,1,77,1,1535
39,8,48,1,1536
39,1,2,1,1536
22,1,10,1,1538
25,4,33,1,1540
25,6,33,1,1542
44,2,36,1,1543
44,3,10,1,1543
44,2,12,1,1546
44,11,25,1,1547
44,10,62,1,1550
44,3,5,1,1554
44,6,16,1,1555
44,2,11,1,1555
44,6,48,1,1557
35,1,29,1,1559
10,10,9,1,1561
29,10,1,1,1562
29,1,19,1,1562
29,8,24,1,1562
29,3,56,1,1563
29,1,2,1,1563
29,6,16,1,1564
29,3,77,1,1565
29,2,13,1,1568
29,3,83,1,1568
30,3,107,1,1568
30,6,12,1,1569
30,3,30,1,1569
30,3,3,1,1570
30,3,68,1,1572
30,2,115,1,1579
30,3,107,1,1579
49,1,84,1,1579
49,6,9,1,1580
10,5,23,1,1585
10,2,4,1,1586
10,2,9,1,1586
10,3,24,1,1586
10,2,31,1,1589
10,4,10,1,1589
10,3,25,1,1591
10,2,16,1,1594
10,2,9,1,1595
10,12,5,1,1600
10,7,7,1,1603
10,8,77,1,1605
10,5,14,1,1606
10,3,118,1,1607
29,7,14,1,1610
29,2,199,1,1610
29,7,62,1,1610
29,2,75,1,1613
29,7,11,1,1613
29,5,21,1,1617
29,3,13,1,1617
8,3,3,1,1620
8,12,14,1,1624
8,2,20,1,1624
13,12,18,1,1625
13,2,4,1,1627
13,1,35,1,1632
13,7,90,1,1637
13,2,58,1,1637
13,4,2,1,1639
12,6,6,1,1639
12,2,108,1,1642
12,3,54,1,1644
12,3,167,1,1648
12,5,14,1,1649
12,2,37,1,1650
12,3,44,1,1651
39,8,5,1,1652
39,2,24,1,1653
39,2,3,1,1655
39,2,27,1,1656
42,8,177,1,1656
42,9,66,1,1664
42,1,61,1,1667
42,6,16,1,1667
45,2,19,1,1667
0,2,30,1,1669
0,2,53,1,1670
0,2,13,1,1672
0,3,7,1,1673
0,4,32,1,1674
0,10,6,1,1674
0,1,44,1,1675
0,5,6,1,1676
0,1,8,1,1676
0,3,27,1,1678
0,7,57,1,1681
0,6,39,1,1682
37,5,15,1,1683
37,2,41,1,1684
37,3,2,1,1689
37,1,3,1,1689
36,1,38,1,1690
36,2,74,1,1692
36,2,14,1,1695
36,3,51,1,1699
36,4,130,1,1699
36,7,54,1,1703
36,7,11,1,1706
36,2,4,1,1706
36,3,5,1,1710
36,9,2,1,1712
13,8,14,1,1712
38,3,28,1,1714
38,2,30,1,1715
38,3,9,1,1716
38,1,36,1,1716
38,2,48,1,1716
38,2,29,1,1717
38,6,24,1,1718
38,4,9,1,1728
38,3,27,1,1732
38,2,64,1,1736
38,4,22,1,1738
38,5,4,1,1739
49,5,53,1,1739
49,5,121,1,1740
44,3,4,1,1740
44,7,9,1,1744
44,6,37,1,1744
44,3,3,1,1745
44,2,4,1,1749
44,5,20,1,1752
44,10,36,1,1756
44,1,101,1,1756
17,3,17,1,1759
17,2,5,1,1760
6,4,1,1,1766
6,8,12,1,1767
23,5,4,1,1768
23,2,5,1,1773
23,4,27,1,1775
48,2,46,1,1779
48,2,11,1,1780
48,4,6,1,1780
23,7,78,1,1788
23,6,1,1,1795
23,6,27,1,1796
34,2,1,1,1797
34,2,6,1,1802
34,7,13,1,1804
34,2,44,1,1806
15,3,13,1,1809
14,4,27,1,1811
25,3,50,1,1812
46,2,10,1,1814
46,2,19,1,1819
46,3,62,1,1821
46,8,53,1,1821
46,2,6,1,1823
46,1,32,1,1833
46,2,25,1,1836
46,2,28,1,1837
46,6,61,1,1839
46,3,65,1,1843
46,4,1,1,1844
46,4,21,1,1850
7,1,95,1,1852
7,4,17,1,1857
7,11,73,1,1857
7,3,108,1,1858
7,7,84,1,1861
7,1,91,1,1864
26,6,15,1,1865
26,1,22,1,1867
26,2,5,1,1873
19,4,8,1,1876
19,5,54,1,1881
19,5,17,1,1884
19,3,11,1,1886
19,3,49,1,1890
19,5,9,1,1891
19,3,33,1,1892
19,1,43,1,1892
19,6,15,1,1893
30,2,5,1,1897
30,2,169,1,1899
30,6,15,1,1904
30,4,19,1,1904
30,1,9,1,1906
30,1,12,1,1907
30,3,4,1,1910
27,8,3,1,1914
26,2,17,1,1918
26,1,3,1,1920
37,2,22,1,1923
37,4,23,1,1923
37,11,10,1,1924
37,6,9,1,1925
37,2,6,1,1930
37,3,64,1,1930
37,1,49,1,1934
37,2,24,1,1934
37,2,97,1,1938
37,4,15,1,1945
37,3,6,1,1946
37,6,4,1,1947
38,3,11,1,1949
38,2,9,1,1954
38,2,12,1,1961
38,2,74,1,1962
38,2,76,1,1962
38,2,47,1,1963
38,3,17,1,1966
38,5,35,1,1967
38,1,78,1,1969
38,16,26,1,1969
41,2,7,1,1970
41,7,3,1,1971
41,3,49,1,1976
41,4,34,1,1978
44,5,35,1,1978
44,11,34,1,1978
11,3,32,1,1979
11,3,3,1,1981
11,4,21,1,1984
34,11,41,1,1986
34,2,43,1,1988
33,4,16,1,1988
33,8,31,1,1991
33,2,14,1,1993
33,6,4,1,1993
33,2,10,1,1994
33,6,63,1,1994
33,3,30,1,1995
28,1,9,1,2001
28,2,73,1,2002
28,5,11,1,2008
28,5,4,1,2009
28,13,14,1,2013
28,6,6,1,2024
28,2,4,1,2025
28,1,2,1,2030
28,2,19,1,2036
28,3,39,1,2037
28,2,81,1,2038
28,3,12,1,2040
28,7,51,1,2043
15,6,80,1,2045
15,7,11,1,2046
15,5,14,1,2052
15,3,3,1,2053
46,6,29,1,2053
46,7,24,1,2054
46,7,76,1,2057
41,2,128,1,2059
41,2,29,1,2060
41,3,3,1,2061
12,4,2,1,2061
37,2,9,1,2061
37,1,4,1,2066
37,9,41,1,2077
37,1,17,1,2084
37,2,18,1,2090
37,2,24,1,2091
37,1,3,1,2097
37,2,1,1,2101
14,6,31,1,2102
14,1,63,1,2105
14,6,69,1,2109
14,7,16,1,2109
14,3,8,1,2110
14,4,50,1,2114
14,8,11,1,2115
14,7,12,1,2116
14,1,53,1,2119
14,1,7,1,2122
14,4,4,1,2125
14,5,8,1,2127
14,2,51,1,2128
14,1,38,1,2130
14,6,10,1,2134
14,7,35,1,2137
19,8,15,1,2139
19,4,19,1,2144
19,1,9,1,2145
19,6,84,1,2145
19,3,54,1,2146
19,2,51,1,2148
19,10,19,1,2149
19,1,80,1,2150
19,7,30,1,2151
19,8,9,1,2151
19,2,28,1,2152
12,4,20,1,2152
7,3,6,1,2157
7,2,5,1,2159
7,3,36,1,2160
7,1,40,1,2161
7,2,60,1,2163
7,1,8,1,2164
7,2,3,1,2164
7,14,13,1,2164
7,5,14,1,2167
24,4,27,1,2169
24,1,18,1,2169
24,5,5,1,2171
24,2,18,1,2175
27,2,34,1,2176
27,5,12,1,2176
27,4,14,1,2176
27,2,77,1,2177
27,4,2,1,2181
27,3,38,1,2183
27,2,4,1,2183
27,2,15,1,2186
27,3,25,1,2186
27,3,7,1,2187
20,2,22,1,2187
20,3,17,1,2189
20,5,58,1,2192
20,3,116,1,2192
20,10,24,1,2194
20,6,57,1,2197
20,2,55,1,2197
20,2,15,1,2198
20,3,5,1,2198
20,2,29,1,2200
20,1,2,1,2201
20,2,41,1,2202
20,6,57,1,2203
20,3,51,1,2205
20,2,123,1,2205
20,1,13,1,2213
43,3,39,1,2213
44,1,3,1,2216
44,1,6,1,2217
44,2,4,1,2224
44,5,38,1,2228
44,1,16,1,2235
44,4,7,1,2240
44,6,34,1,2241
44,2,10,1,2241
23,1,15,1,2247
23,1,9,1,2248
23,3,20,1,2250
6,5,58,1,2250
6,2,53,1,2252
6,6,11,1,2257
6,4,9,1,2259
6,1,13,1,2259
6,9,103,1,2259
6,2,64,1,2260
6,8,34,1,2260
49,3,6,1,2260
49,3,30,1,2262
0,4,25,1,2265
0,1,21,1,2265
0,3,8,1,2266
0,1,94,1,2268
0,10,17,1,2272
0,3,9,1,2273
0,5,29,1,2277
0,5,16,1,2279
21,13,17,1,2280
21,3,41,1,2282
21,4,72,1,2283
22,2,6,1,2284
22,1,40,1,2284
22,3,57,1,2288
22,2,27,1,2290
9,6,28,1,2290
9,1,79,1,2290
9,1,20,1,2294
9,6,53,1,2295
9,4,41,1,2296
9,7,13,1,2298
9,10,31,1,2299
9,4,34,1,2302
8,10,12,1,2306
8,3,3,1,2310
8,5,66,1,2310
11,2,3,1,2311
11,2,13,1,2312
11,6,23,1,2315
11,3,19,1,2316
11,6,54,1,2319
11,2,2,1,2319
11,2,2,1,2320
11,4,40,1,2321
11,4,21,1,2322
11,6,8,1,2327
11,7,13,1,2329
11,2,12,1,2340
20,7,44,1,2344
20,2,12,1,2349
20,6,37,1,2352
20,3,21,1,2353
20,7,14,1,2354
20,8,28,1,2354
20,1,13,1,2356
20,5,7,1,2356
20,2,25,1,2357
20,3,17,1,2357
20,2,13,1,2362
20,3,18,1,2362
39,1,26,1,2363
39,9,7,1,2364
39,2,63,1,2366
18,4,34,1,2366
18,10,32,1,2366
18,11,4,1,2369
18,5,19,1,2369
18,1,17,1,2373
18,13,110,1,2384
18,3,13,1,2387
18,9,26,1,2387
18,5,2,1,2389
18,4,7,1,2390
18,4,34,1,2398
18,3,4,1,2404
18,4,30,1,2405
18,3,18,1,2406
18,2,24,1,2406
18,2,21,1,2406
49,7,68,1,2409
49,3,30,1,2412
49,1,27,1,2413
49,1,6,1,2417
49,7,45,1,2419
14,2,24,1,2419
14,3,27,1,2422
14,4,43,1,2426
14,4,10,1,2427
14,1,91,1,2428
45,2,13,1,2428
45,6,37,1,2429
45,3,20,1,2430
45,2,9,1,2430
48,4,1,1,2432
48,4,27,1,2432
48,2,7,1,2434
7,1,6,1,2442
7,1,29,1,2443
7,3,2,1,2443
7,2,20,1,2443
7,4,50,1,2443
7,2,8,1,2447
7,10,80,1,2448
7,5,44,1,2449
24,17,11,1,2449
24,1,57,1,2454
24,4,37,1,2455
24,4,3,1,2455
24,5,2,1,2457
24,2,64,1,2458
24,2,44,1,2464
24,3,109,1,2465
19,1,22,1,2466
20,3,15,1,2469
20,9,14,1,2470
20,6,18,1,2472
20,2,3,1,2474
20,6,9,1,2474
20,2,25,1,2475
20,3,14,1,2477
20,8,7,1,2479
20,6,20,1,2480
20,6,44,1,2485
20,2,48,1,2486
1,7,11,1,2486
24,2,21,1,2487
24,3,64,1,2487
24,3,5,1,2488
24,2,4,1,2488
24,4,8,1,2488
25,2,13,1,2493
25,2,18,1,2494
25,8,50,1,2494
25,3,1,1,2498
25,2,49,1,2500
25,3,5,1,2504
25,4,2,1,2508
2,5,11,1,2511
2,2,29,1,2511
35,4,28,1,2512
35,4,10,1,2514
35,2,16,1,2517
35,5,22,1,2521
35,2,20,1,2523
35,4,57,1,2524
35,2,42,1,2526
35,7,2,1,2526
35,4,10,1,2528
35,7,41,1,2529
16,6,14,1,2534
16,1,35,1,2534
16,1,6,1,2545
16,5,20,1,2546
16,10,8,1,2550
16,4,16,1,2551
16,3,57,1,2552
31,5,38,1,2554
31,9,6,1,2554
31,3,25,1,2556
31,2,5,1,2556
31,2,6,1,2557
31,5,28,1,2558
31,3,11,1,2558
38,2,38,1,2559
38,1,14,1,2563
38,3,7,1,2567
38,1,19,1,2573
38,7,5,1,2576
38,2,11,1,2577
38,1,18,1,2578
38,7,16,1,2583
38,2,53,1,2583
38,4,2,1,2584
3,3,36,1,2584
3,4,10,1,2586
3,3,27,1,2594
3,13,10,1,2595
3,4,3,1,2597
3,2,97,1,2598
3,1,7,1,2602
3,2,10,1,2607
3,2,89,1,2607
3,2,39,1,2611
42,9,44,1,2613
42,8,74,1,2613
42,2,13,1,2619
42,2,49,1,2619
42,6,8,1,2619
42,2,3,1,2620
42,4,10,1,2621
