userid,expected-time-to-completion,memory,priority,arrival-time
546,1,2,1,440
546,2,2,1,446
546,3,70,1,446
546,2,155,1,448
546,5,37,1,448
546,1,55,1,449
546,3,81,1,450
546,3,8,1,456
546,2,9,1,459
513,2,83,2,463
513,7,4,2,465
513,2,2,2,465
513,2,11,2,466
484,5,123,2,467
484,3,4,2,473
484,10,13,2,473
83,1,10,2,474
83,2,44,2,475
83,4,21,2,476
83,8,41,2,478
83,3,44,2,479
83,1,12,2,480
83,12,15,2,485
83,7,15,2,487
182,3,30,2,489
797,6,71,2,490
797,6,25,2,492
797,2,26,2,493
797,3,32,2,496
797,7,17,2,497
797,3,2,2,497
797,1,31,2,498
797,3,22,2,498
797,4,33,2,500
797,3,11,2,501
797,3,33,2,501
797,4,52,2,503
797,7,31,2,503
448,1,25,2,504
448,3,5,2,505
287,3,50,2,511
287,1,4,2,512
287,6,19,2,514
287,1,9,2,514
287,3,15,2,514
287,4,17,2,523
287,5,10,2,525
234,4,19,2,528
721,12,17,2,530
721,6,16,2,533
721,4,45,2,534
721,4,2,2,534
721,6,121,2,537
721,1,53,2,542
721,3,9,2,544
721,3,9,2,544
721,2,107,2,547
721,1,38,2,547
721,11,11,2,550
721,2,41,2,551
721,4,13,2,552
721,2,4,2,554
721,2,29,2,558
721,2,1,2,559
721,1,29,2,568
721,3,15,2,574
721,1,19,2,579
721,4,20,2,579
748,2,16,2,582
748,2,1,2,583
748,8,28,2,583
748,4,64,2,585
748,2,2,2,586
748,13,32,2,586
748,3,10,2,586
748,13,26,2,588
227,3,2,2,591
227,1,50,2,591
227,19,54,2,594
227,3,68,2,596
227,1,60,2,597
227,3,22,2,600
227,3,17,2,607
227,1,5,2,607
614,1,4,2,609
614,10,27,2,609
614,1,32,2,611
677,5,4,2,611
104,5,4,2,612
104,2,4,2,612
23,1,43,2,614
23,1,21,2,614
23,1,4,2,617
23,8,13,2,620
23,9,11,2,623
23,6,24,2,624
23,4,10,2,626
23,4,3,2,629
23,4,19,2,631
23,3,25,2,631
23,2,49,2,636
23,9,3,2,637
23,3,35,2,637
23,2,29,2,638
23,5,5,2,642
23,7,38,2,645
23,2,9,2,645
770,2,7,2,647
770,4,59,2,647
770,4,26,2,648
770,3,3,2,649
770,2,37,2,652
770,4,45,2,653
770,1,57,2,661
489,2,27,2,663
489,5,16,2,663
489,2,129,2,664
489,2,7,2,665
489,4,52,2,666
489,5,15,2,668
489,3,2,2,668
489,1,19,2,670
489,6,19,2,671
489,2,1,2,672
489,2,2,2,679
489,1,36,2,680
489,6,136,2,685
356,2,45,2,686
356,12,42,2,691
356,4,76,2,691
356,6,68,2,693
356,6,9,2,694
356,2,43,2,695
356,10,96,2,696
356,2,18,2,699
356,4,50,2,704
83,7,83,2,704
83,2,46,2,707
83,7,24,2,711
83,1,4,2,712
83,7,73,2,713
83,1,75,2,714
83,3,64,2,714
83,3,25,2,714
462,2,27,2,716
462,5,53,2,717
462,1,4,2,717
462,3,15,2,717
149,2,30,2,718
149,8,18,2,722
149,2,48,2,723
149,7,69,2,725
928,6,37,2,726
119,7,11,2,727
119,5,17,2,727
119,5,17,2,728
119,1,4,2,729
119,2,48,2,739
119,5,8,2,740
119,2,38,2,740
119,1,158,2,740
119,2,32,2,740
119,1,96,2,742
119,2,34,2,742
119,6,81,2,746
119,5,113,2,749
119,4,46,2,749
119,4,14,2,750
119,2,28,2,756
586,3,48,2,756
586,3,38,2,757
586,2,2,2,757
586,2,7,2,757
586,14,22,2,758
586,2,41,2,767
586,1,90,2,770
586,5,27,2,770
586,1,12,2,771
586,6,16,2,774
586,3,25,2,774
586,4,12,2,774
586,3,69,2,774
586,4,25,2,778
57,1,29,1,778
57,3,40,1,779
57,9,41,1,781
57,5,72,1,781
57,3,68,1,784
57,3,11,1,786
764,1,10,1,799
764,1,30,1,800
147,1,51,2,804
147,2,30,2,805
147,2,16,2,806
147,4,28,2,808
147,6,11,2,810
147,1,7,2,810
846,4,25,2,814
69,8,11,2,814
69,14,15,2,815
69,1,40,2,818
69,2,69,2,821
69,2,34,2,824
69,4,13,2,827
69,8,22,2,830
69,4,5,2,832
120,1,92,2,836
120,4,83,2,836
120,4,17,2,837
120,1,70,2,841
120,7,1,2,841
120,3,33,2,841
120,23,12,2,843
120,11,87,2,853
120,2,67,2,855
120,1,2,2,857
120,2,42,2,860
120,1,42,2,864
120,4,47,2,867
120,7,11,2,868
120,19,2,2,869
120,1,6,2,870
120,7,59,2,870
120,11,5,2,871
120,3,79,2,872
120,4,2,2,873
120,15,35,2,874
120,1,15,2,875
120,7,6,2,877
120,2,8,2,879
191,2,16,2,882
191,4,16,2,882
191,4,12,2,884
970,11,26,2,886
970,4,45,2,886
970,4,48,2,888
970,2,57,2,891
970,3,28,2,895
970,4,20,2,895
970,5,53,2,896
970,3,3,2,901
970,2,26,2,903
970,3,26,2,904
970,4,13,2,905
970,1,26,2,908
970,2,20,2,908
970,2,25,2,908
970,4,38,2,910
970,2,17,2,911
970,3,3,2,912
417,6,27,2,912
417,6,27,2,913
892,5,27,2,915
755,10,97,2,919
755,4,28,2,920
755,1,16,2,926
38,3,65,2,926
45,2,26,2,927
45,2,52,2,930
144,5,26,2,935
144,5,36,2,936
615,5,60,2,937
482,3,108,1,938
482,6,6,1,939
482,2,12,1,939
482,1,7,1,941
482,7,15,1,942
482,2,11,1,942
482,3,77,1,944
482,3,6,1,946
482,3,4,1,948
482,2,20,1,948
482,2,24,1,957
849,12,23,2,957
849,2,29,2,962
849,1,2,2,966
868,2,52,2,968
868,2,5,2,970
91,2,11,2,974
91,2,35,2,975
91,5,55,2,975
942,2,24,2,976
942,3,5,2,980
942,4,15,2,980
942,4,29,2,980
349,2,12,1,981
349,4,35,1,983
64,7,6,2,984
64,2,33,2,984
64,2,4,2,987
64,4,26,2,988
327,2,31,2,989
258,1,5,2,990
258,14,26,2,993
258,6,9,2,993
258,8,1,2,995
633,2,10,2,995
633,9,35,2,996
633,1,11,2,1002
84,2,47,2,1004
651,4,5,2,1004
651,3,147,2,1004
910,2,4,2,1005
117,5,24,2,1007
117,11,109,2,1010
117,5,1,2,1011
117,1,187,2,1014
117,3,11,2,1021
117,7,81,2,1023
117,10,49,2,1025
117,14,17,2,1026
416,4,85,2,1029
416,1,36,2,1035
416,1,98,2,1035
783,4,38,2,1036
783,1,28,2,1036
783,4,139,2,1037
783,10,6,2,1039
783,2,40,2,1039
783,3,3,2,1039
783,4,5,2,1043
783,2,32,2,1044
783,5,3,2,1050
783,5,2,2,1051
783,7,12,2,1052
783,3,6,2,1053
783,11,19,2,1053
783,2,52,2,1061
282,8,6,2,1065
282,1,16,2,1068
282,4,3,2,1071
282,4,104,2,1072
282,8,90,2,1072
282,2,117,2,1073
425,1,16,2,1073
796,2,52,2,1074
796,12,33,2,1083
796,2,24,2,1085
796,4,14,2,1085
796,2,27,2,1085
796,3,13,2,1085
275,7,10,2,1086
275,5,28,2,1086
486,2,15,2,1088
486,5,45,2,1089
486,2,3,2,1091
486,1,32,2,1092
486,3,56,2,1093
486,11,66,2,1097
486,1,23,2,1097
486,2,14,2,1097
486,5,29,2,1102
486,2,6,2,1106
397,8,6,2,1110
397,3,78,2,1114
397,3,52,2,1117
397,1,1,2,1120
397,2,15,2,1125
736,1,14,2,1128
736,4,4,2,1129
736,23,7,2,1132
736,5,1,2,1136
736,11,2,2,1137
736,8,7,2,1139
736,2,35,2,1139
736,2,93,2,1140
736,15,31,2,1142
736,3,78,2,1143
736,3,33,2,1145
736,6,25,2,1147
736,2,15,2,1147
736,1,9,2,1149
736,1,4,2,1149
527,1,55,2,1150
527,2,11,2,1150
527,8,27,2,1154
527,3,16,2,1164
527,2,72,2,1166
770,11,7,2,1173
770,3,24,2,1175
770,2,47,2,1175
770,6,11,2,1176
770,2,50,2,1176
770,4,18,2,1178
770,2,26,2,1182
881,7,14,2,1182
881,2,34,2,1186
881,8,3,2,1189
881,1,55,2,1189
881,3,1,2,1190
260,5,10,2,1197
635,4,54,2,1198
635,3,124,2,1200
635,5,22,2,1201
635,3,128,2,1202
598,1,6,2,1204
853,2,59,2,1205
696,6,25,2,1207
696,5,7,2,1211
696,1,5,2,1213
696,4,27,2,1215
696,4,38,2,1216
696,5,56,2,1224
696,2,7,2,1225
696,6,5,2,1226
696,4,9,2,1226
696,2,44,2,1227
696,6,8,2,1228
696,2,29,2,1228
696,3,39,2,1230
696,6,18,2,1230
696,2,53,2,1231
135,3,17,2,1238
135,7,3,2,1238
135,2,80,2,1240
135,6,4,2,1241
135,2,15,2,1246
135,10,32,2,1248
135,6,24,2,1249
135,7,54,2,1250
135,8,94,2,1250
135,1,55,2,1251
135,8,16,2,1257
135,6,54,2,1257
890,6,47,2,1258
890,2,2,2,1258
890,6,9,2,1266
890,8,67,2,1269
890,2,79,2,1270
890,2,17,2,1271
890,7,40,2,1272
890,2,48,2,1276
890,3,2,2,1277
890,1,86,2,1281
890,2,10,2,1288
890,1,14,2,1288
890,7,13,2,1289
537,2,12,2,1289
537,2,85,2,1291
537,2,93,2,1295
537,7,22,2,1301
537,5,14,2,1302
537,7,36,2,1302
537,3,19,2,1306
537,9,41,2,1307
537,4,79,2,1309
537,10,11,2,1310
537,2,7,2,1314
537,1,2,2,1314
537,7,16,2,1317
537,1,52,2,1322
537,3,1,2,1330
537,1,99,2,1331
537,1,8,2,1333
537,2,16,2,1333
537,8,2,2,1335
537,1,92,2,1336
668,7,42,2,1336
659,6,38,1,1339
659,7,62,1,1340
659,7,20,1,1341
659,2,1,1,1344
659,2,15,1,1346
659,4,8,1,1347
659,2,8,1,1349
659,6,2,1,1351
46,2,15,1,1351
46,2,16,1,1358
46,13,13,1,1359
46,9,7,1,1359
46,1,65,1,1360
46,16,8,1,1360
46,2,41,1,1360
46,8,10,1,1361
46,3,3,1,1362
46,4,63,1,1363
46,1,154,1,1363
46,3,14,1,1364
909,2,6,2,1365
909,1,47,2,1366
909,2,6,2,1368
909,4,71,2,1370
909,12,10,2,1371
909,2,106,2,1374
968,13,71,2,1380
968,4,80,2,1382
968,9,35,2,1383
968,3,8,2,1385
968,7,63,2,1385
968,2,91,2,1387
968,3,25,2,1389
968,1,3,2,1389
968,4,13,2,1391
968,2,46,2,1393
968,6,47,2,1397
968,5,4,2,1399
968,4,18,2,1400
968,2,73,2,1400
968,2,52,2,1404
968,1,81,2,1406
968,6,28,2,1407
968,5,5,2,1408
968,9,5,2,1409
991,7,10,2,1409
991,3,19,2,1410
991,3,36,2,1414
991,5,27,2,1415
410,5,9,2,1417
410,7,39,2,1419
410,2,60,2,1420
410,1,21,2,1422
410,3,72,2,1422
410,1,4,2,1426
345,12,20,2,1428
345,2,31,2,1429
345,1,9,2,1430
345,3,130,2,1431
345,3,51,2,1432
345,8,53,2,1432
345,2,17,2,1432
364,7,3,2,1437
339,2,10,2,1438
339,3,36,2,1443
339,9,29,2,1446
339,2,30,2,1449
339,8,1,2,1451
339,4,40,2,1452
339,3,6,2,1452
774,6,53,2,1453
774,4,11,2,1453
774,5,16,2,1456
774,1,24,2,1457
774,2,54,2,1458
774,1,16,2,1458
701,4,12,2,1467
701,1,25,2,1468
701,1,66,2,1469
960,1,7,2,1470
960,7,19,2,1471
960,2,15,2,1472
960,2,26,2,1474
960,5,117,2,1477
960,2,53,2,1479
960,2,22,2,1484
960,10,69,2,1484
960,5,69,2,1484
959,5,161,2,1489
959,9,23,2,1491
959,8,19,2,1492
959,1,34,2,1494
959,3,66,2,1500
959,3,15,2,1505
959,1,18,2,1505
959,3,32,2,1509
959,4,12,2,1510
959,3,10,2,1511
959,6,5,2,1511
959,4,97,2,1512
959,5,34,2,1517
959,2,47,2,1518
959,2,114,2,1520
959,2,36,2,1521
959,3,51,2,1521
959,9,27,2,1521
682,3,2,2,1521
682,2,15,2,1524
682,5,56,2,1526
682,1,10,2,1534
682,5,78,2,1534
682,3,15,2,1535
682,3,11,2,1538
682,4,55,2,1540
682,2,22,2,1541
682,5,23,2,1541
682,3,16,2,1542
682,4,1,2,1545
682,4,13,2,1553
682,1,77,2,1557
682,2,18,2,1558
682,9,40,2,1558
682,3,41,2,1566
682,5,10,2,1566
465,2,5,2,1567
465,4,96,2,1568
465,2,9,2,1570
465,2,5,2,1573
465,10,6,2,1577
465,1,106,2,1577
44,8,15,2,1578
44,3,17,2,1581
44,2,16,2,1581
291,2,13,2,1584
214,2,1,1,1587
214,6,67,1,1589
214,2,53,1,1589
214,2,35,1,1594
214,2,3,1,1597
205,3,18,2,1598
205,8,38,2,1599
205,3,25,2,1601
205,4,33,2,1612
205,5,61,2,1614
205,1,44,2,1615
205,2,46,2,1616
205,3,50,2,1617
205,4,121,2,1618
205,4,16,2,1619
205,2,51,2,1620
205,2,16,2,1625
205,2,30,2,1626
205,7,17,2,1629
205,3,3,2,1630
205,3,2,2,1630
205,1,3,2,1633
205,7,8,2,1636
205,1,6,2,1638
205,4,25,2,1638
205,2,3,2,1639
205,5,5,2,1640
205,3,37,2,1642
205,3,22,2,1644
205,9,27,2,1646
205,4,10,2,1647
205,3,10,2,1652
205,1,27,2,1655
205,3,20,2,1655
205,1,26,2,1658
205,2,82,2,1659
312,5,32,1,1659
312,2,81,1,1662
959,4,2,2,1663
959,3,20,2,1665
962,1,13,2,1667
529,7,28,2,1670
529,4,10,2,1671
236,5,15,1,1671
236,2,10,1,1674
236,2,22,1,1677
236,4,22,1,1678
236,3,14,1,1680
236,3,7,1,1680
236,5,56,1,1684
236,7,43,1,1685
731,1,13,2,1687
731,4,40,2,1690
731,1,62,2,1693
731,2,10,2,1694
6,5,16,2,1696
6,2,1,2,1700
6,8,38,2,1700
6,2,27,2,1700
6,6,82,2,1705
6,1,42,2,1710
6,1,26,2,1711
397,6,78,2,1712
397,1,32,2,1713
304,4,26,2,1725
304,2,5,2,1725
663,4,36,2,1725
663,4,30,2,1726
663,1,40,2,1729
663,2,101,2,1729
663,8,30,2,1729
663,2,93,2,1729
663,3,42,2,1730
663,8,7,2,1733
663,4,4,2,1735
663,1,3,2,1736
663,3,11,2,1738
663,1,7,2,1744
663,1,49,2,1745
663,2,36,2,1747
663,7,90,2,1750
663,2,15,2,1751
663,4,57,2,1753
842,6,7,2,1757
842,11,43,2,1760
842,4,20,2,1760
842,4,41,2,1762
842,1,21,2,1762
842,4,44,2,1769
842,3,23,2,1770
842,2,8,2,1770
529,18,7,2,1771
529,2,33,2,1774
529,2,5,2,1775
529,4,16,2,1778
244,2,54,2,1785
244,6,31,2,1788
244,3,44,2,1789
244,6,50,2,1791
244,4,10,2,1792
244,2,12,2,1793
244,6,4,2,1796
244,1,6,2,1798
244,7,56,2,1803
244,1,14,2,1807
244,3,9,2,1808
244,3,14,2,1810
244,1,4,2,1813
244,5,4,2,1813
244,6,5,2,1821
579,1,16,2,1822
579,2,2,2,1824
579,6,19,2,1826
579,7,57,2,1826
579,4,11,2,1829
579,2,121,2,1831
579,2,16,2,1833
830,3,44,2,1835
830,10,6,2,1837
830,2,17,2,1839
221,3,168,2,1840
221,2,12,2,1840
221,2,9,2,1840
912,4,8,2,1844
575,4,132,2,1845
242,3,12,2,1845
242,1,21,2,1846
993,4,8,2,1850
993,1,13,2,1850
4,8,273,2,1855
4,5,34,2,1861
4,2,39,2,1861
51,3,121,2,1862
51,4,2,2,1863
51,1,17,2,1866
51,4,4,2,1867
51,5,98,2,1868
51,3,44,2,1871
51,6,4,2,1875
870,1,19,2,1880
845,8,12,2,1884
845,7,107,2,1887
845,5,35,2,1888
845,6,1,2,1889
845,1,45,2,1889
845,2,56,2,1891
845,2,67,2,1892
845,2,16,2,1896
845,7,41,2,1897
845,3,12,2,1900
845,4,103,2,1902
845,2,48,2,1905
592,1,61,2,1907
592,2,1,2,1908
592,3,83,2,1909
592,1,70,2,1912
47,1,6,1,1913
698,2,15,2,1914
698,3,19,2,1915
698,4,4,2,1915
698,2,32,2,1915
698,2,31,2,1916
698,1,6,2,1917
698,2,11,2,1920
698,1,29,2,1922
698,2,21,2,1925
698,3,9,2,1928
698,1,65,2,1929
698,3,18,2,1937
698,8,6,2,1937
698,6,12,2,1938
193,3,25,2,1939
193,2,30,2,1941
193,3,15,2,1950
193,2,22,2,1953
193,3,39,2,1954
193,1,106,2,1956
193,2,4,2,1958
193,2,43,2,1958
193,11,35,2,1958
193,3,10,2,1961
193,3,29,2,1963
193,3,11,2,1963
996,6,12,2,1964
996,1,7,2,1967
996,2,33,2,1968
996,3,39,2,1969
996,1,18,2,1972
43,2,47,2,1972
43,3,28,2,1973
43,3,23,2,1976
318,10,19,2,1977
837,2,7,2,1980
837,1,83,2,1987
488,1,55,2,1988
488,3,16,2,1988
488,2,47,2,1988
488,6,40,2,1988
159,3,44,2,1988
914,3,5,2,1989
914,3,14,2,1989
914,9,12,2,1992
914,2,11,2,1993
914,4,32,2,1993
914,2,22,2,1998
914,5,32,2,2001
914,3,8,2,2004
914,7,16,2,2006
914,6,12,2,2007
914,1,44,2,2008
914,9,45,2,2010
914,6,52,2,2011
914,5,55,2,2015
914,6,59,2,2018
914,3,10,2,2020
914,2,11,2,2022
914,4,28,2,2022
914,1,13,2,2023
914,2,8,2,2028
914,2,10,2,2029
914,6,29,2,2030
914,4,11,2,2032
914,3,11,2,2033
914,4,7,2,2038
914,1,54,2,2039
937,6,9,1,2042
937,5,29,1,2043
937,5,28,1,2046
937,1,75,1,2046
937,5,44,1,2046
548,2,28,2,2047
379,1,61,1,2054
379,2,18,1,2055
379,2,23,1,2055
379,12,38,1,2057
379,3,23,1,2059
379,1,10,1,2063
379,5,12,1,2065
379,3,27,1,2068
379,1,111,1,2072
379,8,23,1,2074
379,3,38,1,2074
379,2,27,1,2075
379,10,19,1,2075
379,3,133,1,2076
379,2,21,1,2077
398,4,9,2,2077
398,7,3,2,2079
398,1,13,2,2084
398,8,11,2,2084
398,7,5,2,2085
741,2,32,2,2086
741,5,60,2,2089
368,15,46,2,2091
368,3,78,2,2092
368,2,1,2,2093
368,2,13,2,2093
368,8,10,2,2093
368,3,23,2,2101
368,7,41,2,2103
368,7,12,2,2103
368,2,21,2,2105
368,2,19,2,2106
368,2,12,2,2107
351,2,10,1,2109
351,1,15,1,2110
351,6,32,1,2112
351,4,1,1,2112
351,2,20,1,2113
351,2,17,1,2116
351,1,19,1,2119
351,7,11,1,2123
351,2,57,1,2125
351,3,82,1,2126
538,3,25,1,2126
538,4,23,1,2126
538,2,64,1,2126
538,2,35,1,2126
538,13,20,1,2131
538,3,34,1,2133
873,7,23,2,2134
873,1,2,2,2136
124,5,59,2,2137
124,5,77,2,2138
124,3,44,2,2141
124,12,99,2,2143
124,10,100,2,2145
124,3,21,2,2146
771,3,54,2,2148
771,1,4,2,2150
771,10,12,2,2151
771,1,5,2,2157
771,3,14,2,2158
22,14,8,2,2158
165,6,1,2,2158
165,1,29,2,2159
320,7,16,2,2159
320,5,33,2,2160
320,3,26,2,2161
320,1,84,2,2163
320,3,12,2,2168
31,4,42,1,2170
234,4,30,2,2170
234,3,24,2,2172
234,5,7,2,2174
713,4,72,2,2177
713,2,83,2,2178
188,8,46,2,2179
188,2,4,2,2180
188,1,7,2,2180
188,6,55,2,2182
91,11,14,2,2182
91,4,40,2,2183
91,2,186,2,2184
91,3,58,2,2185
91,5,6,2,2187
91,2,60,2,2188
91,3,18,2,2192
91,2,58,2,2193
894,5,33,2,2193
894,3,38,2,2194
894,1,59,2,2197
894,6,40,2,2200
269,7,32,2,2206
269,2,4,2,2206
269,4,7,2,2206
728,5,69,2,2207
728,1,52,2,2210
728,2,2,2,2212
7,2,50,2,2215
7,9,7,2,2224
7,2,24,2,2226
7,16,13,2,2230
7,3,5,2,2239
354,4,119,1,2241
354,6,17,1,2247
337,6,9,2,2247
337,4,2,2,2249
348,2,43,2,2251
348,2,28,2,2256
348,2,28,2,2258
348,2,1,2,2260
348,2,4,2,2261
348,3,42,2,2262
348,5,13,2,2262
59,1,32,2,2263
59,5,20,2,2267
59,5,69,2,2268
22,4,23,2,2271
22,3,101,2,2273
22,2,9,2,2276
22,4,17,2,2276
22,4,43,2,2276
22,4,29,2,2276
22,2,63,2,2278
765,6,21,2,2278
765,4,11,2,2281
232,1,174,1,2283
232,3,13,1,2285
232,7,35,1,2299
232,2,8,1,2302
232,2,33,1,2303
232,2,34,1,2304
232,5,27,1,2305
232,7,4,1,2307
232,1,13,1,2308
232,5,2,1,2309
232,3,48,1,2310
232,1,8,1,2311
232,3,40,1,2312
232,3,9,1,2312
232,3,13,1,2313
232,3,14,1,2313
232,3,2,1,2313
232,5,1,1,2321
232,8,4,1,2322
232,4,42,1,2322
232,2,17,1,2323
232,2,38,1,2325
232,3,3,1,2326
232,4,74,1,2326
232,2,25,1,2327
232,5,12,1,2329
232,3,30,1,2330
599,8,30,2,2332
599,4,67,2,2333
599,8,3,2,2334
599,6,36,2,2335
599,1,80,2,2337
599,1,6,2,2341
570,4,32,2,2344
633,1,5,2,2344
633,6,109,2,2348
780,2,52,2,2348
780,1,7,2,2350
780,5,35,2,2350
780,5,19,2,2351
780,1,71,2,2352
780,3,16,2,2352
780,4,77,2,2353
780,3,9,2,2353
611,2,2,2,2354
611,2,76,2,2355
611,6,38,2,2362
611,3,28,2,2363
611,3,23,2,2363
611,1,58,2,2366
611,1,30,2,2368
611,4,3,2,2370
611,4,47,2,2370
611,1,85,2,2371
611,1,4,2,2377
611,10,10,2,2378
611,3,76,2,2379
611,2,5,2,2380
678,2,23,2,2386
678,2,26,2,2388
678,2,6,2,2389
678,2,12,2,2389
678,6,21,2,2389
678,3,6,2,2392
21,1,44,2,2396
21,7,52,2,2399
21,2,19,2,2399
21,9,6,2,2401
21,11,12,2,2402
21,6,114,2,2402
488,4,49,2,2402
488,1,40,2,2403
488,6,21,2,2403
488,2,4,2,2407
799,4,34,2,2410
799,3,30,2,2411
799,5,58,2,2418
799,6,21,2,2418
799,2,3,2,2419
799,4,60,2,2420
799,4,28,2,2421
799,4,14,2,2423
799,4,30,2,2429
799,3,51,2,2429
799,2,22,2,2431
799,1,109,2,2431
799,9,29,2,2434
799,1,23,2,2434
799,2,26,2,2434
799,1,28,2,2435
799,3,26,2,2436
799,1,25,2,2439
799,2,28,2,2439
799,14,21,2,2440
799,11,24,2,2440
178,2,138,2,2442
178,4,23,2,2442
178,2,62,2,2442
217,3,23,2,2445
217,7,2,2,2451
44,3,7,2,2452
44,7,3,2,2452
44,4,35,2,2457
44,9,5,2,2459
203,2,59,2,2460
203,5,97,2,2468
582,2,93,2,2470
582,3,2,2,2476
582,4,33,2,2476
582,9,15,2,2478
582,1,53,2,2481
582,2,35,2,2483
453,3,85,2,2484
453,2,6,2,2487
453,3,6,2,2491
168,2,8,2,2493
168,2,36,2,2494
168,2,64,2,2495
168,3,23,2,2499
168,4,65,2,2506
168,12,24,2,2506
168,3,28,2,2506
168,3,15,2,2507
168,8,9,2,2509
168,2,70,2,2510
168,7,94,2,2515
591,4,5,2,2519
591,4,146,2,2528
591,2,15,2,2529
591,5,5,2,2532
591,3,18,2,2535
591,3,75,2,2538
591,3,25,2,2540
591,1,44,2,2541
591,2,6,2,2543
591,5,42,2,2547
591,5,15,2,2550
591,3,25,2,2551
330,5,2,2,2551
330,2,25,2,2552
330,1,1,2,2553
481,3,17,2,2556
481,1,7,2,2557
481,3,30,2,2559
772,3,37,2,2564
772,1,32,2,2567
772,2,32,2,2568
772,2,6,2,2572
772,3,5,2,2574
772,2,71,2,2578
683,1,33,2,2584
683,2,3,2,2588
683,8,4,2,2590
683,3,38,2,2591
683,4,80,2,2591
683,9,9,2,2597
718,2,44,2,2601
718,2,91,2,2602
877,5,49,2,2604
877,6,60,2,2605
877,5,2,2,2609
