job-id,userid,expected-time-to-completion,memory,priority,arrival-time,submitted,gpuid
67,666,5,52,2,152,152,1
68,666,3,24,2,152,153,2
69,666,4,8,2,154,154,3
70,666,1,18,2,154,155,4
71,666,4,18,2,155,156,5
72,666,4,21,2,157,157,2
73,666,7,15,2,158,158,1
74,666,3,6,2,158,159,3
75,793,4,16,2,158,160,4
76,793,4,3,2,160,161,5
77,793,2,39,2,161,162,2
78,524,2,23,1,162,163,3
79,524,6,3,1,164,164,6
80,524,7,19,1,165,165,2
81,524,1,58,1,168,168,1
82,524,6,5,1,170,170,1
83,524,2,27,1,176,176,2
84,524,5,18,1,179,179,1
85,524,2,22,1,184,184,2
86,524,1,24,1,184,185,1
87,524,6,134,1,187,187,1
88,524,4,31,1,188,188,2
89,531,3,4,2,190,190,3
90,531,3,49,2,194,194,1
91,531,1,27,2,197,197,2
92,406,11,14,2,198,198,1
93,406,3,26,2,200,200,2
94,405,4,32,2,202,202,3
95,405,1,22,2,205,205,2
96,405,2,32,2,206,206,4
97,405,4,73,2,208,208,2
98,405,1,28,2,210,210,1
99,405,1,33,2,210,211,3
100,405,2,7,2,211,212,1
101,405,2,7,2,212,213,2
102,296,7,10,2,213,214,3
103,296,3,5,2,214,215,1
104,215,3,41,2,215,216,2
105,215,2,24,2,217,217,4
106,215,2,5,2,217,218,5
107,215,3,31,2,217,219,1
108,215,2,96,2,217,220,2
109,215,3,34,2,218,221,4
110,215,2,9,2,222,222,3
111,215,8,17,2,222,223,1
112,194,1,11,2,223,224,2
113,194,5,3,2,225,225,3
114,194,1,31,2,226,226,2
115,194,7,42,2,227,227,4
116,194,5,2,2,227,228,2
117,353,6,67,2,229,229,5
118,644,7,15,1,229,230,6
119,779,1,87,2,233,233,1
120,779,1,11,2,235,235,1
121,779,4,44,2,235,236,2
122,779,11,43,2,236,237,1
123,779,2,39,2,242,242,2
124,779,1,48,2,245,245,2
125,779,1,24,2,248,248,2
126,779,3,13,2,249,249,1
127,779,3,16,2,252,252,2
128,779,5,11,2,255,255,1
129,779,7,8,2,255,256,2
130,779,2,4,2,256,257,3
131,779,8,14,2,259,259,4
132,779,10,15,2,262,262,1
133,779,3,3,2,264,264,2
134,779,2,31,2,270,270,2
135,779,17,33,2,271,271,3
136,779,3,19,2,274,274,1
137,779,5,59,2,280,280,1
138,779,2,21,2,281,281,2
139,779,5,35,2,281,282,4
140,779,5,18,2,286,286,1
141,478,2,33,1,287,287,2
142,478,9,20,1,287,288,4
143,478,6,120,1,288,289,3
144,478,3,3,1,289,290,2
145,478,5,5,1,291,291,5
146,397,3,52,2,292,292,1
147,736,2,2,2,295,295,2
148,736,4,144,2,302,302,1
149,736,1,107,2,303,303,2
150,736,5,65,2,303,304,3
151,736,3,41,2,304,305,2
152,375,1,40,2,305,306,4
153,375,2,19,2,306,307,1
154,375,1,8,2,307,308,4
155,375,4,8,2,314,314,1
156,375,2,57,2,317,317,2
157,375,4,32,2,317,318,3
158,375,2,54,2,318,319,1
159,375,2,47,2,318,320,2
160,375,2,22,2,323,323,1
161,375,1,8,2,324,324,2
162,375,1,35,2,325,325,3
163,375,4,20,2,326,326,1
164,375,2,7,2,327,327,2
165,58,7,49,2,329,329,3
166,58,2,9,2,331,331,1
167,281,4,2,2,335,335,1
168,281,6,115,2,337,337,2
169,281,6,21,2,339,339,3
170,281,13,33,2,340,340,1
171,281,1,20,2,342,342,4
172,281,2,12,2,343,343,5
173,281,4,17,2,348,348,2
174,281,2,80,2,352,352,3
175,281,1,37,2,356,356,1
176,281,5,43,2,357,357,2
177,281,4,20,2,357,358,1
178,281,2,7,2,359,359,3
179,281,3,35,2,359,360,4
180,281,1,35,2,362,362,3
181,281,1,6,2,365,365,1
182,281,2,35,2,366,366,2
183,281,1,15,2,367,367,1
184,140,6,10,1,373,373,1
185,140,6,29,1,374,374,2
186,140,5,14,1,384,384,1
187,140,1,68,1,386,386,2
188,931,4,3,1,392,392,1
189,931,4,51,1,396,396,2
190,931,4,7,1,397,397,1
191,931,3,28,1,398,398,3
192,931,1,14,1,400,400,4
193,931,5,14,1,403,403,1
194,931,1,42,1,411,411,1
195,931,8,35,1,411,412,2
196,470,6,38,2,412,413,1
197,470,2,33,2,413,414,3
198,470,1,70,2,419,419,3
199,470,1,30,2,420,420,1
200,470,1,3,2,423,423,1
201,470,1,10,2,427,427,1
202,470,1,25,2,427,428,2
203,470,3,5,2,428,429,1
204,470,2,35,2,430,430,2
205,470,17,54,2,432,432,3
206,470,1,93,2,436,436,1
207,470,3,9,2,439,439,1
208,597,14,7,2,440,440,2
209,597,1,1,2,443,443,1
210,597,2,8,2,443,444,4
211,597,4,14,2,450,450,1
212,597,5,31,2,451,451,3
213,597,3,7,2,453,453,4
214,597,1,8,2,453,454,5
215,597,3,15,2,455,455,1
216,624,5,37,2,455,456,2
217,624,1,2,2,457,457,3
218,624,4,41,2,459,459,1
219,624,4,58,2,463,463,2
220,624,3,71,2,464,464,1
221,624,2,4,2,465,465,3
222,624,1,77,2,467,467,4
223,624,1,11,2,468,468,1
224,624,8,34,2,473,473,1
225,287,8,12,2,474,474,2
226,287,2,9,2,478,478,3
227,287,2,5,2,480,480,4
228,287,6,10,2,483,483,1
229,287,3,10,2,487,487,2
230,287,2,18,2,492,492,1
231,287,5,30,2,493,493,2
232,287,8,48,2,496,496,1
233,287,1,4,2,496,497,3
234,287,5,51,2,498,498,4
235,287,1,3,2,501,501,2
236,287,2,1,2,502,502,3
237,287,5,27,2,502,503,2
238,287,1,3,2,504,504,4
239,287,4,71,2,511,511,1
240,287,6,26,2,515,515,2
241,287,5,34,2,516,516,1
242,287,6,3,2,518,518,3
243,287,4,21,2,520,520,4
244,98,1,32,2,526,526,1
245,98,8,25,2,527,527,2
246,97,8,8,2,533,533,1
247,97,2,5,2,535,535,3
248,97,7,71,2,536,536,2
249,412,8,11,1,536,537,4
250,412,3,33,1,537,538,3
251,412,3,63,1,539,539,5
252,412,3,23,1,539,540,6
253,412,10,34,1,540,543,3
254,412,9,2,1,541,542,1
255,147,3,67,1,542,544,2
256,46,7,69,1,545,545,5
257,46,4,9,1,549,549,2
258,46,2,16,1,550,550,4
259,46,6,12,1,552,552,1
260,46,4,33,1,553,553,4
261,797,2,12,1,557,557,2
262,797,5,72,1,561,561,1
263,797,6,21,1,564,564,2
264,797,5,17,1,565,565,3
265,797,4,9,1,568,568,1
266,797,2,47,1,570,570,4
267,797,2,25,1,572,572,2
268,797,1,98,1,580,580,1
269,797,1,33,1,583,583,1
270,384,3,28,2,587,587,1
271,199,7,80,2,591,591,1
272,754,7,47,2,592,592,2
273,754,2,1,2,596,596,3
274,754,7,4,2,598,598,4
275,754,3,29,2,598,599,1
276,754,3,11,2,598,600,2
277,754,1,14,2,610,610,1
278,969,3,14,1,614,614,1
279,969,8,30,1,614,615,2
280,969,5,14,1,616,616,3
281,652,6,46,2,620,620,1
282,427,3,3,2,621,621,4
283,427,2,49,2,621,622,3
284,427,2,75,2,624,624,2
285,427,2,1,2,624,625,3
286,427,3,59,2,629,629,1
287,427,2,6,2,630,630,2
288,6,4,12,1,631,631,3
289,6,1,13,1,631,632,4
290,6,4,6,1,631,633,1
291,6,3,28,1,639,639,1
292,6,1,25,1,640,640,2
293,6,2,56,1,640,641,3
294,6,2,34,1,640,642,2
295,6,7,48,1,641,643,1
296,6,2,10,1,643,644,3
297,605,4,17,1,644,645,2
298,605,4,12,1,645,646,4
299,605,3,15,1,646,647,3
300,605,3,10,1,647,648,5
301,605,1,23,1,647,649,6
302,605,6,59,1,647,650,2
303,605,2,56,1,648,651,1
304,605,1,12,1,652,652,3
305,605,1,2,1,653,653,4
306,605,4,52,1,654,654,1
307,605,9,46,1,655,655,3
308,605,4,26,1,661,661,1
309,605,3,11,1,662,662,2
310,605,4,33,1,663,663,4
311,605,3,6,1,663,664,5
312,605,1,10,1,664,665,3
313,605,1,6,1,667,667,1
314,605,3,138,1,673,673,1
315,605,2,38,1,674,674,2
316,605,3,35,1,676,676,3
317,605,1,3,1,677,677,1
318,605,12,19,1,679,679,1
319,605,7,12,1,680,680,2
320,605,8,5,1,686,686,3
321,605,1,15,1,687,687,4
322,605,1,24,1,694,694,1
323,605,7,3,1,695,695,2
324,605,3,10,1,696,696,1
325,605,1,9,1,696,697,3
326,976,4,9,2,697,698,4
327,976,2,13,2,699,699,3
328,976,2,28,2,700,700,1
329,976,1,10,2,701,701,5
330,976,2,54,2,707,707,1
331,976,4,5,2,712,712,1
332,976,2,20,2,716,716,2
333,976,2,25,2,717,717,1
334,976,4,1,2,720,720,1
335,976,5,3,2,720,721,2
336,976,10,112,2,724,724,3
337,976,11,75,2,730,730,1
338,543,1,3,2,732,732,2
339,543,2,102,2,734,734,2
340,74,5,24,2,735,735,3
341,74,1,50,2,738,738,2
342,74,1,20,2,743,743,1
343,74,8,80,2,743,744,2
344,74,6,87,2,744,745,1
345,74,6,85,2,746,746,3
346,74,2,45,2,748,748,4
347,74,5,65,2,751,751,4
348,74,7,147,2,752,752,1
349,74,6,2,2,754,754,2
350,74,5,59,2,755,755,3
351,74,1,48,2,761,761,1
352,74,4,15,2,764,764,1
353,74,2,44,2,765,765,2
354,74,4,57,2,765,766,3
355,74,4,21,2,769,769,1
356,74,11,4,2,773,773,2
357,74,3,123,2,773,774,1
358,74,1,28,2,776,776,3
359,74,4,62,2,778,778,1
360,74,6,8,2,780,780,3
361,74,2,10,2,780,781,4
362,74,1,42,2,781,782,5
363,74,4,60,2,781,783,1
364,74,4,55,2,782,784,4
365,74,6,13,2,785,785,2
366,74,4,21,2,786,786,5
367,74,6,13,2,786,787,3
368,74,2,4,2,786,788,1
369,74,1,64,2,786,789,4
370,74,3,38,2,787,790,6
371,74,3,16,2,788,791,1
372,657,4,23,1,792,792,2
373,772,2,55,2,795,795,1
374,772,10,25,2,797,797,2
375,772,6,14,2,798,798,1
376,283,7,11,2,800,800,3
377,283,2,5,2,806,806,1
378,694,11,14,2,807,807,4
379,694,6,94,2,807,808,2
380,694,3,11,2,807,809,1
381,694,1,26,2,812,812,3
382,837,3,73,2,814,814,1
383,837,2,18,2,814,815,2
384,837,1,57,2,815,816,3
385,837,3,50,2,817,817,5
386,837,3,31,2,822,822,1
387,120,3,51,1,827,827,1
388,120,4,35,1,828,828,2
389,120,6,6,1,834,834,1
390,120,4,19,1,837,837,2
391,120,2,22,1,838,838,3
392,120,6,7,1,838,839,4
393,120,4,49,1,839,840,5
394,120,5,160,1,841,841,1
395,120,23,22,1,842,842,2
396,120,6,48,1,844,844,3
397,120,2,63,1,848,848,1
398,120,1,28,1,850,850,4
399,120,2,50,1,852,852,1
400,120,1,45,1,854,854,3
401,120,12,26,1,855,855,1
402,120,6,36,1,858,858,3
403,120,4,30,1,860,860,4
404,120,10,89,1,861,861,5
405,120,4,8,1,862,862,6
406,439,3,4,1,863,866,2
407,439,2,4,1,863,868,1
408,439,2,33,1,863,865,3
409,439,2,18,1,864,867,4
410,439,2,86,1,866,869,3
411,439,9,34,1,867,870,2
412,538,4,9,2,867,871,1
413,538,2,30,2,868,872,3
414,538,3,54,2,869,873,4
415,538,2,27,2,872,874,5
416,745,2,10,1,873,875,3
417,745,1,3,1,873,876,1
418,745,1,18,1,877,877,4
419,745,5,5,1,878,878,1
420,92,3,129,2,880,880,2
421,92,5,27,2,881,881,3
422,92,1,48,2,884,884,1
423,92,2,15,2,885,885,2
424,92,3,1,2,889,889,1
425,92,8,40,2,890,890,2
426,92,2,105,2,890,891,3
427,92,12,6,2,890,892,4
428,92,5,66,2,891,893,1
429,92,13,72,2,893,894,3
430,92,3,1,2,893,895,5
431,92,2,2,2,895,896,6
432,92,20,23,2,900,900,1
433,835,5,23,2,902,902,2
434,835,2,34,2,905,905,4
435,835,2,42,2,907,907,5
436,835,2,134,2,911,911,2
437,835,3,11,2,912,912,3
438,835,1,10,2,914,914,2
439,478,4,42,1,916,916,2
440,478,4,93,1,916,917,3
441,478,11,150,1,917,918,4
442,478,3,15,1,919,919,5
443,478,2,4,1,921,921,1
444,478,10,21,1,923,923,2
445,478,3,10,1,925,925,1
446,461,4,21,2,926,926,3
447,461,8,15,2,929,929,1
448,461,1,24,2,930,930,4
449,461,2,34,2,932,932,3
450,461,3,10,2,934,934,2
451,96,1,30,2,937,937,3
452,879,4,19,2,941,941,1
453,879,1,99,2,943,943,2
454,218,5,3,2,947,947,1
455,218,4,14,2,949,949,2
456,218,2,24,2,950,950,3
457,218,2,5,2,951,951,4
458,218,3,15,2,953,953,1
459,218,3,12,2,953,954,2
460,218,1,18,2,957,957,1
461,218,6,54,2,957,958,2
462,218,2,22,2,958,959,1
463,218,1,44,2,959,960,3
464,218,2,13,2,964,964,1
465,218,4,49,2,964,965,2
466,218,4,42,2,967,967,1
467,218,5,71,2,968,968,3
468,218,2,30,2,970,970,2
469,218,7,18,2,970,971,4
470,497,1,67,2,971,972,1
471,497,2,67,2,972,973,2
472,497,7,18,2,975,975,1
473,497,2,62,2,975,976,2
474,497,2,39,2,981,981,2
475,497,1,67,2,982,982,3
476,788,12,39,2,982,983,1
477,788,3,19,2,984,984,2
478,731,1,8,2,989,989,2
479,731,4,8,2,990,990,3
480,238,5,78,2,991,991,2
481,238,6,18,2,991,992,4
482,238,5,39,2,996,996,1
483,381,4,6,2,1003,1003,1
484,381,9,98,2,1003,1004,2
485,381,2,21,2,1005,1005,3
486,381,16,40,2,1008,1008,1
487,381,9,7,2,1009,1009,3
488,381,4,32,2,1011,1011,4
489,640,3,18,2,1012,1012,5
490,640,1,44,2,1013,1013,6
491,640,2,12,2,1014,1014,2
492,640,3,49,2,1017,1017,2
493,640,1,6,2,1018,1018,4
494,640,4,98,2,1019,1019,3
495,640,1,33,2,1023,1023,2
496,640,8,28,2,1025,1025,1
497,640,6,27,2,1026,1026,2
498,640,1,14,2,1027,1027,3
499,640,12,31,2,1027,1028,4
500,640,12,12,2,1033,1033,2
501,640,2,21,2,1036,1036,1
502,640,8,4,2,1042,1042,1
503,640,3,4,2,1042,1043,3
504,959,1,3,2,1042,1044,4
505,959,1,13,2,1047,1047,2
506,959,7,12,2,1048,1048,3
507,959,3,3,2,1050,1050,2
508,959,6,58,2,1053,1053,1
509,959,1,174,2,1055,1055,2
510,570,12,1,2,1058,1058,2
511,185,1,26,2,1061,1061,1
512,185,4,61,2,1063,1063,1
513,185,1,51,2,1067,1067,3
514,180,1,3,2,1068,1068,1
515,180,6,23,2,1068,1069,3
516,180,4,10,2,1069,1070,1
517,180,1,29,2,1073,1073,2
518,180,3,91,2,1077,1077,1
519,180,2,17,2,1077,1078,2
520,180,2,9,2,1077,1079,3
521,180,3,3,2,1078,1080,4
522,180,2,6,2,1080,1081,1
523,227,3,30,2,1081,1082,2
524,227,2,20,2,1081,1083,3
525,227,1,13,2,1086,1086,1
526,227,3,51,2,1086,1087,2
527,227,4,25,2,1086,1088,1
528,227,3,33,2,1088,1089,3
529,227,4,6,2,1088,1090,4
530,227,3,27,2,1089,1091,2
531,227,2,4,2,1090,1092,5
532,227,5,7,2,1091,1093,1
533,227,2,15,2,1092,1094,3
534,227,4,23,2,1092,1095,2
535,227,2,13,2,1092,1096,4
536,227,3,65,2,1093,1097,3
537,227,2,56,2,1093,1098,5
538,227,6,22,2,1097,1099,1
539,227,1,9,2,1104,1104,2
540,518,3,47,2,1104,1105,3
541,518,3,38,2,1105,1106,1
542,518,8,31,2,1106,1107,2
543,518,5,34,2,1108,1108,4
544,518,2,5,2,1108,1109,3
545,518,2,143,2,1109,1110,1
546,701,1,48,2,1110,1111,5
547,701,8,38,2,1117,1117,1
548,701,2,33,2,1119,1119,2
549,701,2,4,2,1120,1120,3
550,701,2,10,2,1120,1121,4
551,701,1,3,2,1122,1122,2
552,701,5,17,2,1123,1123,3
553,416,3,26,2,1123,1124,2
554,159,1,49,2,1125,1125,4
555,159,3,5,2,1125,1126,1
556,159,6,21,2,1128,1128,2
557,159,9,5,2,1129,1129,3
558,42,5,28,2,1129,1130,1
559,42,2,13,2,1129,1131,4
560,42,1,27,2,1130,1132,5
561,42,1,187,2,1131,1133,6
562,561,3,21,2,1131,1134,4
563,561,2,6,2,1132,1135,2
564,561,1,21,2,1133,1136,1
565,561,6,3,2,1134,1137,5
566,561,5,10,2,1135,1138,1
567,561,10,4,2,1136,1139,2
568,561,11,53,2,1137,1140,3
569,561,5,13,2,1139,1141,4
570,561,11,16,2,1144,1144,1
571,740,7,50,1,1148,1148,4
572,740,5,27,1,1148,1149,5
573,740,4,4,1,1148,1150,2
574,740,2,8,1,1148,1151,6
575,131,1,21,2,1149,1152,3
576,131,2,56,2,1149,1155,2
577,131,4,29,2,1153,1154,3
578,131,2,2,2,1163,1163,1
579,131,8,34,2,1165,1165,2
580,131,2,128,2,1166,1166,1
581,131,4,31,2,1167,1167,3
582,131,2,12,2,1168,1168,4
583,131,4,57,2,1173,1173,1
584,131,3,50,2,1176,1176,2
585,131,3,78,2,1177,1177,3
586,131,6,3,2,1179,1179,1
587,131,5,8,2,1184,1184,2
588,131,2,6,2,1185,1185,3
589,131,5,23,2,1187,1187,1
590,131,2,2,2,1190,1190,2
591,131,4,34,2,1191,1191,3
592,131,2,7,2,1192,1192,4
593,131,1,59,2,1193,1193,1
594,131,4,11,2,1194,1194,2
595,131,4,35,2,1196,1196,1
596,131,2,65,2,1196,1197,3
597,131,3,15,2,1201,1201,1
598,238,4,14,2,1206,1206,1
599,238,5,23,2,1206,1207,2
600,238,8,112,2,1206,1208,3
601,238,3,55,2,1206,1209,4
602,238,1,17,2,1206,1210,5
603,238,3,6,2,1211,1211,1
604,238,2,13,2,1213,1213,2
605,238,1,10,2,1215,1215,1
606,238,4,17,2,1215,1216,2
607,238,15,24,2,1215,1217,1
608,645,2,30,2,1216,1218,3
609,645,2,13,2,1217,1219,4
610,645,2,5,2,1222,1222,2
611,645,2,33,2,1226,1226,2
612,645,1,46,2,1227,1227,3
613,645,11,87,2,1229,1229,2
614,645,1,1,2,1231,1231,3
615,645,1,2,2,1234,1234,1
616,645,2,32,2,1234,1235,3
617,645,3,49,2,1234,1236,1
618,544,2,32,2,1237,1237,4
619,544,4,2,2,1238,1238,3
620,783,4,4,2,1238,1239,5
621,783,3,38,2,1241,1241,1
622,783,3,124,2,1241,1242,2
623,783,4,14,2,1242,1243,3
624,783,2,101,2,1246,1246,1
625,783,3,34,2,1253,1253,1
626,783,2,24,2,1254,1254,2
627,783,2,7,2,1254,1255,3
628,130,1,2,2,1254,1256,4
629,130,2,25,2,1255,1257,1
630,130,3,40,2,1257,1258,2
631,321,1,22,2,1258,1259,3
632,321,2,47,2,1258,1260,1
633,321,3,37,2,1258,1261,3
634,321,8,20,2,1260,1262,2
635,321,7,16,2,1260,1263,1
636,321,1,88,2,1261,1264,4
637,321,3,5,2,1261,1265,3
638,321,1,51,2,1261,1266,4
639,321,3,15,2,1263,1267,5
640,321,5,33,2,1269,1269,3
641,321,2,39,2,1270,1270,4
642,321,3,73,2,1271,1271,1
643,321,2,30,2,1272,1272,2
644,321,1,43,2,1277,1277,1
645,321,3,6,2,1279,1279,1
646,308,4,58,2,1283,1283,1
647,308,1,23,2,1283,1284,2
648,308,3,12,2,1283,1285,3
649,308,3,4,2,1285,1286,2
650,308,3,17,2,1286,1287,4
651,308,2,51,2,1287,1288,1
652,308,3,98,2,1292,1292,1
653,308,4,14,2,1292,1293,2
654,308,2,8,2,1295,1295,3
655,308,2,128,2,1296,1296,1
656,499,4,42,2,1297,1297,4
657,499,4,23,2,1297,1298,2
658,499,5,1,2,1300,1300,1
659,499,6,25,2,1301,1301,3
660,499,3,13,2,1307,1307,1
661,499,15,2,2,1308,1308,2
662,499,2,8,2,1309,1309,3
663,558,4,37,2,1316,1316,1
664,558,2,20,2,1318,1318,3
665,558,1,16,2,1319,1319,4
666,558,4,6,2,1320,1320,5
667,558,2,9,2,1330,1330,1
668,989,1,12,2,1331,1331,2
669,989,3,30,2,1331,1332,3
670,989,4,68,2,1332,1333,1
671,448,1,23,2,1334,1334,2
672,448,8,27,2,1335,1335,4
673,263,1,74,2,1337,1337,2
674,263,8,40,2,1341,1341,1
675,263,7,5,2,1342,1342,2
676,263,3,19,2,1342,1343,3
677,263,2,4,2,1346,1346,4
678,263,5,85,2,1348,1348,3
679,263,6,35,2,1353,1353,1
680,263,3,42,2,1358,1358,2
681,263,2,48,2,1360,1360,1
682,263,2,3,2,1364,1364,1
683,770,2,48,2,1366,1366,2
684,969,3,14,1,1368,1368,1
685,969,1,31,1,1372,1372,1
686,108,7,46,2,1372,1373,2
687,108,3,43,2,1373,1374,1
688,108,4,52,2,1376,1376,3
689,108,2,24,2,1376,1377,4
690,108,6,21,2,1378,1378,1
691,108,3,11,2,1380,1380,4
692,108,2,13,2,1384,1384,2
693,108,3,162,2,1384,1385,1
694,108,3,14,2,1385,1386,3
695,108,2,8,2,1386,1387,2
696,108,6,126,2,1388,1388,4
697,108,1,6,2,1390,1390,1
698,108,2,21,2,1395,1395,1
699,108,10,34,2,1395,1396,2
700,108,6,9,2,1397,1397,3
701,108,3,10,2,1398,1398,1
702,108,2,81,2,1399,1399,4
703,108,1,14,2,1399,1400,5
704,675,2,41,2,1400,1401,6
705,675,2,20,2,1404,1404,1
706,675,2,16,2,1404,1405,3
707,675,3,4,2,1406,1406,4
708,675,3,45,2,1407,1407,1
709,675,4,14,2,1408,1408,2
710,675,5,16,2,1409,1409,3
711,518,5,21,2,1410,1410,4
712,518,8,19,2,1413,1413,1
713,518,3,7,2,1413,1414,2
714,518,1,6,2,1413,1415,3
715,518,3,41,2,1415,1416,4
716,525,7,6,2,1415,1417,3
717,525,2,18,2,1416,1418,2
718,525,13,8,2,1417,1419,5
719,872,2,6,1,1418,1420,4
720,872,11,3,1,1426,1426,1
721,872,6,56,1,1427,1427,2
722,872,3,3,1,1428,1428,3
723,872,10,13,1,1430,1430,4
724,872,2,2,1,1431,1431,6
725,872,8,14,1,1432,1432,3
726,872,3,16,1,1433,1433,5
727,872,1,13,1,1435,1435,2
728,872,9,1,1,1437,1437,2
729,919,5,10,2,1437,1438,1
730,919,2,38,2,1440,1440,5
731,730,2,10,2,1441,1441,3
732,730,2,15,2,1441,1442,4
733,730,6,1,2,1441,1443,5
734,730,8,27,2,1442,1444,1
735,730,3,41,2,1443,1445,3
736,730,1,20,2,1446,1446,4
737,730,7,55,2,1448,1448,2
738,489,8,12,2,1449,1449,3
739,708,2,7,2,1452,1452,4
740,708,3,5,2,1460,1460,1
741,708,1,5,2,1461,1461,2
742,708,1,28,2,1464,1464,1
743,708,5,70,2,1466,1466,1
744,708,1,121,2,1468,1468,2
745,708,4,27,2,1472,1472,1
746,708,4,10,2,1473,1473,2
747,715,3,2,2,1475,1475,3
748,715,2,9,2,1481,1481,1
749,715,4,33,2,1484,1484,1
750,715,3,30,2,1484,1485,2
751,574,1,18,2,1486,1486,3
752,574,3,31,2,1487,1487,4
753,574,2,5,2,1488,1488,3
754,701,4,12,2,1488,1489,1
755,701,1,29,2,1490,1490,2
756,701,2,42,2,1492,1492,2
757,360,1,21,2,1493,1493,3
758,360,7,3,2,1494,1494,1
759,360,11,9,2,1505,1505,1
760,360,9,34,2,1506,1506,2
761,951,4,35,2,1507,1507,3
762,951,6,21,2,1507,1508,4
763,951,3,11,2,1507,1509,5
764,951,4,18,2,1507,1510,6
765,951,5,5,2,1507,1518,4
766,951,7,46,2,1508,1512,3
767,951,2,2,2,1509,1513,5
768,82,3,46,2,1510,1519,5
769,82,2,29,2,1510,1515,4
770,233,6,17,2,1510,1516,2
771,233,2,5,2,1511,1517,1
772,233,11,54,2,1515,1520,1
773,780,12,45,2,1516,1521,3
774,780,1,29,2,1516,1522,6
775,780,2,66,2,1522,1523,2
776,780,7,4,2,1522,1524,4
777,780,1,6,2,1523,1525,5
778,780,6,11,2,1524,1526,2
779,780,6,3,2,1526,1527,5
780,780,5,6,2,1526,1528,6
781,780,2,14,2,1528,1532,1
782,780,6,18,2,1534,1534,2
783,780,5,56,2,1535,1535,1
784,780,6,6,2,1535,1536,3
785,780,3,24,2,1537,1537,4
786,780,4,20,2,1544,1544,1
787,780,4,10,2,1551,1551,1
788,780,7,42,2,1551,1552,2
789,780,2,46,2,1552,1553,3
790,780,5,38,2,1553,1554,4
791,747,2,15,2,1554,1555,5
792,747,4,8,2,1554,1556,1
793,206,2,79,2,1558,1558,3
794,206,3,18,2,1558,1559,5
795,206,1,16,2,1558,1560,2
796,206,3,35,2,1560,1561,1
797,206,7,5,2,1560,1562,2
798,206,5,26,2,1560,1563,3
799,293,4,19,2,1562,1564,4
800,293,3,15,2,1564,1565,1
801,536,2,8,2,1564,1566,5
802,536,2,12,2,1565,1567,6
803,335,3,7,2,1566,1570,2
804,335,5,98,2,1568,1569,1
805,335,2,4,2,1569,1571,3
806,335,3,26,2,1569,1572,4
807,335,1,28,2,1569,1573,5
808,335,3,12,2,1576,1576,1
809,335,3,6,2,1576,1577,2
810,335,4,28,2,1581,1581,1
811,335,12,118,2,1582,1582,2
812,335,8,11,2,1582,1583,3
813,335,2,20,2,1585,1585,4
814,335,2,3,2,1589,1589,1
815,335,2,17,2,1600,1600,1
816,858,5,1,2,1605,1605,1
817,858,3,53,2,1607,1607,2
818,858,2,12,2,1609,1609,3
819,858,5,40,2,1610,1610,4
820,858,6,71,2,1612,1612,1
821,858,10,29,2,1612,1613,2
822,858,7,19,2,1612,1614,3
823,858,6,9,2,1613,1615,5
824,858,4,37,2,1615,1616,4
825,858,3,20,2,1619,1619,1
826,858,3,8,2,1624,1624,1
