jobid,total_wait,priority
689,2,2
690,6,2
691,7,2
692,3,2
693,25,2
694,10,2
695,17,2
696,4,2
697,1,2
698,7,2
699,19,2
700,3,2
701,8,2
702,2,2
703,2,2
704,5,2
705,2,2
706,1,2
707,2,2
708,5,2
709,155,2
710,275,2
711,93,2
712,258,2
713,121,2
714,159,2
715,229,2
716,111,2
717,165,2
718,122,2
719,184,2
720,206,2
721,86,2
722,113,2
723,111,2
724,243,2
725,216,2
726,80,2
727,267,2
728,86,2
729,195,2
730,108,2
731,246,2
732,106,2
733,189,2
734,224,2
735,79,2
736,81,2
737,116,2
738,117,2
739,189,2
740,204,2
741,203,2
742,162,2
743,262,2
744,185,2
745,74,2
746,68,2
747,130,2
748,60,2
749,94,2
750,42,2
751,73,2
752,32,2
753,69,2
754,118,2
755,70,2
756,149,2
757,139,2
758,88,2
759,92,2
760,151,2
761,92,2
762,133,2
763,2,2
764,2,2
765,52,2
766,120,2
767,38,2
768,50,2
769,88,2
770,105,2
771,4,2
772,98,2
773,108,2
774,4,2
775,2,2
776,132,2
777,1,2
778,2,2
779,112,2
780,65,2
781,68,2
782,4,2
783,2,2
784,67,2
785,3,2
786,78,2
787,80,2
788,127,2
789,2,2
790,2,2
791,92,2
792,2,2
793,12,2
794,5,2
795,116,2
796,3,2
797,128,2
798,100,2
799,3,2
800,1,2
801,4,2
802,75,2
803,3,2
804,3,2
805,3,2
806,5,2
807,62,2
808,2,2
809,60,1
810,1,2
811,31,2
812,36,2
813,50,2
814,6,2
815,6,2
816,4,2
817,1,2
818,1,2
819,2,2
820,82,2
821,81,2
822,4,2
823,3,2
824,4,2
825,5,2
826,8,2
827,3,2
828,25,2
829,65,2
830,3,2
831,2,2
832,5,2
833,2,2
834,6,2
835,2,2
836,12,2
837,3,2
838,29,2
839,3,2
840,18,2
841,1,2
842,5,2
843,3,2
844,3,2
845,4,2
846,43,2
847,4,2
848,1,2
849,8,2
850,5,2
851,7,2
852,3,2
853,6,2
854,10,2
855,9,2
856,9,2
857,2,2
858,8,2
859,69,3
860,164,3
861,1952,3
862,125,3
863,72,3
864,140,3
865,294,3
866,22,3
867,6,2
868,21,2
869,9,2
870,17,2
871,4,2
872,4,2
873,4,2
874,1,2
875,3,2
876,4,2
877,5,2
878,5,2
879,8,2
880,5,2
881,2,2
882,4,2
883,3,2
884,5,2
885,54,2
886,56,2
887,3,2
888,4,2
889,1,2
890,4,2
891,4,2
892,7,2
893,4,2
894,20,2
895,4,2
896,10,2
897,2,2
898,8,2
899,3,2
900,9,1
901,5,1
902,1,1
903,4,1
904,14,2
905,19,2
906,5,2
907,2,2
908,5,2
909,3,2
910,18,1
911,1,1
912,6,1
913,19,1
914,8,2
915,3,2
916,3,2
917,9,2
918,8,2
919,17,2
920,15,2
921,30,2
922,24,2
923,4,2
924,19,2
925,5,2
926,3,2
927,1,2
928,14,2
929,145,3
930,27911,3
931,428,3
932,21,3
933,59,3
934,2632,3
935,72,3
936,430,3
937,35540,3
938,30041,3
939,47,3
940,77,2
941,14,2
942,16,2
943,78,2
944,17,2
945,9,2
946,11,2
947,4,2
948,26,2
949,9,2
950,20,2
951,43,2
952,6,2
953,3,2
954,3,2
955,2,2
956,7,2
957,43,2
958,6,2
959,5,2
960,19,2
961,5,2
962,2,2
963,4,2
964,12,2
965,4,2
966,3,2
967,6,2
968,2,2
969,4,2
970,5,2
971,2,2
972,7,2
973,6,2
974,6,2
975,4,2
976,7,2
977,4,2
978,2,2
979,11,2
980,3,2
981,2,2
982,3,2
983,1,2
984,4,2
985,4,2
986,49,2
987,5,2
988,5,2
989,43,2
990,8,2
991,2,2
992,5,2
993,3,1
994,6,1
995,2,1
996,8,2
997,28,2
998,4,2
999,18,2
1000,13,2
1001,4,2
1002,7,2
1003,8,2
1004,9,2
1005,5,2
1006,4,2
1007,12,2
1008,11,2
1009,2,2
1010,8,2
1011,22,2
1012,16,2
1013,6,2
1014,1,2
1015,2,1
1016,12,1
1017,26,2
1018,4,2
1019,1,2
1020,3,2
1021,7,2
1022,8,2
1023,3,2
1024,2,2
1025,5,2
1026,2,2
1027,3,2
1028,6,2
1029,7,2
1030,4,2
1031,2,2
1032,4,2
1033,173,2
1034,291,2
1035,343,2
1036,230,2
1037,149,2
1038,266,2
1039,233,2
1040,181,2
1041,183,2
1042,304,2
1043,345,2
1044,206,2
1045,288,2
1046,170,2
1047,275,2
1048,139,2
1049,127,2
1050,597,3
1051,515,3
1052,43917,3
1053,528,3
1054,117,2
1055,162,2
1056,354,3
1057,335,3
1058,573,3
1059,268,2
1060,174,2
1061,135,2
1062,99,2
1063,563,3
1064,971,3
1065,20430,3
1066,97,2
1067,205,1
1068,137,1
1069,96,1
1070,260,1
1071,118,1
1072,171,1
1073,197,1
1074,79,1
1075,103,1
1076,86,2
1077,179,2
1078,156,2
1079,279,2
1080,99,2
1081,258,2
1082,169,2
1083,174,2
1084,122,2
1085,116,2
1086,165,2
1087,180,2
1088,175,2
1089,137,2
1090,240,2
1091,183,2
1092,45,2
1093,167,2
1094,135,2
1095,112,2
1096,60,2
1097,205,2
1098,108,2
1099,129,2
1100,161,2
1101,78,2
1102,118,2
1103,37,2
1104,45,2
1105,148,2
1106,28,2
1107,70,2
1108,148,2
1109,154,2
1110,38,2
1111,121,2
1112,27,2
1113,173,2
1114,40,2
1115,110,2
1116,43,2
1117,117,1
1118,43,1
1119,149,2
1120,31,2
1121,24,2
1122,103,2
1123,115,2
1124,72,2
1125,11,2
1126,46,2
1127,126,2
1128,75,2
1129,122,2
1130,116,2
1131,48,2
1132,73,2
1133,79,2
1134,41,2
1135,78,2
1136,159,2
1137,2,2
1138,199,2
1139,76,2
1140,2,2
1141,158,2
1142,2,2
1143,2,2
1144,2,2
1145,69,2
1146,8,2
1147,6,2
1148,145,2
1149,67,2
1150,104,2
1151,50,2
1152,9,2
1153,2,2
1154,93,2
1155,143,2
1156,160,2
1157,3,2
1158,49,2
1159,47,2
1160,21,2
1161,6,2
1162,2,2
1163,2,2
1164,31,2
1165,31,2
1166,2,2
1167,2,2
1168,82,2
1169,2,2
1170,3,2
1171,4,2
1172,1,2
1173,10,2
1174,4,2
1175,1,2
1176,5,2
1177,2,2
1178,3,2
1179,2,2
1180,2,2
1181,9,2
1182,3,2
1183,35,1
1184,2,1
1185,92,1
1186,6,1
1187,5,1
1188,3,1
1189,1,2
1190,52,2
1191,4,2
1192,5,2
1193,6,2
1194,2,2
1195,7,2
1196,1,2
1197,5,2
1198,5,2
1199,7,2
1200,2,2
1201,5,2
1202,2,1
1203,5,1
1204,3,1
1205,3,1
1206,6,1
1207,1,1
1208,3,1
1209,4,1
1210,13,1
1211,4,1
1212,7,1
1213,3,1
1214,3,1
1215,4,1
1216,4,1
1217,2,1
1218,5,1
1219,3,1
1220,2,1
1221,4,2
1222,6,2
1223,3,2
1224,1,2
1225,5,2
1226,4,2
1227,4,2
1228,1,2
1229,1,2
1230,8,2
1231,9,2
1232,3,2
1233,6,2
1234,4,2
1235,2,2
1236,11,2
1237,2,2
1238,23,2
1239,2,2
1240,3,2
1241,23223,3
1242,32870,3
1243,4,2
1244,15,2
1245,1,2
1246,5,2
1247,1,2
1248,4,2
1249,1,2
1250,4,2
1251,7,2
1252,6,2
1253,1,2
1254,70,2
1255,243,2
1256,10,2
1257,262,2
1258,18,2
1259,215,2
1260,5,2
1261,178,2
1262,272,2
1263,24,2
1264,5,2
1265,178,2
1266,1,2
1267,18,2
1268,228,2
1269,291,2
1270,1,2
1271,276,2
1272,182,2
1273,179,2
1274,2,2
1275,25,2
1276,35,2
1277,182,2
1278,3,2
1279,192,2
1280,50,2
1281,205,3
1282,32709,3
1283,388,3
1284,549,3
1285,214,2
1286,373,3
1287,25414,3
1288,165,2
1289,4,2
1290,197,2
1291,6,2
1292,1,2
1293,6,2
1294,163,2
1295,213,2
1296,148,2
1297,209,2
1298,2,2
1299,3,2
1300,199,2
1301,4,2
1302,187,2
1303,253,2
1304,199,2
1305,6,2
1306,290,3
1307,123,2
1308,237,2
1309,99,2
1310,103,2
1311,2,2
1312,3,2
1313,99,2
1314,118,2
1315,1,2
1316,3,2
1317,116,2
1318,4,2
1319,200,2
1320,6,2
1321,15,2
1322,3,1
1323,7,1
1324,6,2
1325,140,2
1326,7,2
1327,195,2
1328,1,2
1329,13,2
1330,2,2
1331,6,2
1332,95,2
1333,3,2
1334,98,2
1335,90,2
1336,4,2
1337,163,2
1338,5,2
1339,15,1
1340,55,1
1341,121,1
1342,3,1
1343,3,1
1344,3,1
1345,91,1
1346,3,1
1347,149,1
1348,113,1
1349,2,1
1350,80,1
1351,3,1
1352,89,1
1353,162,2
1354,93,2
1355,4,2
1356,11,2
1357,8,2
1358,6,2
1359,85,2
1360,1,2
1361,1,2
1362,29,2
1363,25,2
1364,4,2
1365,2,2
1366,100,2
1367,6,2
1368,3,2
1369,46,2
1370,3,2
1371,3,2
1372,12,2
1373,65,2
1374,78,2
1375,2,2
1376,112,2
1377,4,2
1378,133,2
1379,4,2
1380,101,2
1381,77,2
1382,4,2
1383,74,2
1384,76,2
1385,67,2
1386,45,2
1387,1,2
1388,4,2
1389,77,2
1390,55,2
1391,64,2
1392,3,1
1393,23161,3
1394,50,2
1395,8,2
1396,2,2
1397,6,2
1398,1,2
1399,6,2
1400,2,2
1401,3,2
1402,4,1
1403,8,1
1404,3,2
1405,27,2
1406,6,2
1407,2,2
1408,4,2
1409,7,2
1410,3,2
1411,7,2
1412,2,2
1413,4,2
1414,3,2
1415,5,2
1416,2,2
1417,2,2
1418,3,2
1419,4,2
1420,1,2
1421,2,2
1422,5,2
1423,5,2
1424,7,2
1425,2,2
1426,5,2
1427,1,2
1428,2,2
1429,42,2
1430,4,2
1431,2,2
1432,5,2
1433,7,2
1434,7,2
1435,2,2
1436,3,2
1437,2,2
1438,2,2
1439,2,2
1440,6,2
1441,1,2
1442,2,2
1443,1,2
1444,4,2
1445,3,2
1446,4,2
1447,8,2
1448,3,2
1449,14,2
1450,12,2
1451,3,2
1452,5,2
1453,6,2
1454,16,2
1455,3,2
1456,2,2
1457,3,2
1458,7,2
1459,1,2
1460,6,2
1461,82,2
1462,71,2
1463,106,2
1464,48,2
1465,48,2
1466,46,2
1467,119,2
1468,29,2
1469,94,2
1470,32,2
1471,100,2
1472,42,2
1473,43,2
1474,19,2
1475,50,2
1476,8,2
1477,231,2
1478,20,2
1479,27,2
1480,27,2
1481,2,2
1482,9,2
1483,242,2
1484,250,2
1485,39,2
1486,1,2
1487,2,2
1488,120,2
1489,221,2
1490,207,2
1491,3,2
1492,1,2
1493,243,2
1494,3,2
1495,65,2
1496,1,2
1497,8,2
1498,89,2
1499,215,2
1500,108,2
1501,4,2
1502,23,2
1503,4,2
1504,4,2
1505,4,2
1506,7,2
1507,8,2
1508,6,2
1509,161,2
1510,4,2
1511,1,2
1512,201,2
1513,111,2
1514,6,1
1515,2,1
1516,4,2
1517,175,2
1518,103,2
1519,221,2
1520,86,2
1521,156,2
1522,4,1
1523,1,1
1524,1,1
1525,11,1
1526,6,1
1527,2,1
1528,2,1
1529,2,1
1530,41500,3
1531,304,3
1532,200,3
1533,3,2
1534,15,2
1535,4,2
1536,4,2
1537,12,2
1538,3,2
1539,3,2
1540,170,2
1541,3,2
1542,134,2
1543,45,2
1544,4,2
1545,2,2
1546,10,2
1547,147,2
1548,2,2
1549,5,2
1550,3,2
1551,7,1
1552,2,1
1553,2,1
1554,4,1
1555,8,1
1556,2,1
1557,3,1
1558,22,2
1559,4,2
1560,3,2
1561,178,3
1562,24306,3
1563,29457,3
1564,46287,3
1565,10,2
1566,7,2
1567,44,2
1568,2,2
1569,5,2
1570,17,2
1571,80,2
1572,8,2
1573,3,2
1574,28,2
1575,2,2
1576,3,2
1577,2,2
1578,3,2
1579,3,2
1580,68,2
1581,93,2
1582,33,2
1583,5,2
1584,2,2
1585,5,2
1586,1,2
1587,14,2
1588,6,2
1589,5,2
1590,3,2
1591,3,2
1592,2,2
1593,6,2
1594,15,2
1595,6,2
1596,2,2
1597,5,2
1598,4,2
1599,2,2
1600,1,2
1601,11,2
1602,3,2
1603,3,2
1604,3,2
1605,3,2
1606,2,2
1607,11,2
1608,7,2
1609,20,2
1610,5,2
1611,2,2
1612,17,2
1613,5,2
1614,2,2
1615,1,1
1616,19944,3
1617,1378,3
1618,30531,3
1619,29568,3
1620,130,3
1621,222,3
1622,36933,3
1623,23560,3
1624,1,2
1625,5,2
1626,3,2
1627,9,2
1628,5,2
1629,2,2
1630,1,2
1631,4,2
1632,8,1
1633,7,2
1634,2,2
1635,1,2
1636,9,2
1637,7,2
1638,2,2
1639,4,2
1640,4,2
1641,10,2
1642,8,2
1643,11,2
1644,8,2
1645,6,2
1646,4,2
1647,8,2
1648,4,2
1649,5,2
1650,2,2
1651,188,2
1652,113,2
1653,58,2
1654,102,2
1655,54,2
1656,38,2
1657,178,2
1658,76,2
1659,73,2
1660,163,2
1661,188,2
1662,134,2
1663,119,2
1664,124,2
1665,125,2
1666,152,2
1667,41,2
1668,43,2
1669,44,2
1670,4,2
1671,90,2
1672,91,2
1673,42,1
1674,36,1
1675,36,1
1676,91,1
1677,2,2
1678,7,2
1679,93,2
1680,20,2
1681,2,2
1682,1,2
1683,37,2
1684,2,2
1685,4,2
1686,25,2
1687,2,2
1688,13,2
1689,30,2
1690,31,2
1691,3,2
1692,73,2
1693,27,2
1694,108,2
1695,6,2
1696,1,2
1697,1,2
1698,8,2
1699,1,2
1700,2,2
1701,2,2
1702,5,2
1703,14,2
1704,59,2
1705,7,2
1706,2,2
1707,2,2
1708,4,2
1709,3,2
1710,2,2
1711,2,2
1712,21,2
1713,3,2
1714,2,2
1715,34,2
1716,5,2
1717,4,2
1718,2,2
1719,2,2
1720,4,2
1721,2,2
1722,42,2
1723,8,2
1724,4,2
1725,10,2
1726,56,2
1727,4,2
1728,5,2
1729,8,2
1730,6,2
1731,19,2
1732,6,2
1733,8,2
1734,3,2
1735,6,2
1736,2,2
1737,34,2
1738,5,2
1739,10,2
1740,5,2
1741,4,2
1742,8,2
1743,2,2
1744,3,2
1745,4,2
1746,2,2
1747,13,2
1748,13,2
1749,4,2
1750,5,2
1751,9,2
1752,7,2
1753,4,2
1754,2,2
1755,4,2
1756,9,2
1757,3,2
1758,11,2
1759,2,2
1760,2,2
1761,340,2
1762,98,2
1763,136,2
1764,338,2
1765,159,2
1766,258,2
1767,303,2
1768,135,2
1769,294,2
1770,138,2
1771,219,1
1772,56,1
1773,185,1
1774,110,1
1775,43,2
1776,53,2
1777,92,2
1778,60,2
1779,38,2
1780,280,2
1781,32,2
1782,27,2
1783,35,2
1784,29,2
1785,312,2
1786,29,2
1787,310,2
1788,256,2
1789,278,2
1790,86,2
1791,43,2
1792,9,2
1793,33,2
1794,41,2
1795,16,2
1796,120,2
1797,256,2
1798,3,2
1799,7,2
1800,267,2
1801,8,2
1802,6,2
1803,1,2
1804,201,2
1805,66,2
1806,3,2
1807,2,2
1808,40,2
1809,4,2
1810,4,2
1811,7,2
1812,65,2
1813,15,2
1814,14,2
1815,241,2
1816,4,2
1817,1,2
1818,3,2
1819,2,2
1820,8,2
1821,3,2
1822,5,2
1823,245,2
1824,3,2
1825,114,2
1826,8,2
1827,4,2
1828,3,2
1829,257,2
1830,27,2
1831,2,2
1832,189,2
1833,93,2
1834,3,2
1835,205,2
1836,200,2
1837,4,2
1838,2,2
1839,2,2
1840,42,2
1841,25,2
1842,4,2
1843,13,2
1844,209,2
1845,5,2
1846,10,2
1847,1,1
1848,4,1
1849,3,2
1850,199,2
1851,9,2
1852,3,2
1853,198,2
1854,82,2
1855,13,2
1856,4,2
1857,166,2
1858,188,2
1859,2,2
1860,5,2
1861,22034,3
1862,251,3
1863,623,3
1864,1451,3
1865,18,3
1866,7,2
1867,8,2
1868,151,2
1869,2,2
1870,120,2
1871,4,2
1872,9,2
1873,8,2
1874,163,2
1875,6,2
1876,6,2
1877,1,2
1878,4,2
1879,1,2
1880,102,2
1881,7,2
1882,90,2
1883,6,2
1884,92,2
1885,106,2
1886,6,2
1887,2,2
1888,5,2
1889,10,2
1890,4,2
1891,3,2
1892,103,2
1893,8,2
1894,44,2
1895,10,2
1896,2,2
1897,5,2
1898,7,2
1899,2,2
1900,3,2
1901,57,2
1902,3,1
1903,7,1
1904,15,1
1905,2,1
1906,8,1
1907,2,1
1908,3,2
1909,5,2
1910,5,2
1911,5,2
1912,4,2
1913,2,2
1914,3,2
1915,1,2
1916,7,2
1917,5,2
1918,7,2
1919,6,2
1920,1,2
1921,5,2
1922,2,2
1923,1,2
1924,45,2
1925,1,2
1926,3,2
1927,1,2
1928,19,2
1929,5,2
1930,3,2
1931,13,2
1932,3,2
1933,5,2
1934,357,3
1935,1327,3
1936,83,3
1937,422,3
1938,22438,3
1939,146,3
1940,41854,3
1941,13,3
1942,113,3
1943,41,3
1944,2,2
1945,3,2
1946,7,2
1947,5,2
1948,5,2
1949,10,2
1950,4,2
1951,2,2
1952,6,2
1953,2,2
1954,6,2
1955,9,2
1956,13,2
1957,4,2
1958,33,3
1959,258,3
1960,40,1
1961,61,1
1962,5,1
1963,36,1
1964,21,1
1965,6,1
1966,3,1
1967,24,1
1968,50,1
1969,43,1
1970,4,1
1971,20,1
1972,41,1
1973,49,1
1974,4,1
1975,2,1
1976,2,1
1977,26,1
1978,55,1
1979,11,1
1980,2,1
1981,4,1
1982,1,1
1983,39,1
1984,6,1
1985,22,1
1986,2,1
1987,5,2
1988,6,2
1989,6,2
1990,7,2
1991,3,2
1992,3,2
1993,3,2
1994,5,2
1995,4,2
1996,1,2
1997,21,2
1998,4,2
1999,5,2
2000,5,2
2001,7,2
2002,4,2
2003,18,2
2004,5,2
2005,2,2
2006,8,2
2007,2,2
2008,3,2
2009,11,2
2010,3,2
2011,4,2
2012,12,2
2013,3,2
2014,5,2
2015,191,2
2016,3,2
2017,6,2
2018,9,2
2019,21,2
2020,3,2
2021,12,2
2022,4,2
2023,5,2
2024,194,2
2025,5,2
2026,10,2
2027,13,2
2028,4,2
2029,189,2
2030,173,2
2031,2,2
2032,75,2
2033,3,2
2034,127,2
2035,8,2
2036,8,2
2037,1,2
2038,17,2
2039,5,2
2040,1,2
2041,4,2
2042,7,2
2043,104,2
2044,143,2
2045,3,2
2046,191,2
2047,3,2
2048,9,2
2049,4,2
2050,140,1
2051,11,1
2052,6,1
2053,2,1
2054,1,1
2055,2,1
2056,2,1
2057,4,1
2058,9,1
2059,2,2
2060,3,2
2061,194,2
2062,128,2
2063,4,2
2064,181,2
2065,5,2
2066,25,2
2067,17,2
2068,3,2
2069,9,2
2070,2,2
2071,2,2
2072,2,2
2073,2,2
2074,4,2
2075,6,2
2076,72,2
2077,5,2
2078,10,2
2079,1,2
2080,1,2
2081,6,2
2082,5,2
2083,152,2
2084,8,2
2085,2,2
2086,18,1
2087,4,1
2088,5,1
2089,3,1
2090,4,2
2091,97,2
2092,1,2
2093,2,2
2094,7,2
2095,3,2
2096,71,2
2097,18,2
2098,1,2
2099,8,2
2100,4,2
2101,28,2
2102,18,2
2103,2,2
2104,4,2
2105,3,2
2106,4,2
2107,3,2
2108,58,2
2109,7,2
2110,5,2
2111,2,2
2112,2,2
2113,3,2
2114,2,2
2115,6,2
2116,12,2
2117,2,2
2118,3,2
2119,8,2
2120,8,2
2121,4,2
2122,20,2
2123,6,2
2124,15,2
2125,3,2
2126,6,2
2127,3,2
2128,3,2
2129,4,2
