job-id,userid,expected-time-to-completion,memory,priority,arrival-time,submitted,gpuid
138,28,2,3,1,253,254,2
139,28,4,15,1,255,255,1
140,28,3,5,1,259,259,2
141,28,3,65,1,260,260,1
142,28,3,56,1,267,267,1
143,28,6,5,1,269,269,2
144,28,1,35,1,270,270,3
145,28,6,13,1,275,275,1
146,28,6,8,1,276,276,2
147,35,1,20,1,278,278,3
148,35,1,5,1,278,279,4
149,35,9,45,1,284,284,1
150,35,1,2,1,284,285,2
151,35,4,120,1,289,289,2
152,35,7,7,1,289,290,3
153,32,15,10,1,290,291,4
154,32,2,49,1,291,292,5
155,32,6,16,1,291,293,6
156,32,2,17,1,291,294,1
157,32,4,7,1,294,295,2
158,7,1,7,1,295,296,5
159,7,4,22,1,298,298,1
160,7,1,12,1,299,299,3
161,32,6,19,1,299,300,2
162,3,1,35,1,299,301,3
163,3,3,83,1,303,303,1
164,24,2,35,1,303,304,3
165,24,3,29,1,303,305,5
166,25,5,5,1,303,306,6
167,25,8,51,1,303,307,1
168,25,5,13,1,304,308,2
169,25,4,66,1,305,309,3
170,25,4,37,1,306,310,4
171,8,1,20,1,306,311,5
172,8,6,32,1,310,312,6
173,29,1,61,1,311,313,5
174,29,1,14,1,313,314,2
175,29,5,18,1,314,315,3
176,29,8,29,1,315,316,1
177,29,1,38,1,316,317,2
178,29,4,4,1,319,319,2
179,29,3,17,1,322,322,3
180,29,6,12,1,322,323,4
181,29,2,21,1,324,324,2
182,29,3,57,1,325,325,1
183,29,1,16,1,325,326,3
184,29,8,21,1,327,327,2
185,29,3,1,1,327,328,3
186,6,1,37,1,328,329,1
187,6,2,16,1,329,330,4
188,6,1,18,1,331,331,1
189,6,2,7,1,333,333,1
190,6,7,5,1,337,337,1
191,6,4,1,1,338,338,2
192,11,4,5,1,343,343,2
193,11,3,26,1,345,345,1
194,11,4,21,1,346,346,3
195,6,2,17,1,346,347,4
196,37,1,90,1,348,348,2
197,37,4,28,1,350,350,1
198,37,3,14,1,351,351,2
199,37,9,87,1,352,352,3
200,37,4,27,1,353,353,4
201,37,3,29,1,353,354,5
202,37,5,108,1,355,355,1
203,37,2,3,1,357,357,2
204,37,8,44,1,359,359,4
205,24,2,2,1,359,360,2
206,24,2,16,1,362,362,1
207,5,2,21,1,366,366,1
208,5,2,7,1,367,367,2
209,5,2,8,1,369,369,1
210,5,1,9,1,370,370,2
211,5,2,15,1,371,371,3
212,5,7,17,1,371,372,1
213,2,3,22,1,374,374,2
214,2,6,34,1,377,377,3
215,2,14,16,1,379,379,2
216,2,3,6,1,381,381,1
217,2,2,26,1,381,382,4
218,2,3,24,1,382,383,5
219,2,3,59,1,383,384,3
220,2,6,27,1,388,388,1
221,39,9,28,1,389,389,3
222,39,2,13,1,389,390,4
223,39,2,12,1,389,391,5
224,39,2,28,1,392,392,6
225,39,10,75,1,397,397,1
226,39,3,31,1,400,400,2
227,39,2,29,1,403,403,3
228,39,3,153,1,403,404,2
229,39,1,19,1,409,409,1
230,36,2,14,1,410,410,2
231,49,3,1,1,410,411,1
232,49,2,29,1,411,412,3
233,49,1,39,1,415,415,1
234,49,4,50,1,426,426,1
235,14,4,32,1,428,428,2
236,14,11,10,1,430,430,3
237,14,1,26,1,433,433,1
238,14,2,14,1,434,434,2
239,14,3,45,1,437,437,1
240,14,4,150,1,438,438,2
241,14,6,17,1,444,444,1
242,14,3,14,1,447,447,2
243,14,1,57,1,447,448,3
244,14,6,18,1,450,450,3
245,14,7,10,1,451,451,1
246,45,16,5,1,455,455,2
247,45,7,42,1,455,456,4
248,45,1,164,1,457,457,3
249,45,4,39,1,464,464,1
250,45,3,4,1,472,472,1
251,45,7,3,1,472,473,2
252,45,3,9,1,472,474,3
253,45,4,10,1,472,475,4
254,45,1,17,1,472,476,1
255,45,1,19,1,472,477,5
256,22,1,25,1,475,478,1
257,25,3,7,1,479,479,3
258,25,6,32,1,480,480,1
259,25,3,2,1,482,482,2
260,4,1,7,1,482,483,3
261,4,1,24,1,483,484,4
262,4,2,17,1,484,485,3
263,3,3,6,1,485,486,2
264,3,3,17,1,486,487,1
265,3,9,1,1,487,488,3
266,3,4,15,1,489,489,4
267,3,9,45,1,494,494,1
268,3,1,24,1,494,495,2
269,3,2,35,1,494,496,4
270,3,2,30,1,496,497,2
271,34,2,4,1,498,498,3
272,34,7,22,1,506,506,1
273,34,6,141,1,506,507,2
274,34,2,36,1,506,508,3
275,34,9,73,1,506,509,4
276,21,2,40,1,506,510,5
277,0,2,6,1,509,511,3
278,0,3,7,1,510,512,6
279,0,2,15,1,510,513,5
280,0,5,11,1,510,514,1
281,0,1,40,1,511,515,2
282,0,1,28,1,512,516,3
283,0,4,21,1,513,517,2
284,0,2,42,1,515,518,3
285,0,2,29,1,517,519,4
286,0,3,22,1,518,520,1
287,0,3,28,1,525,525,1
288,0,12,11,1,528,528,2
289,0,3,18,1,529,529,1
290,0,3,18,1,530,530,3
291,0,5,4,1,530,531,4
292,0,3,7,1,534,534,1
293,49,8,2,1,537,537,3
294,49,2,11,1,538,538,1
295,49,1,30,1,541,541,1
296,49,4,12,1,541,542,2
297,49,5,20,1,548,548,1
298,49,3,11,1,550,550,2
299,49,5,3,1,551,551,3
300,49,3,20,1,556,556,1
301,49,5,7,1,558,558,2
302,49,1,5,1,559,559,3
303,49,2,10,1,560,560,1
304,49,19,14,1,562,562,3
305,34,8,16,1,566,566,1
306,34,3,20,1,568,568,2
307,34,6,92,1,570,570,4
308,34,4,46,1,571,571,5
309,23,3,19,1,571,572,2
310,23,4,85,1,572,573,6
311,23,3,37,1,573,575,1
312,23,2,4,1,578,578,2
313,16,8,41,1,579,579,1
314,5,2,74,1,582,582,2
315,5,2,23,1,583,583,3
316,5,2,20,1,584,584,4
317,30,2,4,1,588,588,1
318,30,1,70,1,589,589,2
319,30,2,3,1,593,593,1
320,30,7,26,1,593,594,2
321,30,6,3,1,596,596,1
322,30,2,13,1,598,598,3
323,31,3,5,1,600,600,4
324,31,2,2,1,602,602,2
325,31,1,47,1,602,603,1
326,31,1,15,1,605,605,1
327,31,1,25,1,606,606,2
328,22,1,18,1,609,609,1
329,22,3,27,1,611,611,1
330,25,7,61,1,616,616,1
331,25,3,3,1,616,617,2
332,12,7,33,1,623,623,2
333,12,2,9,1,629,629,1
334,12,7,30,1,630,630,3
335,49,8,8,1,631,631,2
336,30,2,5,1,634,634,1
337,30,12,7,1,636,636,4
338,30,5,39,1,638,638,1
339,30,3,3,1,639,639,3
340,11,6,11,1,639,640,2
341,11,5,38,1,641,641,5
342,11,11,19,1,643,643,3
343,36,1,28,1,646,646,1
344,27,15,20,1,647,647,2
345,27,4,42,1,647,648,1
346,27,1,35,1,650,650,4
347,27,4,4,1,653,653,1
348,32,6,23,1,658,658,1
349,32,3,95,1,659,659,3
350,32,2,77,1,662,662,4
351,32,1,56,1,663,663,2
352,32,9,2,1,663,664,3
353,32,5,16,1,667,667,1
354,32,3,13,1,668,668,2
355,32,2,7,1,668,669,4
356,32,5,5,1,670,670,5
357,32,2,40,1,672,672,2
358,32,2,25,1,672,673,1
359,32,2,11,1,673,674,3
360,32,3,2,1,674,675,2
361,32,10,11,1,675,676,1
362,32,2,43,1,678,678,3
363,32,4,70,1,679,679,2
364,32,3,28,1,681,681,3
365,32,11,6,1,685,685,2
366,32,4,11,1,691,691,1
367,27,8,6,1,693,693,3
368,26,1,102,1,694,694,4
369,37,3,26,1,694,695,5
370,37,5,43,1,696,696,1
371,37,2,32,1,698,698,2
372,37,5,22,1,698,699,4
373,37,3,87,1,699,700,5
374,37,3,111,1,699,701,2
375,37,1,81,1,703,703,1
376,37,1,23,1,704,704,3
377,37,3,27,1,704,705,1
378,44,1,32,1,711,711,1
379,44,3,76,1,713,713,1
380,44,5,3,1,714,714,2
381,44,2,13,1,714,715,3
382,44,1,28,1,719,719,1
383,44,2,30,1,720,720,2
384,44,2,18,1,721,721,1
385,44,3,36,1,722,722,3
386,44,5,7,1,724,724,1
387,44,7,26,1,727,727,2
388,3,10,37,1,730,730,1
389,3,5,53,1,734,734,3
390,3,2,35,1,738,738,2
391,3,2,4,1,744,744,1
392,3,5,5,1,746,746,2
393,3,1,15,1,748,748,1
394,3,4,18,1,748,749,3
395,3,4,3,1,749,750,1
396,26,2,30,1,750,751,4
397,26,3,13,1,755,755,1
398,26,1,16,1,762,762,1
399,26,4,35,1,762,763,2
400,39,2,11,1,764,764,1
401,39,2,3,1,767,767,1
402,39,3,5,1,767,768,2
403,39,2,24,1,768,769,3
404,39,2,37,1,768,770,1
405,39,2,43,1,768,771,4
406,48,2,9,1,769,772,2
407,48,13,49,1,771,773,1
408,48,5,19,1,772,774,3
409,48,1,79,1,773,775,2
410,48,2,34,1,776,776,4
411,48,10,12,1,779,779,2
412,39,7,17,1,783,783,3
413,39,2,17,1,787,787,1
414,42,8,13,1,787,788,4
415,31,6,17,1,788,789,5
416,31,3,13,1,788,790,1
417,36,6,149,1,790,791,2
418,36,2,48,1,793,793,3
419,36,2,83,1,793,794,1
420,36,1,25,1,796,796,3
421,36,3,98,1,797,797,1
422,36,5,4,1,799,799,2
423,36,10,13,1,800,800,3
424,31,3,10,1,802,802,1
425,31,5,25,1,802,803,4
426,31,6,51,1,803,804,5
427,31,11,93,1,808,808,1
428,6,1,123,1,810,810,2
429,6,4,22,1,812,812,2
430,31,3,12,1,813,813,3
431,31,3,92,1,814,814,4
432,31,1,17,1,815,815,5
433,31,12,54,1,816,816,6
434,31,3,42,1,819,819,2
435,31,1,16,1,820,820,1
436,31,3,79,1,824,824,1
437,31,5,38,1,830,830,1
438,31,1,10,1,830,831,2
439,31,4,20,1,830,832,3
440,31,9,49,1,832,833,2
441,31,6,42,1,832,834,4
442,31,10,24,1,834,835,5
443,31,4,10,1,837,837,1
444,6,1,6,1,839,839,3
445,6,3,104,1,841,841,3
446,6,2,7,1,842,842,1
447,6,1,46,1,842,843,2
448,6,3,40,1,842,844,4
449,6,1,5,1,844,845,1
450,6,1,1,1,844,846,2
451,6,3,43,1,845,847,1
452,6,6,48,1,845,848,2
453,6,5,72,1,846,849,3
454,23,1,27,1,849,850,4
455,23,1,9,1,853,853,1
456,23,7,5,1,855,855,1
457,23,3,54,1,860,860,2
458,23,7,24,1,861,861,3
459,23,10,85,1,867,867,1
460,12,3,25,1,867,868,2
461,41,4,21,1,869,869,3
462,41,9,32,1,870,870,4
463,41,2,3,1,872,872,2
464,41,1,12,1,876,876,2
465,41,8,8,1,876,877,3
466,41,1,31,1,877,878,1
467,40,1,37,1,878,879,2
468,40,3,103,1,879,880,1
469,40,4,6,1,880,881,2
470,40,2,21,1,880,882,4
471,40,8,3,1,887,887,1
472,43,3,23,1,889,889,2
473,43,3,7,1,890,890,3
474,43,4,71,1,891,891,4
475,43,9,20,1,895,895,2
476,36,4,50,1,900,900,1
477,36,2,31,1,902,902,3
478,36,4,20,1,905,905,1
479,36,1,68,1,906,906,2
480,36,2,12,1,906,907,3
481,36,8,33,1,906,908,2
482,36,2,57,1,907,909,4
483,36,2,11,1,909,910,1
484,36,3,90,1,909,911,3
485,36,7,96,1,910,912,4
486,36,1,100,1,911,913,1
487,21,3,9,1,911,914,5
488,26,4,55,1,911,915,1
489,26,2,33,1,913,916,3
490,26,2,72,1,915,917,2
491,26,1,34,1,916,918,5
492,26,1,5,1,917,919,3
493,13,2,4,1,919,920,1
494,13,29,14,1,920,921,2
495,13,1,44,1,924,924,1
496,22,4,13,1,927,927,1
497,21,3,60,1,932,932,1
498,21,5,112,1,934,934,3
499,21,4,37,1,935,935,4
500,21,3,2,1,936,936,1
501,21,2,47,1,937,937,5
502,26,12,56,1,938,938,6
503,26,2,96,1,938,940,1
504,26,6,58,1,940,941,3
505,26,3,5,1,942,942,4
506,26,2,15,1,943,943,1
507,26,1,43,1,944,944,5
508,26,1,1,1,944,946,1
509,26,1,26,1,946,947,4
510,26,1,65,1,947,948,1
511,26,1,15,1,948,949,3
512,26,3,10,1,949,950,1
513,26,5,34,1,950,951,2
514,26,2,9,1,953,953,3
515,26,5,5,1,955,955,1
516,23,1,1,1,956,956,3
517,23,5,46,1,956,957,2
518,23,7,5,1,958,958,3
519,23,2,43,1,959,959,4
520,24,3,80,1,965,965,1
521,24,11,13,1,966,966,2
522,24,5,5,1,967,967,3
523,24,10,26,1,976,976,1
524,24,3,10,1,977,977,3
525,24,23,6,1,977,978,2
526,33,2,33,1,979,979,4
527,33,7,52,1,982,982,3
528,33,5,6,1,991,991,1
529,33,8,53,1,993,993,3
530,33,2,115,1,994,994,4
531,33,7,44,1,996,996,5
532,33,2,102,1,998,998,1
533,33,11,25,1,999,999,4
534,33,4,53,1,1001,1001,1
535,33,4,37,1,1001,1002,2
536,33,1,64,1,1003,1003,3
537,33,2,8,1,1006,1006,1
538,33,13,16,1,1008,1008,2
539,33,2,12,1,1010,1010,1
540,36,4,43,1,1014,1014,1
541,36,3,1,1,1019,1019,1
542,29,8,27,1,1019,1020,3
543,29,6,16,1,1020,1021,4
544,29,3,6,1,1024,1024,1
545,29,1,1,1,1026,1026,2
546,29,1,1,1,1026,1027,5
547,4,4,31,1,1030,1030,1
548,4,2,83,1,1030,1031,2
549,4,2,20,1,1030,1032,3
550,4,7,4,1,1033,1033,4
551,4,8,8,1,1034,1034,2
552,4,5,9,1,1035,1035,1
553,4,1,10,1,1039,1039,3
554,4,4,16,1,1044,1044,1
555,4,2,2,1,1045,1045,2
556,4,2,34,1,1047,1047,3
557,4,6,3,1,1049,1049,1
558,4,2,19,1,1052,1052,2
559,4,1,9,1,1055,1055,2
560,4,6,4,1,1059,1059,1
561,4,3,16,1,1061,1061,2
562,4,6,11,1,1061,1062,3
563,17,2,17,1,1062,1063,4
564,17,1,23,1,1063,1064,5
565,17,1,39,1,1063,1065,2
566,17,1,17,1,1066,1066,1
567,17,4,56,1,1067,1067,2
568,40,4,12,1,1068,1068,1
569,40,3,72,1,1071,1071,3
570,40,7,5,1,1071,1072,2
571,40,2,1,1,1073,1073,1
572,40,2,69,1,1073,1074,4
573,40,15,11,1,1078,1078,1
574,40,15,41,1,1078,1079,3
575,40,7,7,1,1079,1080,2
576,40,2,24,1,1086,1086,4
577,17,5,13,1,1092,1092,2
578,17,3,46,1,1093,1093,4
579,44,3,14,1,1093,1094,1
580,17,8,7,1,1095,1095,3
581,17,6,44,1,1096,1096,5
582,17,2,17,1,1096,1097,4
583,17,9,13,1,1097,1098,1
584,17,3,146,1,1100,1100,2
585,17,1,15,1,1101,1101,4
586,17,2,17,1,1101,1102,6
587,17,6,68,1,1101,1103,4
588,17,4,83,1,1106,1106,2
589,2,2,5,1,1106,1107,3
590,2,1,21,1,1109,1109,1
591,2,2,5,1,1111,1111,1
592,2,8,52,1,1119,1119,1
593,45,8,61,1,1122,1122,2
594,45,4,35,1,1126,1126,3
595,34,3,23,1,1130,1130,1
596,34,5,17,1,1132,1132,2
597,34,3,81,1,1137,1137,1
598,34,5,14,1,1139,1139,2
599,34,2,14,1,1139,1140,3
600,34,5,23,1,1139,1141,1
601,34,5,1,1,1140,1142,4
602,34,5,31,1,1143,1143,3
603,34,5,29,1,1143,1144,5
604,34,5,11,1,1143,1145,2
605,34,8,5,1,1146,1146,6
606,11,4,1,1,1148,1148,1
607,40,5,71,1,1153,1153,1
608,40,2,114,1,1153,1154,2
609,40,2,26,1,1154,1155,3
610,40,4,38,1,1155,1156,4
611,40,1,2,1,1155,1157,2
612,40,2,22,1,1159,1159,1
613,45,3,61,1,1161,1161,2
614,45,9,19,1,1162,1162,1
615,45,1,16,1,1162,1163,3
616,45,4,13,1,1162,1164,4
617,45,5,52,1,1162,1165,2
618,45,2,12,1,1164,1166,3
619,45,4,5,1,1165,1167,5
620,45,14,13,1,1166,1168,6
621,45,5,7,1,1167,1169,3
622,45,3,127,1,1167,1170,4
623,45,2,39,1,1169,1171,2
624,45,5,31,1,1169,1172,1
625,36,3,24,1,1171,1173,5
626,36,9,28,1,1171,1174,2
627,41,3,31,1,1172,1175,3
628,41,1,2,1,1173,1176,4
629,41,1,16,1,1173,1177,5
630,41,3,94,1,1173,1178,1
631,41,4,21,1,1173,1179,3
632,41,3,35,1,1175,1180,4
633,41,4,118,1,1176,1181,5
634,41,2,55,1,1178,1182,1
635,41,5,152,1,1180,1183,6
636,41,4,51,1,1181,1184,2
637,41,2,45,1,1181,1185,1
638,41,2,14,1,1182,1186,3
639,16,1,5,1,1182,1187,4
640,16,3,15,1,1183,1188,1
641,16,5,61,1,1183,1189,2
642,16,1,21,1,1187,1190,3
643,16,9,6,1,1188,1191,4
644,16,3,10,1,1192,1192,1
645,16,10,35,1,1192,1193,3
646,16,3,5,1,1192,1194,5
647,16,5,11,1,1193,1195,2
648,16,3,40,1,1196,1196,1
649,16,1,92,1,1196,1197,6
650,16,6,13,1,1199,1199,5
651,16,9,18,1,1202,1202,1
652,16,4,27,1,1202,1203,2
653,16,2,3,1,1212,1212,1
654,16,2,35,1,1219,1219,1
655,16,1,37,1,1223,1223,1
656,16,2,54,1,1224,1224,2
657,16,4,46,1,1227,1227,1
658,11,6,61,1,1228,1228,2
659,11,3,10,1,1230,1230,3
660,11,3,59,1,1231,1231,4
661,11,3,14,1,1233,1233,1
662,11,6,22,1,1233,1234,3
663,11,2,28,1,1235,1235,2
664,11,12,10,1,1237,1237,1
665,11,1,33,1,1237,1238,2
666,11,1,3,1,1239,1239,4
667,11,7,18,1,1240,1240,2
668,11,4,18,1,1243,1243,3
669,11,6,5,1,1249,1249,2
670,11,3,57,1,1256,1256,1
671,11,2,32,1,1259,1259,2
672,2,3,23,1,1260,1260,1
673,2,2,3,1,1261,1261,3
674,2,7,10,1,1263,1263,2
675,2,4,33,1,1264,1264,1
676,2,3,110,1,1264,1265,3
677,2,5,78,1,1267,1267,4
678,2,2,51,1,1267,1268,5
679,2,7,15,1,1269,1269,1
680,2,5,17,1,1275,1275,2
681,27,21,3,1,1276,1276,3
682,27,9,10,1,1279,1279,1
683,27,6,5,1,1281,1281,2
684,27,9,35,1,1282,1282,4
685,27,6,80,1,1284,1284,5
686,27,6,9,1,1286,1286,6
687,27,1,19,1,1287,1288,2
688,27,1,4,1,1288,1289,1
689,27,5,34,1,1289,1290,2
690,27,6,5,1,1291,1291,1
691,27,3,18,1,1291,1292,4
692,27,1,4,1,1292,1293,5
693,24,1,6,1,1292,1294,6
694,24,2,14,1,1292,1295,5
695,24,2,6,1,1294,1296,2
696,24,4,15,1,1299,1299,1
697,24,5,41,1,1303,1303,2
698,24,3,20,1,1308,1308,1
699,23,7,27,1,1311,1311,2
700,23,3,12,1,1315,1315,1
701,23,5,39,1,1318,1318,3
702,23,1,16,1,1319,1319,1
703,23,3,12,1,1325,1325,1
704,23,4,58,1,1329,1329,1
705,23,4,44,1,1331,1331,2
706,23,4,1,1,1334,1334,1
707,10,1,28,1,1336,1336,2
708,10,3,36,1,1340,1340,1
709,10,2,64,1,1344,1344,1
710,10,2,73,1,1345,1345,2
711,10,3,15,1,1346,1346,3
712,10,2,6,1,1349,1349,1
713,10,3,48,1,1355,1355,1
714,10,2,16,1,1356,1356,2
715,10,2,35,1,1357,1357,3
716,49,7,7,1,1357,1358,4
717,49,2,20,1,1357,1359,1
718,49,2,8,1,1357,1360,2
719,49,3,4,1,1358,1361,3
720,24,5,52,1,1358,1362,1
721,29,2,27,1,1359,1363,2
722,29,7,37,1,1361,1364,5
723,29,2,46,1,1363,1365,3
724,29,5,5,1,1365,1366,2
725,29,6,13,1,1370,1370,1
726,29,1,72,1,1371,1371,3
727,29,1,1,1,1372,1372,2
728,29,2,7,1,1373,1373,3
729,48,4,45,1,1374,1374,2
730,48,10,16,1,1374,1375,4
731,48,3,16,1,1374,1376,3
732,48,3,31,1,1374,1377,1
733,48,2,16,1,1376,1378,5
734,48,2,59,1,1376,1379,2
735,48,1,6,1,1378,1380,3
736,48,6,37,1,1379,1381,1
737,37,4,29,1,1384,1384,2
738,37,2,36,1,1384,1385,3
739,37,4,30,1,1386,1386,4
740,44,3,41,1,1387,1387,5
741,44,2,58,1,1388,1388,1
742,3,9,11,1,1389,1389,2
743,42,2,4,1,1394,1394,1
744,42,3,50,1,1394,1395,3
745,42,5,26,1,1396,1396,4
746,42,6,54,1,1396,1397,1
747,42,2,16,1,1397,1398,5
748,42,2,3,1,1398,1399,2
749,42,2,14,1,1399,1400,3
750,42,5,17,1,1401,1401,5
751,42,2,44,1,1403,1403,2
752,42,4,5,1,1405,1405,1
753,42,4,82,1,1409,1409,2
754,42,3,28,1,1411,1411,1
755,42,1,16,1,1412,1412,3
756,42,1,6,1,1412,1413,4
757,42,7,35,1,1413,1414,2
758,42,5,34,1,1414,1415,1
759,42,1,8,1,1415,1416,3
760,42,1,43,1,1417,1417,4
761,42,2,95,1,1418,1418,3
762,42,3,29,1,1418,1419,4
763,42,2,8,1,1419,1420,5
764,42,3,19,1,1423,1423,1
765,42,3,27,1,1428,1428,1
766,42,2,16,1,1429,1429,2
767,42,1,80,1,1430,1430,3
768,42,8,37,1,1431,1431,4
769,42,3,5,1,1434,1434,1
770,42,1,48,1,1434,1435,2
771,42,3,36,1,1434,1436,3
772,31,1,41,1,1438,1438,1
773,31,3,24,1,1445,1445,1
774,31,4,3,1,1447,1447,2
775,48,5,14,1,1451,1451,1
776,48,1,69,1,1460,1460,1
777,48,2,45,1,1462,1462,1
778,48,2,252,1,1462,1463,2
779,48,7,20,1,1463,1464,3
780,48,2,11,1,1470,1470,1
781,48,2,4,1,1482,1482,1
782,48,4,15,1,1485,1485,1
783,48,5,23,1,1485,1486,2
784,48,3,16,1,1486,1487,3
785,48,7,15,1,1487,1488,4
786,33,7,10,1,1487,1489,5
787,33,1,4,1,1489,1490,1
788,33,1,22,1,1491,1491,3
789,33,2,138,1,1492,1492,1
790,0,10,16,1,1493,1493,2
791,41,2,59,1,1496,1496,1
792,18,2,15,1,1498,1498,3
793,18,5,72,1,1500,1500,1
794,18,10,29,1,1500,1501,3
795,18,4,56,1,1501,1502,4
796,18,2,42,1,1504,1504,2
797,18,2,63,1,1506,1506,1
798,18,8,48,1,1507,1507,2
799,18,1,92,1,1512,1512,1
800,18,3,73,1,1513,1513,3
801,18,6,11,1,1519,1519,1
802,7,3,7,1,1519,1520,2
803,7,1,19,1,1522,1522,3
804,7,3,68,1,1524,1524,2
805,7,1,2,1,1526,1526,1
806,7,3,74,1,1527,1527,3
807,7,1,49,1,1530,1530,1
808,7,4,4,1,1531,1531,2
809,7,3,87,1,1532,1532,1
810,26,2,17,1,1534,1534,3
811,26,2,64,1,1534,1535,4
812,26,2,12,1,1535,1536,1
813,26,2,30,1,1539,1539,1
814,26,2,78,1,1541,1541,2
815,26,1,41,1,1544,1544,1
816,26,5,31,1,1545,1545,2
817,26,2,7,1,1548,1548,1
818,26,1,7,1,1549,1549,3
819,26,1,10,1,1550,1550,4
820,26,1,28,1,1552,1552,1
821,26,6,6,1,1555,1555,1
822,43,5,57,1,1559,1559,2
823,43,3,103,1,1561,1561,3
824,43,1,16,1,1568,1568,1
825,43,1,59,1,1570,1570,1
826,43,5,17,1,1571,1571,2
827,43,2,21,1,1571,1572,1
828,43,3,40,1,1573,1573,3
829,43,1,51,1,1574,1574,4
830,20,4,28,1,1578,1578,1
831,20,1,11,1,1579,1579,2
