job-id,userid,expected-time-to-completion,memory,priority,arrival-time
119,47,1,72,1,221
120,47,1,41,1,224
121,47,4,19,1,225
122,47,11,7,1,225
123,47,8,6,1,226
124,47,2,32,1,226
125,47,6,71,1,226
126,47,5,2,1,227
127,46,3,59,1,229
128,46,2,21,1,230
129,46,3,2,1,232
130,46,5,56,1,234
131,46,3,24,1,246
132,46,3,11,1,246
133,46,9,4,1,246
134,49,1,26,1,247
135,28,4,2,1,248
136,28,2,4,1,249
137,28,1,26,1,253
138,28,2,3,1,253
139,28,4,15,1,255
140,28,3,5,1,259
141,28,3,65,1,260
142,28,3,56,1,267
143,28,6,5,1,269
144,28,1,35,1,270
145,28,6,13,1,275
146,28,6,8,1,276
147,35,1,20,1,278
148,35,1,5,1,278
149,35,9,45,1,284
150,35,1,2,1,284
151,35,4,120,1,289
152,35,7,7,1,289
153,32,15,10,1,290
154,32,2,49,1,291
155,32,6,16,1,291
156,32,2,17,1,291
157,32,4,7,1,294
158,7,1,7,1,295
159,7,4,22,1,298
160,7,1,12,1,299
161,32,6,19,1,299
162,3,1,35,1,299
163,3,3,83,1,303
164,24,2,35,1,303
165,24,3,29,1,303
166,25,5,5,1,303
167,25,8,51,1,303
168,25,5,13,1,304
169,25,4,66,1,305
170,25,4,37,1,306
171,8,1,20,1,306
172,8,6,32,1,310
173,29,1,61,1,311
174,29,1,14,1,313
175,29,5,18,1,314
176,29,8,29,1,315
177,29,1,38,1,316
178,29,4,4,1,319
179,29,3,17,1,322
180,29,6,12,1,322
181,29,2,21,1,324
182,29,3,57,1,325
183,29,1,16,1,325
184,29,8,21,1,327
185,29,3,1,1,327
186,6,1,37,1,328
187,6,2,16,1,329
188,6,1,18,1,331
189,6,2,7,1,333
190,6,7,5,1,337
191,6,4,1,1,338
192,11,4,5,1,343
193,11,3,26,1,345
194,11,4,21,1,346
195,6,2,17,1,346
196,37,1,90,1,348
197,37,4,28,1,350
198,37,3,14,1,351
199,37,9,87,1,352
200,37,4,27,1,353
201,37,3,29,1,353
202,37,5,108,1,355
203,37,2,3,1,357
204,37,8,44,1,359
205,24,2,2,1,359
206,24,2,16,1,362
207,5,2,21,1,366
208,5,2,7,1,367
209,5,2,8,1,369
210,5,1,9,1,370
211,5,2,15,1,371
212,5,7,17,1,371
213,2,3,22,1,374
214,2,6,34,1,377
215,2,14,16,1,379
216,2,3,6,1,381
217,2,2,26,1,381
218,2,3,24,1,382
219,2,3,59,1,383
220,2,6,27,1,388
221,39,9,28,1,389
222,39,2,13,1,389
223,39,2,12,1,389
224,39,2,28,1,392
225,39,10,75,1,397
226,39,3,31,1,400
227,39,2,29,1,403
228,39,3,153,1,403
229,39,1,19,1,409
230,36,2,14,1,410
231,49,3,1,1,410
232,49,2,29,1,411
233,49,1,39,1,415
234,49,4,50,1,426
235,14,4,32,1,428
236,14,11,10,1,430
237,14,1,26,1,433
238,14,2,14,1,434
239,14,3,45,1,437
240,14,4,150,1,438
241,14,6,17,1,444
242,14,3,14,1,447
243,14,1,57,1,447
244,14,6,18,1,450
245,14,7,10,1,451
246,45,16,5,1,455
247,45,7,42,1,455
248,45,1,164,1,457
249,45,4,39,1,464
250,45,3,4,1,472
251,45,7,3,1,472
252,45,3,9,1,472
253,45,4,10,1,472
254,45,1,17,1,472
255,45,1,19,1,472
256,22,1,25,1,475
257,25,3,7,1,479
258,25,6,32,1,480
259,25,3,2,1,482
260,4,1,7,1,482
261,4,1,24,1,483
262,4,2,17,1,484
263,3,3,6,1,485
264,3,3,17,1,486
265,3,9,1,1,487
266,3,4,15,1,489
267,3,9,45,1,494
268,3,1,24,1,494
269,3,2,35,1,494
270,3,2,30,1,496
271,34,2,4,1,498
272,34,7,22,1,506
273,34,6,141,1,506
274,34,2,36,1,506
275,34,9,73,1,506
276,21,2,40,1,506
277,0,2,6,1,509
278,0,3,7,1,510
279,0,2,15,1,510
280,0,5,11,1,510
281,0,1,40,1,511
282,0,1,28,1,512
283,0,4,21,1,513
284,0,2,42,1,515
285,0,2,29,1,517
286,0,3,22,1,518
287,0,3,28,1,525
288,0,12,11,1,528
289,0,3,18,1,529
290,0,3,18,1,530
291,0,5,4,1,530
292,0,3,7,1,534
293,49,8,2,1,537
294,49,2,11,1,538
295,49,1,30,1,541
296,49,4,12,1,541
297,49,5,20,1,548
298,49,3,11,1,550
299,49,5,3,1,551
300,49,3,20,1,556
301,49,5,7,1,558
302,49,1,5,1,559
303,49,2,10,1,560
304,49,19,14,1,562
305,34,8,16,1,566
306,34,3,20,1,568
307,34,6,92,1,570
308,34,4,46,1,571
309,23,3,19,1,571
310,23,4,85,1,572
311,23,3,37,1,573
312,23,2,4,1,578
313,16,8,41,1,579
314,5,2,74,1,582
315,5,2,23,1,583
316,5,2,20,1,584
317,30,2,4,1,588
318,30,1,70,1,589
319,30,2,3,1,593
320,30,7,26,1,593
321,30,6,3,1,596
322,30,2,13,1,598
323,31,3,5,1,600
324,31,2,2,1,602
325,31,1,47,1,602
326,31,1,15,1,605
327,31,1,25,1,606
328,22,1,18,1,609
329,22,3,27,1,611
330,25,7,61,1,616
331,25,3,3,1,616
332,12,7,33,1,623
333,12,2,9,1,629
334,12,7,30,1,630
335,49,8,8,1,631
336,30,2,5,1,634
337,30,12,7,1,636
338,30,5,39,1,638
339,30,3,3,1,639
340,11,6,11,1,639
341,11,5,38,1,641
342,11,11,19,1,643
343,36,1,28,1,646
344,27,15,20,1,647
345,27,4,42,1,647
346,27,1,35,1,650
347,27,4,4,1,653
348,32,6,23,1,658
349,32,3,95,1,659
350,32,2,77,1,662
351,32,1,56,1,663
352,32,9,2,1,663
353,32,5,16,1,667
354,32,3,13,1,668
355,32,2,7,1,668
356,32,5,5,1,670
357,32,2,40,1,672
358,32,2,25,1,672
359,32,2,11,1,673
360,32,3,2,1,674
361,32,10,11,1,675
362,32,2,43,1,678
363,32,4,70,1,679
364,32,3,28,1,681
365,32,11,6,1,685
366,32,4,11,1,691
367,27,8,6,1,693
368,26,1,102,1,694
369,37,3,26,1,694
370,37,5,43,1,696
371,37,2,32,1,698
372,37,5,22,1,698
373,37,3,87,1,699
374,37,3,111,1,699
375,37,1,81,1,703
376,37,1,23,1,704
377,37,3,27,1,704
378,44,1,32,1,711
379,44,3,76,1,713
380,44,5,3,1,714
381,44,2,13,1,714
382,44,1,28,1,719
383,44,2,30,1,720
384,44,2,18,1,721
385,44,3,36,1,722
386,44,5,7,1,724
387,44,7,26,1,727
388,3,10,37,1,730
389,3,5,53,1,734
390,3,2,35,1,738
391,3,2,4,1,744
392,3,5,5,1,746
393,3,1,15,1,748
394,3,4,18,1,748
395,3,4,3,1,749
396,26,2,30,1,750
397,26,3,13,1,755
398,26,1,16,1,762
399,26,4,35,1,762
400,39,2,11,1,764
401,39,2,3,1,767
402,39,3,5,1,767
403,39,2,24,1,768
404,39,2,37,1,768
405,39,2,43,1,768
406,48,2,9,1,769
407,48,13,49,1,771
408,48,5,19,1,772
409,48,1,79,1,773
410,48,2,34,1,776
411,48,10,12,1,779
412,39,7,17,1,783
413,39,2,17,1,787
414,42,8,13,1,787
415,31,6,17,1,788
416,31,3,13,1,788
417,36,6,149,1,790
418,36,2,48,1,793
419,36,2,83,1,793
420,36,1,25,1,796
421,36,3,98,1,797
422,36,5,4,1,799
423,36,10,13,1,800
424,31,3,10,1,802
425,31,5,25,1,802
426,31,6,51,1,803
427,31,11,93,1,808
428,6,1,123,1,810
429,6,4,22,1,812
430,31,3,12,1,813
431,31,3,92,1,814
432,31,1,17,1,815
433,31,12,54,1,816
434,31,3,42,1,819
435,31,1,16,1,820
436,31,3,79,1,824
437,31,5,38,1,830
438,31,1,10,1,830
439,31,4,20,1,830
440,31,9,49,1,832
441,31,6,42,1,832
442,31,10,24,1,834
443,31,4,10,1,837
444,6,1,6,1,839
445,6,3,104,1,841
446,6,2,7,1,842
447,6,1,46,1,842
448,6,3,40,1,842
449,6,1,5,1,844
450,6,1,1,1,844
451,6,3,43,1,845
452,6,6,48,1,845
453,6,5,72,1,846
454,23,1,27,1,849
455,23,1,9,1,853
456,23,7,5,1,855
457,23,3,54,1,860
458,23,7,24,1,861
459,23,10,85,1,867
460,12,3,25,1,867
461,41,4,21,1,869
462,41,9,32,1,870
463,41,2,3,1,872
464,41,1,12,1,876
465,41,8,8,1,876
466,41,1,31,1,877
467,40,1,37,1,878
468,40,3,103,1,879
469,40,4,6,1,880
470,40,2,21,1,880
471,40,8,3,1,887
472,43,3,23,1,889
473,43,3,7,1,890
474,43,4,71,1,891
475,43,9,20,1,895
476,36,4,50,1,900
477,36,2,31,1,902
478,36,4,20,1,905
479,36,1,68,1,906
480,36,2,12,1,906
481,36,8,33,1,906
482,36,2,57,1,907
483,36,2,11,1,909
484,36,3,90,1,909
485,36,7,96,1,910
486,36,1,100,1,911
487,21,3,9,1,911
488,26,4,55,1,911
489,26,2,33,1,913
490,26,2,72,1,915
491,26,1,34,1,916
492,26,1,5,1,917
493,13,2,4,1,919
494,13,29,14,1,920
495,13,1,44,1,924
496,22,4,13,1,927
497,21,3,60,1,932
498,21,5,112,1,934
499,21,4,37,1,935
500,21,3,2,1,936
501,21,2,47,1,937
502,26,12,56,1,938
503,26,2,96,1,938
504,26,6,58,1,940
505,26,3,5,1,942
506,26,2,15,1,943
507,26,1,43,1,944
508,26,1,1,1,944
509,26,1,26,1,946
510,26,1,65,1,947
511,26,1,15,1,948
512,26,3,10,1,949
513,26,5,34,1,950
514,26,2,9,1,953
515,26,5,5,1,955
516,23,1,1,1,956
517,23,5,46,1,956
518,23,7,5,1,958
519,23,2,43,1,959
520,24,3,80,1,965
521,24,11,13,1,966
522,24,5,5,1,967
523,24,10,26,1,976
524,24,3,10,1,977
525,24,23,6,1,977
526,33,2,33,1,979
527,33,7,52,1,982
528,33,5,6,1,991
529,33,8,53,1,993
530,33,2,115,1,994
531,33,7,44,1,996
532,33,2,102,1,998
533,33,11,25,1,999
534,33,4,53,1,1001
535,33,4,37,1,1001
536,33,1,64,1,1003
537,33,2,8,1,1006
538,33,13,16,1,1008
539,33,2,12,1,1010
540,36,4,43,1,1014
541,36,3,1,1,1019
542,29,8,27,1,1019
543,29,6,16,1,1020
544,29,3,6,1,1024
545,29,1,1,1,1026
546,29,1,1,1,1026
547,4,4,31,1,1030
548,4,2,83,1,1030
549,4,2,20,1,1030
550,4,7,4,1,1033
551,4,8,8,1,1034
552,4,5,9,1,1035
553,4,1,10,1,1039
554,4,4,16,1,1044
555,4,2,2,1,1045
556,4,2,34,1,1047
557,4,6,3,1,1049
558,4,2,19,1,1052
559,4,1,9,1,1055
560,4,6,4,1,1059
561,4,3,16,1,1061
562,4,6,11,1,1061
563,17,2,17,1,1062
564,17,1,23,1,1063
565,17,1,39,1,1063
566,17,1,17,1,1066
567,17,4,56,1,1067
568,40,4,12,1,1068
569,40,3,72,1,1071
570,40,7,5,1,1071
571,40,2,1,1,1073
572,40,2,69,1,1073
573,40,15,11,1,1078
574,40,15,41,1,1078
575,40,7,7,1,1079
576,40,2,24,1,1086
577,17,5,13,1,1092
578,17,3,46,1,1093
579,44,3,14,1,1093
580,17,8,7,1,1095
581,17,6,44,1,1096
582,17,2,17,1,1096
583,17,9,13,1,1097
584,17,3,146,1,1100
585,17,1,15,1,1101
586,17,2,17,1,1101
587,17,6,68,1,1101
588,17,4,83,1,1106
589,2,2,5,1,1106
590,2,1,21,1,1109
591,2,2,5,1,1111
592,2,8,52,1,1119
593,45,8,61,1,1122
594,45,4,35,1,1126
595,34,3,23,1,1130
596,34,5,17,1,1132
597,34,3,81,1,1137
598,34,5,14,1,1139
599,34,2,14,1,1139
600,34,5,23,1,1139
601,34,5,1,1,1140
602,34,5,31,1,1143
603,34,5,29,1,1143
604,34,5,11,1,1143
605,34,8,5,1,1146
606,11,4,1,1,1148
607,40,5,71,1,1153
608,40,2,114,1,1153
609,40,2,26,1,1154
610,40,4,38,1,1155
611,40,1,2,1,1155
612,40,2,22,1,1159
613,45,3,61,1,1161
614,45,9,19,1,1162
615,45,1,16,1,1162
616,45,4,13,1,1162
617,45,5,52,1,1162
618,45,2,12,1,1164
619,45,4,5,1,1165
620,45,14,13,1,1166
621,45,5,7,1,1167
622,45,3,127,1,1167
623,45,2,39,1,1169
624,45,5,31,1,1169
625,36,3,24,1,1171
626,36,9,28,1,1171
627,41,3,31,1,1172
628,41,1,2,1,1173
629,41,1,16,1,1173
630,41,3,94,1,1173
631,41,4,21,1,1173
632,41,3,35,1,1175
633,41,4,118,1,1176
634,41,2,55,1,1178
635,41,5,152,1,1180
636,41,4,51,1,1181
637,41,2,45,1,1181
638,41,2,14,1,1182
639,16,1,5,1,1182
640,16,3,15,1,1183
641,16,5,61,1,1183
642,16,1,21,1,1187
643,16,9,6,1,1188
644,16,3,10,1,1192
645,16,10,35,1,1192
646,16,3,5,1,1192
647,16,5,11,1,1193
648,16,3,40,1,1196
649,16,1,92,1,1196
650,16,6,13,1,1199
651,16,9,18,1,1202
652,16,4,27,1,1202
653,16,2,3,1,1212
654,16,2,35,1,1219
655,16,1,37,1,1223
656,16,2,54,1,1224
657,16,4,46,1,1227
658,11,6,61,1,1228
659,11,3,10,1,1230
660,11,3,59,1,1231
661,11,3,14,1,1233
662,11,6,22,1,1233
663,11,2,28,1,1235
664,11,12,10,1,1237
665,11,1,33,1,1237
666,11,1,3,1,1239
667,11,7,18,1,1240
668,11,4,18,1,1243
669,11,6,5,1,1249
670,11,3,57,1,1256
671,11,2,32,1,1259
672,2,3,23,1,1260
673,2,2,3,1,1261
674,2,7,10,1,1263
675,2,4,33,1,1264
676,2,3,110,1,1264
677,2,5,78,1,1267
678,2,2,51,1,1267
679,2,7,15,1,1269
680,2,5,17,1,1275
681,27,21,3,1,1276
682,27,9,10,1,1279
683,27,6,5,1,1281
684,27,9,35,1,1282
685,27,6,80,1,1284
686,27,6,9,1,1286
687,27,1,19,1,1287
688,27,1,4,1,1288
689,27,5,34,1,1289
690,27,6,5,1,1291
691,27,3,18,1,1291
692,27,1,4,1,1292
693,24,1,6,1,1292
694,24,2,14,1,1292
695,24,2,6,1,1294
696,24,4,15,1,1299
697,24,5,41,1,1303
698,24,3,20,1,1308
699,23,7,27,1,1311
700,23,3,12,1,1315
701,23,5,39,1,1318
702,23,1,16,1,1319
703,23,3,12,1,1325
704,23,4,58,1,1329
705,23,4,44,1,1331
706,23,4,1,1,1334
707,10,1,28,1,1336
708,10,3,36,1,1340
709,10,2,64,1,1344
710,10,2,73,1,1345
711,10,3,15,1,1346
712,10,2,6,1,1349
713,10,3,48,1,1355
714,10,2,16,1,1356
715,10,2,35,1,1357
716,49,7,7,1,1357
717,49,2,20,1,1357
718,49,2,8,1,1357
719,49,3,4,1,1358
720,24,5,52,1,1358
721,29,2,27,1,1359
722,29,7,37,1,1361
723,29,2,46,1,1363
724,29,5,5,1,1365
725,29,6,13,1,1370
726,29,1,72,1,1371
727,29,1,1,1,1372
728,29,2,7,1,1373
729,48,4,45,1,1374
730,48,10,16,1,1374
731,48,3,16,1,1374
732,48,3,31,1,1374
733,48,2,16,1,1376
734,48,2,59,1,1376
735,48,1,6,1,1378
736,48,6,37,1,1379
737,37,4,29,1,1384
738,37,2,36,1,1384
739,37,4,30,1,1386
740,44,3,41,1,1387
741,44,2,58,1,1388
742,3,9,11,1,1389
743,42,2,4,1,1394
744,42,3,50,1,1394
745,42,5,26,1,1396
746,42,6,54,1,1396
747,42,2,16,1,1397
748,42,2,3,1,1398
749,42,2,14,1,1399
750,42,5,17,1,1401
751,42,2,44,1,1403
752,42,4,5,1,1405
753,42,4,82,1,1409
754,42,3,28,1,1411
755,42,1,16,1,1412
756,42,1,6,1,1412
757,42,7,35,1,1413
758,42,5,34,1,1414
759,42,1,8,1,1415
760,42,1,43,1,1417
761,42,2,95,1,1418
762,42,3,29,1,1418
763,42,2,8,1,1419
764,42,3,19,1,1423
765,42,3,27,1,1428
766,42,2,16,1,1429
767,42,1,80,1,1430
768,42,8,37,1,1431
769,42,3,5,1,1434
770,42,1,48,1,1434
771,42,3,36,1,1434
772,31,1,41,1,1438
773,31,3,24,1,1445
774,31,4,3,1,1447
775,48,5,14,1,1451
776,48,1,69,1,1460
777,48,2,45,1,1462
778,48,2,252,1,1462
779,48,7,20,1,1463
780,48,2,11,1,1470
781,48,2,4,1,1482
782,48,4,15,1,1485
783,48,5,23,1,1485
784,48,3,16,1,1486
785,48,7,15,1,1487
786,33,7,10,1,1487
787,33,1,4,1,1489
788,33,1,22,1,1491
789,33,2,138,1,1492
790,0,10,16,1,1493
791,41,2,59,1,1496
792,18,2,15,1,1498
793,18,5,72,1,1500
794,18,10,29,1,1500
795,18,4,56,1,1501
796,18,2,42,1,1504
797,18,2,63,1,1506
798,18,8,48,1,1507
799,18,1,92,1,1512
800,18,3,73,1,1513
801,18,6,11,1,1519
802,7,3,7,1,1519
803,7,1,19,1,1522
804,7,3,68,1,1524
805,7,1,2,1,1526
806,7,3,74,1,1527
807,7,1,49,1,1530
808,7,4,4,1,1531
809,7,3,87,1,1532
810,26,2,17,1,1534
811,26,2,64,1,1534
812,26,2,12,1,1535
813,26,2,30,1,1539
814,26,2,78,1,1541
815,26,1,41,1,1544
816,26,5,31,1,1545
817,26,2,7,1,1548
818,26,1,7,1,1549
819,26,1,10,1,1550
820,26,1,28,1,1552
821,26,6,6,1,1555
822,43,5,57,1,1559
823,43,3,103,1,1561
824,43,1,16,1,1568
825,43,1,59,1,1570
826,43,5,17,1,1571
827,43,2,21,1,1571
828,43,3,40,1,1573
829,43,1,51,1,1574
830,20,4,28,1,1578
831,20,1,11,1,1579
832,20,1,12,1,1581
833,20,2,29,1,1584
834,39,2,67,1,1585
835,39,6,46,1,1586
836,39,8,100,1,1586
837,39,3,42,1,1588
838,20,12,19,1,1588
839,20,2,29,1,1589
840,20,1,26,1,1589
841,20,5,18,1,1589
842,20,3,8,1,1590
843,20,2,55,1,1592
844,20,6,35,1,1596
845,20,5,92,1,1597
846,20,4,12,1,1605
847,20,3,15,1,1606
848,20,3,28,1,1611
849,20,2,14,1,1616
850,23,1,4,1,1618
851,23,2,38,1,1622
852,23,7,3,1,1623
853,23,1,19,1,1624
854,23,7,11,1,1625
855,23,2,16,1,1625
856,23,1,16,1,1630
857,23,2,56,1,1632
858,23,5,120,1,1634
859,23,3,17,1,1635
860,23,7,56,1,1636
861,23,2,3,1,1638
862,23,2,29,1,1641
863,0,2,10,1,1641
864,0,3,17,1,1641
865,0,2,40,1,1646
866,0,4,127,1,1647
867,0,4,10,1,1647
868,0,9,20,1,1652
869,17,2,12,1,1653
870,26,2,37,1,1654
871,26,5,25,1,1655
872,26,4,6,1,1656
873,26,4,8,1,1657
874,15,7,25,1,1659
875,44,2,18,1,1663
876,41,1,25,1,1665
877,41,1,42,1,1665
878,41,1,13,1,1668
879,41,7,13,1,1669
880,41,2,16,1,1672
881,41,5,1,1,1673
882,41,4,2,1,1678
883,41,2,20,1,1679
884,41,3,1,1,1681
885,44,8,7,1,1681
886,44,2,3,1,1682
887,44,1,6,1,1683
888,44,4,130,1,1685
889,5,9,1,1,1686
890,5,3,22,1,1687
891,5,2,40,1,1693
892,5,2,6,1,1693
893,5,3,14,1,1694
894,2,2,38,1,1699
895,29,4,65,1,1701
896,29,8,27,1,1703
897,29,6,6,1,1711
898,29,2,90,1,1711
899,29,2,30,1,1711
900,29,11,6,1,1712
901,29,4,35,1,1713
902,29,5,13,1,1717
903,29,1,9,1,1719
904,29,4,11,1,1721
905,29,2,26,1,1723
906,29,5,9,1,1723
907,4,1,209,1,1724
908,4,7,156,1,1725
909,4,6,52,1,1725
910,4,2,10,1,1728
911,4,1,5,1,1732
912,11,2,7,1,1735
913,11,6,8,1,1737
914,11,3,17,1,1738
915,11,5,44,1,1740
916,11,2,30,1,1741
917,11,9,47,1,1743
918,11,1,7,1,1745
919,11,1,39,1,1745
920,11,4,53,1,1747
921,26,4,36,1,1748
922,7,6,27,1,1753
923,42,8,35,1,1756
924,42,23,5,1,1758
925,42,2,14,1,1762
926,42,1,45,1,1763
927,42,20,4,1,1763
928,49,8,12,1,1763
929,49,4,19,1,1767
930,49,1,28,1,1769
931,49,4,12,1,1773
932,49,2,14,1,1773
933,49,1,13,1,1774
934,44,1,70,1,1775
935,44,4,4,1,1776
936,44,4,24,1,1781
937,44,3,14,1,1782
938,44,5,40,1,1788
939,44,8,55,1,1790
940,44,2,41,1,1794
941,44,3,27,1,1795
942,44,2,1,1,1795
943,44,2,19,1,1795
944,44,1,4,1,1796
945,44,2,4,1,1800
946,44,2,9,1,1802
947,5,2,5,1,1803
948,5,5,47,1,1804
949,32,2,45,1,1805
950,32,9,24,1,1806
951,11,2,48,1,1809
952,11,3,5,1,1809
953,11,2,18,1,1813
954,11,5,49,1,1817
955,11,13,59,1,1818
956,11,12,77,1,1819
957,11,1,10,1,1824
958,11,7,8,1,1830
959,11,3,45,1,1832
960,11,8,48,1,1834
961,34,2,8,1,1836
962,45,2,4,1,1836
963,38,4,4,1,1843
964,43,2,21,1,1845
965,43,2,10,1,1847
966,43,3,15,1,1847
967,16,1,11,1,1849
968,16,2,223,1,1852
969,5,4,56,1,1855
970,5,4,38,1,1855
971,5,4,16,1,1856
972,5,7,4,1,1856
973,22,5,59,1,1861
974,22,1,9,1,1862
975,39,3,22,1,1862
976,39,5,34,1,1863
977,39,7,15,1,1871
978,39,3,74,1,1872
979,30,6,43,1,1879
980,15,4,2,1,1881
981,15,5,95,1,1881
982,14,3,35,1,1884
983,7,2,20,1,1885
984,7,4,2,1,1886
985,7,1,25,1,1889
986,7,4,30,1,1891
987,7,2,71,1,1894
988,7,3,8,1,1896
989,7,1,9,1,1897
990,38,1,30,1,1903
991,38,11,45,1,1904
992,23,7,24,1,1910
993,2,2,78,1,1911
994,2,3,66,1,1914
995,2,1,13,1,1915
996,2,2,1,1,1916
997,2,12,11,1,1916
998,2,2,28,1,1917
999,2,6,16,1,1919
1000,2,4,13,1,1921
1001,2,6,11,1,1927
1002,2,17,7,1,1928
1003,35,2,48,1,1929
1004,35,6,7,1,1929
1005,35,2,77,1,1929
1006,35,1,137,1,1933
1007,35,11,63,1,1934
1008,35,5,15,1,1935
1009,35,10,73,1,1943
1010,35,3,25,1,1950
1011,6,8,43,1,1950
1012,7,2,18,1,1951
1013,7,3,40,1,1952
1014,7,6,65,1,1953
1015,7,2,7,1,1956
1016,7,7,85,1,1957
1017,7,2,17,1,1958
1018,7,4,35,1,1961
1019,2,8,11,1,1964
1020,2,4,3,1,1967
1021,2,4,17,1,1968
1022,2,2,7,1,1970
1023,2,3,5,1,1972
1024,2,6,37,1,1976
1025,2,2,40,1,1979
1026,2,3,6,1,1981
1027,2,7,72,1,1982
1028,25,3,47,1,1984
1029,25,3,15,1,1984
1030,18,6,26,1,1984
1031,18,6,45,1,1985
1032,18,2,41,1,1987
1033,18,1,30,1,1988
1034,35,12,27,1,1991
1035,35,3,86,1,1996
1036,35,1,27,1,1996
1037,26,7,18,1,1997
1038,26,3,57,1,1998
1039,26,1,6,1,2000
1040,26,2,9,1,2001
1041,26,6,4,1,2002
1042,26,13,8,1,2003
1043,26,10,118,1,2005
1044,26,3,3,1,2012
1045,26,1,26,1,2016
1046,11,2,1,1,2017
1047,11,5,14,1,2019
1048,11,2,59,1,2019
1049,11,1,17,1,2024
1050,11,8,70,1,2024
1051,11,5,15,1,2024
1052,11,5,17,1,2027
1053,11,2,19,1,2029
1054,11,3,20,1,2029
1055,11,2,64,1,2030
1056,11,1,9,1,2033
1057,26,3,25,1,2034
1058,26,2,5,1,2036
1059,26,7,31,1,2038
1060,26,2,2,1,2039
1061,11,2,10,1,2039
1062,11,3,6,1,2041
1063,11,5,23,1,2042
1064,11,2,27,1,2042
1065,11,3,17,1,2044
1066,11,7,12,1,2045
1067,11,2,23,1,2045
1068,11,3,73,1,2046
1069,11,4,116,1,2047
1070,11,2,86,1,2054
1071,40,10,8,1,2057
1072,40,2,56,1,2060
1073,40,3,17,1,2061
1074,40,12,90,1,2061
1075,40,5,23,1,2063
1076,40,2,4,1,2067
1077,40,5,13,1,2071
1078,41,3,5,1,2071
1079,41,2,33,1,2071
1080,41,4,10,1,2072
1081,41,1,90,1,2073
1082,41,3,8,1,2075
1083,41,1,19,1,2075
1084,41,7,56,1,2076
1085,36,9,10,1,2077
1086,36,4,68,1,2079
1087,36,1,13,1,2086
1088,29,5,28,1,2087
1089,2,2,30,1,2088
1090,2,1,9,1,2088
1091,2,4,8,1,2090
1092,2,2,21,1,2092
1093,49,4,42,1,2093
1094,49,2,68,1,2094
1095,49,4,13,1,2094
1096,49,3,1,1,2096
1097,38,1,43,1,2096
1098,11,4,21,1,2099
1099,11,2,21,1,2106
1100,11,9,22,1,2106
1101,11,10,19,1,2107
1102,11,5,23,1,2112
1103,11,2,4,1,2113
1104,11,12,40,1,2113
