job-id,userid,expected-time-to-completion,memory,priority,arrival-time
311,605,3,6,1,663
312,605,1,10,1,664
313,605,1,6,1,667
314,605,3,138,1,673
315,605,2,38,1,674
316,605,3,35,1,676
317,605,1,3,1,677
318,605,12,19,1,679
319,605,7,12,1,680
320,605,8,5,1,686
321,605,1,15,1,687
322,605,1,24,1,694
323,605,7,3,1,695
324,605,3,10,1,696
325,605,1,9,1,696
326,976,4,9,2,697
327,976,2,13,2,699
328,976,2,28,2,700
329,976,1,10,2,701
330,976,2,54,2,707
331,976,4,5,2,712
332,976,2,20,2,716
333,976,2,25,2,717
334,976,4,1,2,720
335,976,5,3,2,720
336,976,10,112,2,724
337,976,11,75,2,730
338,543,1,3,2,732
339,543,2,102,2,734
340,74,5,24,2,735
341,74,1,50,2,738
342,74,1,20,2,743
343,74,8,80,2,743
344,74,6,87,2,744
345,74,6,85,2,746
346,74,2,45,2,748
347,74,5,65,2,751
348,74,7,147,2,752
349,74,6,2,2,754
350,74,5,59,2,755
351,74,1,48,2,761
352,74,4,15,2,764
353,74,2,44,2,765
354,74,4,57,2,765
355,74,4,21,2,769
356,74,11,4,2,773
357,74,3,123,2,773
358,74,1,28,2,776
359,74,4,62,2,778
360,74,6,8,2,780
361,74,2,10,2,780
362,74,1,42,2,781
363,74,4,60,2,781
364,74,4,55,2,782
365,74,6,13,2,785
366,74,4,21,2,786
367,74,6,13,2,786
368,74,2,4,2,786
369,74,1,64,2,786
370,74,3,38,2,787
371,74,3,16,2,788
372,657,4,23,1,792
373,772,2,55,2,795
374,772,10,25,2,797
375,772,6,14,2,798
376,283,7,11,2,800
377,283,2,5,2,806
378,694,11,14,2,807
379,694,6,94,2,807
380,694,3,11,2,807
381,694,1,26,2,812
382,837,3,73,2,814
383,837,2,18,2,814
384,837,1,57,2,815
385,837,3,50,2,817
386,837,3,31,2,822
387,120,3,51,1,827
388,120,4,35,1,828
389,120,6,6,1,834
390,120,4,19,1,837
391,120,2,22,1,838
392,120,6,7,1,838
393,120,4,49,1,839
394,120,5,160,1,841
395,120,23,22,1,842
396,120,6,48,1,844
397,120,2,63,1,848
398,120,1,28,1,850
399,120,2,50,1,852
400,120,1,45,1,854
401,120,12,26,1,855
402,120,6,36,1,858
403,120,4,30,1,860
404,120,10,89,1,861
405,120,4,8,1,862
406,439,3,4,1,863
407,439,2,4,1,863
408,439,2,33,1,863
409,439,2,18,1,864
410,439,2,86,1,866
411,439,9,34,1,867
412,538,4,9,2,867
413,538,2,30,2,868
414,538,3,54,2,869
415,538,2,27,2,872
416,745,2,10,1,873
417,745,1,3,1,873
418,745,1,18,1,877
419,745,5,5,1,878
420,92,3,129,2,880
421,92,5,27,2,881
422,92,1,48,2,884
423,92,2,15,2,885
424,92,3,1,2,889
425,92,8,40,2,890
426,92,2,105,2,890
427,92,12,6,2,890
428,92,5,66,2,891
429,92,13,72,2,893
430,92,3,1,2,893
431,92,2,2,2,895
432,92,20,23,2,900
433,835,5,23,2,902
434,835,2,34,2,905
435,835,2,42,2,907
436,835,2,134,2,911
437,835,3,11,2,912
438,835,1,10,2,914
439,478,4,42,1,916
440,478,4,93,1,916
441,478,11,150,1,917
442,478,3,15,1,919
443,478,2,4,1,921
444,478,10,21,1,923
445,478,3,10,1,925
446,461,4,21,2,926
447,461,8,15,2,929
448,461,1,24,2,930
449,461,2,34,2,932
450,461,3,10,2,934
451,96,1,30,2,937
452,879,4,19,2,941
453,879,1,99,2,943
454,218,5,3,2,947
455,218,4,14,2,949
456,218,2,24,2,950
457,218,2,5,2,951
458,218,3,15,2,953
459,218,3,12,2,953
460,218,1,18,2,957
461,218,6,54,2,957
462,218,2,22,2,958
463,218,1,44,2,959
464,218,2,13,2,964
465,218,4,49,2,964
466,218,4,42,2,967
467,218,5,71,2,968
468,218,2,30,2,970
469,218,7,18,2,970
470,497,1,67,2,971
471,497,2,67,2,972
472,497,7,18,2,975
473,497,2,62,2,975
474,497,2,39,2,981
475,497,1,67,2,982
476,788,12,39,2,982
477,788,3,19,2,984
478,731,1,8,2,989
479,731,4,8,2,990
480,238,5,78,2,991
481,238,6,18,2,991
482,238,5,39,2,996
483,381,4,6,2,1003
484,381,9,98,2,1003
485,381,2,21,2,1005
486,381,16,40,2,1008
487,381,9,7,2,1009
488,381,4,32,2,1011
489,640,3,18,2,1012
490,640,1,44,2,1013
491,640,2,12,2,1014
492,640,3,49,2,1017
493,640,1,6,2,1018
494,640,4,98,2,1019
495,640,1,33,2,1023
496,640,8,28,2,1025
497,640,6,27,2,1026
498,640,1,14,2,1027
499,640,12,31,2,1027
500,640,12,12,2,1033
501,640,2,21,2,1036
502,640,8,4,2,1042
503,640,3,4,2,1042
504,959,1,3,2,1042
505,959,1,13,2,1047
506,959,7,12,2,1048
507,959,3,3,2,1050
508,959,6,58,2,1053
509,959,1,174,2,1055
510,570,12,1,2,1058
511,185,1,26,2,1061
512,185,4,61,2,1063
513,185,1,51,2,1067
514,180,1,3,2,1068
515,180,6,23,2,1068
516,180,4,10,2,1069
517,180,1,29,2,1073
518,180,3,91,2,1077
519,180,2,17,2,1077
520,180,2,9,2,1077
521,180,3,3,2,1078
522,180,2,6,2,1080
523,227,3,30,2,1081
524,227,2,20,2,1081
525,227,1,13,2,1086
526,227,3,51,2,1086
527,227,4,25,2,1086
528,227,3,33,2,1088
529,227,4,6,2,1088
530,227,3,27,2,1089
531,227,2,4,2,1090
532,227,5,7,2,1091
533,227,2,15,2,1092
534,227,4,23,2,1092
535,227,2,13,2,1092
536,227,3,65,2,1093
537,227,2,56,2,1093
538,227,6,22,2,1097
539,227,1,9,2,1104
540,518,3,47,2,1104
541,518,3,38,2,1105
542,518,8,31,2,1106
543,518,5,34,2,1108
544,518,2,5,2,1108
545,518,2,143,2,1109
546,701,1,48,2,1110
547,701,8,38,2,1117
548,701,2,33,2,1119
549,701,2,4,2,1120
550,701,2,10,2,1120
551,701,1,3,2,1122
552,701,5,17,2,1123
553,416,3,26,2,1123
554,159,1,49,2,1125
555,159,3,5,2,1125
556,159,6,21,2,1128
557,159,9,5,2,1129
558,42,5,28,2,1129
559,42,2,13,2,1129
560,42,1,27,2,1130
561,42,1,187,2,1131
562,561,3,21,2,1131
563,561,2,6,2,1132
564,561,1,21,2,1133
565,561,6,3,2,1134
566,561,5,10,2,1135
567,561,10,4,2,1136
568,561,11,53,2,1137
569,561,5,13,2,1139
570,561,11,16,2,1144
571,740,7,50,1,1148
572,740,5,27,1,1148
573,740,4,4,1,1148
574,740,2,8,1,1148
575,131,1,21,2,1149
576,131,2,56,2,1149
577,131,4,29,2,1153
578,131,2,2,2,1163
579,131,8,34,2,1165
580,131,2,128,2,1166
581,131,4,31,2,1167
582,131,2,12,2,1168
583,131,4,57,2,1173
584,131,3,50,2,1176
585,131,3,78,2,1177
586,131,6,3,2,1179
587,131,5,8,2,1184
588,131,2,6,2,1185
589,131,5,23,2,1187
590,131,2,2,2,1190
591,131,4,34,2,1191
592,131,2,7,2,1192
593,131,1,59,2,1193
594,131,4,11,2,1194
595,131,4,35,2,1196
596,131,2,65,2,1196
597,131,3,15,2,1201
598,238,4,14,2,1206
599,238,5,23,2,1206
600,238,8,112,2,1206
601,238,3,55,2,1206
602,238,1,17,2,1206
603,238,3,6,2,1211
604,238,2,13,2,1213
605,238,1,10,2,1215
606,238,4,17,2,1215
607,238,15,24,2,1215
608,645,2,30,2,1216
609,645,2,13,2,1217
610,645,2,5,2,1222
611,645,2,33,2,1226
612,645,1,46,2,1227
613,645,11,87,2,1229
614,645,1,1,2,1231
615,645,1,2,2,1234
616,645,2,32,2,1234
617,645,3,49,2,1234
618,544,2,32,2,1237
619,544,4,2,2,1238
620,783,4,4,2,1238
621,783,3,38,2,1241
622,783,3,124,2,1241
623,783,4,14,2,1242
624,783,2,101,2,1246
625,783,3,34,2,1253
626,783,2,24,2,1254
627,783,2,7,2,1254
628,130,1,2,2,1254
629,130,2,25,2,1255
630,130,3,40,2,1257
631,321,1,22,2,1258
632,321,2,47,2,1258
633,321,3,37,2,1258
634,321,8,20,2,1260
635,321,7,16,2,1260
636,321,1,88,2,1261
637,321,3,5,2,1261
638,321,1,51,2,1261
639,321,3,15,2,1263
640,321,5,33,2,1269
641,321,2,39,2,1270
642,321,3,73,2,1271
643,321,2,30,2,1272
644,321,1,43,2,1277
645,321,3,6,2,1279
646,308,4,58,2,1283
647,308,1,23,2,1283
648,308,3,12,2,1283
649,308,3,4,2,1285
650,308,3,17,2,1286
651,308,2,51,2,1287
652,308,3,98,2,1292
653,308,4,14,2,1292
654,308,2,8,2,1295
655,308,2,128,2,1296
656,499,4,42,2,1297
657,499,4,23,2,1297
658,499,5,1,2,1300
659,499,6,25,2,1301
660,499,3,13,2,1307
661,499,15,2,2,1308
662,499,2,8,2,1309
663,558,4,37,2,1316
664,558,2,20,2,1318
665,558,1,16,2,1319
666,558,4,6,2,1320
667,558,2,9,2,1330
668,989,1,12,2,1331
669,989,3,30,2,1331
670,989,4,68,2,1332
671,448,1,23,2,1334
672,448,8,27,2,1335
673,263,1,74,2,1337
674,263,8,40,2,1341
675,263,7,5,2,1342
676,263,3,19,2,1342
677,263,2,4,2,1346
678,263,5,85,2,1348
679,263,6,35,2,1353
680,263,3,42,2,1358
681,263,2,48,2,1360
682,263,2,3,2,1364
683,770,2,48,2,1366
684,969,3,14,1,1368
685,969,1,31,1,1372
686,108,7,46,2,1372
687,108,3,43,2,1373
688,108,4,52,2,1376
689,108,2,24,2,1376
690,108,6,21,2,1378
691,108,3,11,2,1380
692,108,2,13,2,1384
693,108,3,162,2,1384
694,108,3,14,2,1385
695,108,2,8,2,1386
696,108,6,126,2,1388
697,108,1,6,2,1390
698,108,2,21,2,1395
699,108,10,34,2,1395
700,108,6,9,2,1397
701,108,3,10,2,1398
702,108,2,81,2,1399
703,108,1,14,2,1399
704,675,2,41,2,1400
705,675,2,20,2,1404
706,675,2,16,2,1404
707,675,3,4,2,1406
708,675,3,45,2,1407
709,675,4,14,2,1408
710,675,5,16,2,1409
711,518,5,21,2,1410
712,518,8,19,2,1413
713,518,3,7,2,1413
714,518,1,6,2,1413
715,518,3,41,2,1415
716,525,7,6,2,1415
717,525,2,18,2,1416
718,525,13,8,2,1417
719,872,2,6,1,1418
720,872,11,3,1,1426
721,872,6,56,1,1427
722,872,3,3,1,1428
723,872,10,13,1,1430
724,872,2,2,1,1431
725,872,8,14,1,1432
726,872,3,16,1,1433
727,872,1,13,1,1435
728,872,9,1,1,1437
729,919,5,10,2,1437
730,919,2,38,2,1440
731,730,2,10,2,1441
732,730,2,15,2,1441
733,730,6,1,2,1441
734,730,8,27,2,1442
735,730,3,41,2,1443
736,730,1,20,2,1446
737,730,7,55,2,1448
738,489,8,12,2,1449
739,708,2,7,2,1452
740,708,3,5,2,1460
741,708,1,5,2,1461
742,708,1,28,2,1464
743,708,5,70,2,1466
744,708,1,121,2,1468
745,708,4,27,2,1472
746,708,4,10,2,1473
747,715,3,2,2,1475
748,715,2,9,2,1481
749,715,4,33,2,1484
750,715,3,30,2,1484
751,574,1,18,2,1486
752,574,3,31,2,1487
753,574,2,5,2,1488
754,701,4,12,2,1488
755,701,1,29,2,1490
756,701,2,42,2,1492
757,360,1,21,2,1493
758,360,7,3,2,1494
759,360,11,9,2,1505
760,360,9,34,2,1506
761,951,4,35,2,1507
762,951,6,21,2,1507
763,951,3,11,2,1507
764,951,4,18,2,1507
765,951,5,5,2,1507
766,951,7,46,2,1508
767,951,2,2,2,1509
768,82,3,46,2,1510
769,82,2,29,2,1510
770,233,6,17,2,1510
771,233,2,5,2,1511
772,233,11,54,2,1515
773,780,12,45,2,1516
774,780,1,29,2,1516
775,780,2,66,2,1522
776,780,7,4,2,1522
777,780,1,6,2,1523
778,780,6,11,2,1524
779,780,6,3,2,1526
780,780,5,6,2,1526
781,780,2,14,2,1528
782,780,6,18,2,1534
783,780,5,56,2,1535
784,780,6,6,2,1535
785,780,3,24,2,1537
786,780,4,20,2,1544
787,780,4,10,2,1551
788,780,7,42,2,1551
789,780,2,46,2,1552
790,780,5,38,2,1553
791,747,2,15,2,1554
792,747,4,8,2,1554
793,206,2,79,2,1558
794,206,3,18,2,1558
795,206,1,16,2,1558
796,206,3,35,2,1560
797,206,7,5,2,1560
798,206,5,26,2,1560
799,293,4,19,2,1562
800,293,3,15,2,1564
801,536,2,8,2,1564
802,536,2,12,2,1565
803,335,3,7,2,1566
804,335,5,98,2,1568
805,335,2,4,2,1569
806,335,3,26,2,1569
807,335,1,28,2,1569
808,335,3,12,2,1576
809,335,3,6,2,1576
810,335,4,28,2,1581
811,335,12,118,2,1582
812,335,8,11,2,1582
813,335,2,20,2,1585
814,335,2,3,2,1589
815,335,2,17,2,1600
816,858,5,1,2,1605
817,858,3,53,2,1607
818,858,2,12,2,1609
819,858,5,40,2,1610
820,858,6,71,2,1612
821,858,10,29,2,1612
822,858,7,19,2,1612
823,858,6,9,2,1613
824,858,4,37,2,1615
825,858,3,20,2,1619
826,858,3,8,2,1624
827,858,4,5,2,1625
828,858,4,5,2,1628
829,858,2,25,2,1629
830,858,6,2,2,1629
831,858,8,19,2,1629
832,801,4,29,2,1630
833,548,5,1,1,1632
834,548,1,38,1,1633
835,548,3,60,1,1635
836,379,2,13,2,1639
837,379,7,18,2,1639
838,606,2,56,2,1642
839,606,7,46,2,1643
840,606,9,71,2,1645
841,606,5,29,2,1647
842,606,5,2,2,1652
843,606,1,11,2,1656
844,606,2,56,2,1659
845,606,3,27,2,1663
846,253,1,41,2,1664
847,253,5,78,2,1667
848,253,1,32,2,1669
849,253,3,10,2,1672
850,253,3,59,2,1672
851,256,4,44,2,1673
852,256,3,16,2,1675
853,256,1,19,2,1677
854,256,2,18,2,1679
855,256,2,41,2,1683
856,256,3,32,2,1685
857,256,2,6,2,1686
858,319,5,70,2,1687
859,319,2,30,2,1688
860,319,3,42,2,1691
861,319,1,59,2,1693
862,319,2,13,2,1701
863,319,5,21,2,1705
864,319,3,52,2,1706
865,319,5,13,2,1713
866,319,3,13,2,1716
867,319,3,12,2,1725
868,319,5,27,2,1725
869,858,1,61,2,1727
870,858,2,13,2,1730
871,858,3,1,2,1732
872,858,1,55,2,1736
873,858,2,4,2,1738
874,953,6,9,1,1738
875,953,6,22,1,1745
876,953,2,4,1,1747
877,953,4,21,1,1748
878,953,1,31,1,1749
879,700,2,86,2,1749
880,700,1,29,2,1750
881,700,2,4,2,1757
882,700,2,24,2,1760
883,899,3,4,2,1762
884,899,8,39,2,1762
885,899,10,14,2,1764
886,899,1,14,2,1765
887,899,7,7,2,1767
888,899,7,64,2,1767
889,899,3,53,2,1771
890,899,5,26,2,1772
891,899,3,10,2,1773
892,899,3,9,2,1773
893,899,7,54,2,1775
894,899,2,81,2,1778
895,899,12,20,2,1779
896,366,4,6,2,1780
897,366,1,25,2,1780
898,366,8,15,2,1782
899,366,3,86,2,1783
900,366,2,11,2,1786
901,366,2,98,2,1786
902,366,3,112,2,1786
903,366,1,18,2,1790
904,366,2,22,2,1792
905,366,1,157,2,1793
906,366,2,22,2,1795
907,366,2,105,2,1796
908,366,1,31,2,1799
909,366,1,47,2,1803
910,366,12,68,2,1807
911,366,4,46,2,1809
912,997,4,15,2,1812
913,997,4,51,2,1814
914,997,7,10,2,1819
915,997,3,62,2,1824
916,997,4,35,2,1827
917,997,1,16,2,1828
918,997,2,64,2,1830
919,997,8,99,2,1831
920,997,2,28,2,1832
921,997,1,4,2,1834
922,997,16,47,2,1834
923,997,10,3,2,1835
924,997,4,8,2,1841
925,997,3,18,2,1842
926,997,6,24,2,1851
927,856,8,4,1,1855
928,856,2,31,1,1855
929,119,2,9,2,1855
930,119,2,9,2,1856
931,202,1,14,2,1856
932,202,1,21,2,1857
933,177,7,8,2,1858
934,177,8,19,2,1859
935,177,1,52,2,1863
936,177,5,43,2,1864
937,177,7,19,2,1865
938,177,1,14,2,1865
939,177,2,57,2,1867
940,177,1,7,2,1868
941,177,5,2,2,1868
942,177,6,24,2,1874
943,100,2,16,2,1878
944,100,8,178,2,1890
945,100,10,100,2,1896
946,100,3,41,2,1900
947,100,2,22,2,1901
948,100,8,46,2,1901
949,100,5,11,2,1902
950,100,7,40,2,1903
951,100,1,105,2,1904
952,100,7,24,2,1905
953,100,4,22,2,1905
954,100,7,21,2,1911
955,100,3,2,2,1912
956,100,1,4,2,1913
957,100,1,4,2,1914
958,483,1,129,2,1916
959,483,2,162,2,1919
960,483,3,6,2,1921
961,483,2,9,2,1923
962,483,5,27,2,1926
963,798,2,10,2,1928
964,798,1,6,2,1930
965,685,2,52,2,1930
966,685,3,24,2,1931
967,685,3,5,2,1932
968,685,3,11,2,1936
969,685,3,32,2,1936
970,685,2,93,2,1937
971,685,4,9,2,1941
972,685,3,17,2,1941
973,685,1,22,2,1945
974,685,1,16,2,1946
975,685,1,122,2,1949
976,685,6,67,2,1951
977,160,2,59,2,1952
978,160,3,24,2,1954
979,160,3,12,2,1954
980,160,14,3,2,1954
981,160,6,68,2,1955
982,160,1,9,2,1956
983,160,4,13,2,1956
984,160,5,12,2,1959
985,847,3,3,2,1963
986,586,4,16,2,1968
987,33,5,49,2,1968
988,33,4,10,2,1972
989,33,3,55,2,1972
990,33,5,21,2,1975
991,33,7,25,2,1976
992,33,2,10,2,1977
993,33,5,35,2,1979
994,33,9,4,2,1982
995,33,1,4,2,1982
996,33,3,65,2,1986
997,668,6,1,1,1988
998,668,1,10,1,1990
999,668,3,21,1,1991
1000,668,2,18,1,2002
1001,668,6,23,1,2002
1002,603,2,61,2,2003
1003,603,2,26,2,2004
1004,603,9,57,2,2007
1005,603,4,4,2,2008
1006,603,2,12,2,2009
1007,518,2,7,2,2010
1008,518,5,67,2,2011
1009,85,3,51,2,2012
1010,85,10,23,2,2016
1011,176,6,6,2,2018
1012,176,2,10,2,2019
1013,176,3,6,2,2022
1014,711,5,10,2,2023
1015,711,3,19,2,2024
1016,711,8,21,2,2024
1017,690,2,78,2,2032
1018,690,1,98,2,2034
1019,690,4,17,2,2035
1020,690,6,35,2,2035
1021,690,3,8,2,2036
1022,690,1,2,2,2039
1023,690,2,30,2,2042
1024,690,3,68,2,2042
1025,633,3,41,2,2043
1026,633,1,5,2,2052
1027,633,3,42,2,2052
1028,633,1,2,2,2054
1029,633,4,22,2,2057
1030,633,1,37,2,2058
1031,633,3,29,2,2060
1032,836,4,9,2,2060
1033,836,7,19,2,2061
1034,836,3,40,2,2061
1035,836,4,10,2,2066
1036,836,1,4,2,2067
1037,836,5,29,2,2067
1038,836,2,13,2,2068
1039,836,4,20,2,2071
1040,963,3,8,2,2075
1041,918,2,15,2,2078
1042,918,5,36,2,2079
1043,989,1,10,2,2083
1044,989,3,48,2,2084
1045,888,4,22,2,2084
1046,888,4,2,2,2085
1047,888,6,23,2,2090
1048,888,10,18,2,2091
1049,263,3,84,2,2091
1050,263,2,13,2,2093
1051,263,3,19,2,2094
1052,263,8,66,2,2096
1053,106,1,62,2,2096
1054,106,7,22,2,2097
1055,785,4,69,2,2097
1056,785,5,13,2,2098
1057,785,2,35,2,2099
1058,785,1,17,2,2100
1059,785,3,56,2,2101
1060,785,1,91,2,2105
1061,212,16,3,2,2111
1062,299,8,3,2,2111
1063,299,3,2,2,2112
1064,299,6,24,2,2112
1065,299,2,3,2,2114
1066,299,2,138,2,2114
1067,299,4,2,2,2121
1068,299,6,61,2,2123
1069,299,2,24,2,2125
1070,299,2,7,2,2125
1071,494,2,14,2,2128
1072,494,1,45,2,2131
1073,494,9,47,2,2137
1074,494,2,2,2,2141
1075,494,3,22,2,2141
1076,494,2,10,2,2149
1077,494,1,24,2,2153
1078,494,2,1,2,2155
1079,494,1,7,2,2157
1080,693,1,6,2,2157
1081,693,2,69,2,2157
1082,216,2,22,2,2161
1083,216,6,19,2,2162
1084,216,4,46,2,2167
1085,216,20,32,2,2167
1086,216,6,52,2,2168
1087,216,2,10,2,2171
1088,216,5,10,2,2173
1089,695,7,7,1,2174
1090,695,8,4,1,2177
1091,695,2,42,1,2177
1092,695,4,81,1,2177
1093,695,5,71,1,2179
1094,10,6,114,2,2181
1095,10,5,15,2,2183
1096,10,1,5,2,2187
1097,10,5,14,2,2194
1098,10,3,122,2,2194
1099,10,3,12,2,2195
1100,10,7,16,2,2197
