job-id,userid,expected-time-to-completion,memory,priority,arrival-time
213,594,5,20,1,425
214,409,2,2,2,433
215,409,11,4,2,435
216,409,2,33,2,436
217,409,8,43,2,443
218,409,2,1,2,443
219,409,3,14,2,443
220,844,3,12,1,444
221,844,1,3,1,447
222,844,2,70,1,450
223,844,3,8,1,450
224,844,3,15,1,451
225,844,3,62,1,451
226,739,4,10,2,456
227,739,2,19,2,457
228,422,1,34,2,461
229,629,3,51,2,461
230,352,4,15,1,466
231,352,2,2,1,466
232,352,7,1,1,468
233,352,2,60,1,469
234,111,1,33,1,472
235,111,3,8,1,472
236,111,3,17,1,474
237,111,4,2,1,474
238,111,8,6,1,479
239,111,2,6,1,480
240,111,1,15,1,483
241,111,8,41,1,486
242,111,2,68,1,488
243,111,3,171,1,489
244,111,3,21,1,490
245,466,3,40,1,491
246,673,6,68,2,494
247,20,3,2,2,498
248,147,1,79,2,499
249,574,10,2,2,504
250,574,5,37,2,505
251,574,5,34,2,507
252,574,1,1,2,507
253,574,6,11,2,507
254,574,3,59,2,507
255,574,4,32,2,511
256,574,3,1,2,512
257,574,3,32,2,514
258,821,2,5,2,520
259,821,2,21,2,521
260,821,2,4,2,521
261,821,3,37,2,521
262,821,2,10,2,522
263,821,4,62,2,523
264,821,21,8,2,523
265,821,8,28,2,525
266,821,5,54,2,525
267,821,4,81,2,526
268,821,6,23,2,526
269,821,11,13,2,537
270,821,6,24,2,537
271,272,3,9,2,537
272,272,5,18,2,539
273,272,2,6,2,539
274,272,2,146,2,542
275,975,1,7,2,544
276,975,3,19,2,544
277,975,4,40,2,545
278,975,3,45,2,545
279,650,3,46,2,547
280,650,1,7,2,548
281,650,1,3,2,548
282,650,6,2,2,548
283,650,4,20,2,555
284,650,3,15,2,555
285,650,4,13,2,555
286,650,10,25,2,556
287,121,451,120,3,558
288,121,63,242,3,559
289,121,231,999,3,561
290,121,122,272,3,563
291,121,457,110,3,567
292,121,700,83,3,569
293,121,47,467,3,574
294,121,70,599,3,591
295,121,296,181,3,591
296,121,127,741,3,592
297,121,476,279,3,592
298,121,319,154,3,597
299,121,875,59,3,597
300,412,1,17,2,598
301,412,21,20,2,600
302,412,6,18,2,605
303,412,2,122,2,606
304,763,16,13,2,607
305,763,7,73,2,609
306,763,2,14,2,612
307,763,5,14,2,612
308,763,8,2,2,614
309,763,6,54,2,617
310,763,9,47,2,618
311,763,2,85,2,619
312,763,1,6,2,621
313,763,2,10,2,625
314,763,6,36,2,627
315,763,4,29,2,630
316,763,4,8,2,632
317,763,7,48,2,634
318,763,3,3,2,637
319,763,4,178,2,640
320,763,4,15,2,640
321,763,5,14,2,641
322,763,5,77,2,644
323,763,3,30,2,648
324,763,4,67,2,649
325,942,2,42,2,651
326,942,4,25,2,652
327,373,10,3,2,652
328,373,5,28,2,653
329,373,8,6,2,656
330,608,3,4,2,658
331,608,1,47,2,664
332,608,8,50,2,670
333,608,9,13,2,670
334,608,2,70,2,673
335,495,6,2,2,677
336,338,3,9,2,680
337,338,3,10,2,680
338,338,15,52,2,683
339,338,6,25,2,687
340,338,2,33,2,689
341,681,10,14,2,692
342,681,4,12,2,693
343,681,2,29,2,694
344,681,2,17,2,695
345,681,8,1,2,697
346,681,1,102,2,700
347,681,2,44,2,705
348,681,8,63,2,706
349,572,1,50,2,708
350,572,3,35,2,713
351,572,5,3,2,714
352,572,1,4,2,717
353,572,3,60,2,727
354,572,1,14,2,728
355,572,1,61,2,735
356,572,7,31,2,735
357,572,4,16,2,736
358,572,7,67,2,738
359,572,1,26,2,739
360,572,2,14,2,739
361,572,1,32,2,740
362,572,6,8,2,742
363,572,13,15,2,742
364,572,1,27,2,743
365,572,2,2,2,743
366,619,4,11,2,747
367,619,3,15,2,748
368,302,1,15,2,750
369,717,10,106,1,750
370,717,5,130,1,751
371,528,3,8,2,755
372,528,4,145,2,755
373,607,11,72,2,755
374,607,5,50,2,758
375,607,1,19,2,758
376,607,4,7,2,762
377,607,1,30,2,765
378,607,4,7,2,766
379,607,2,17,2,768
380,607,5,10,2,770
381,607,1,8,2,775
382,607,2,14,2,777
383,610,250,81,3,780
384,769,5,41,2,781
385,769,2,6,2,785
386,769,1,11,2,791
387,769,3,18,2,792
388,132,2,16,1,793
389,132,2,72,1,796
390,132,2,2,1,796
391,132,2,41,1,797
392,132,5,18,1,797
393,132,2,14,1,800
394,132,2,8,1,808
395,579,4,31,2,809
396,579,9,27,2,811
397,579,2,63,2,812
398,579,1,42,2,812
399,579,1,20,2,812
400,286,2,25,2,812
401,109,5,9,2,816
402,464,190,37,3,817
403,464,372,207,3,818
404,464,21,95,3,820
405,464,570,221,3,821
406,464,141,329,3,824
407,464,441,22,3,832
408,935,9,13,2,835
409,935,3,59,2,837
410,935,3,67,2,842
411,935,2,1,2,843
412,935,2,11,2,845
413,935,8,5,2,846
414,322,243,13,3,847
415,322,731,89,3,849
416,322,681,150,3,851
417,322,200,149,3,852
418,322,225,408,3,852
419,322,851,198,3,853
420,322,106,40,3,857
421,322,825,625,3,861
422,513,4,86,2,861
423,513,6,34,2,861
424,513,4,109,2,867
425,484,2,32,2,869
426,484,1,3,2,871
427,484,11,54,2,876
428,484,5,12,2,877
429,484,2,41,2,877
430,484,6,5,2,879
431,484,2,38,2,880
432,484,5,17,2,883
433,427,4,15,2,884
434,558,2,69,2,886
435,558,6,7,2,886
436,558,3,117,2,888
437,597,2,41,2,894
438,597,4,54,2,896
439,597,18,5,2,896
440,904,589,39,3,899
441,904,569,348,3,901
442,904,639,260,3,903
443,904,30,394,3,905
444,904,85,502,3,908
445,904,8,512,3,909
446,904,892,887,3,912
447,904,234,21,3,913
448,375,2,44,2,913
449,375,6,13,2,914
450,375,8,93,2,914
451,375,5,9,2,915
452,375,2,12,2,917
453,375,3,22,2,922
454,375,5,7,2,922
455,375,4,25,2,929
456,375,3,22,2,930
457,554,10,32,2,935
458,554,6,9,2,938
459,554,5,13,2,940
460,554,4,4,2,942
461,554,6,84,2,942
462,561,5,40,1,944
463,561,2,82,1,944
464,561,2,4,1,944
465,404,1,72,2,944
466,404,6,21,2,946
467,404,8,37,2,946
468,331,4,32,2,947
469,331,1,21,2,949
470,734,2,21,2,950
471,734,2,8,2,952
472,734,2,36,2,954
473,837,3,6,2,955
474,536,1,18,2,955
475,536,3,12,2,958
476,536,3,7,2,960
477,536,5,71,2,962
478,536,3,15,2,963
479,536,3,173,2,970
480,536,2,13,2,970
481,536,3,40,2,970
482,575,3,63,2,970
483,575,2,48,2,972
484,466,1,66,1,974
485,466,3,10,1,974
486,466,2,30,1,976
487,466,5,15,1,977
488,466,1,23,1,980
489,466,2,2,1,981
490,466,2,5,1,983
491,466,2,26,1,983
492,217,3,16,2,983
493,700,1,11,1,983
494,700,1,16,1,985
495,700,2,66,1,986
496,700,4,21,1,987
497,731,12,15,1,988
498,731,2,75,1,988
499,46,4,18,2,989
500,46,2,44,2,990
501,46,1,94,2,991
502,46,4,9,2,992
503,46,7,4,2,998
504,381,3,13,2,999
505,381,2,4,2,999
506,381,2,44,2,1003
507,381,5,25,2,1009
508,8,4,97,2,1012
509,8,6,10,2,1013
510,503,4,112,2,1015
511,503,3,4,2,1015
512,503,5,10,2,1017
513,503,4,78,2,1017
514,490,3,2,1,1022
515,490,1,42,1,1027
516,490,1,5,1,1027
517,490,3,20,1,1028
518,490,3,34,1,1030
519,490,3,34,1,1036
520,490,2,14,1,1037
521,490,6,31,1,1038
522,490,4,6,1,1040
523,490,1,16,1,1043
524,490,3,5,1,1044
525,865,3,28,2,1045
526,396,1,3,2,1046
527,396,15,21,2,1046
528,396,3,16,2,1053
529,939,6,26,2,1058
530,939,5,34,2,1059
531,230,3,33,2,1059
532,230,1,19,2,1062
533,230,2,16,2,1064
534,230,3,18,2,1070
535,230,3,26,2,1071
536,230,2,6,2,1075
537,230,2,57,2,1077
538,230,4,29,2,1080
539,230,7,14,2,1082
540,230,1,9,2,1083
541,230,3,3,2,1084
542,230,2,44,2,1084
543,230,3,39,2,1085
544,405,1,31,2,1086
545,405,5,6,2,1088
546,405,4,8,2,1088
547,405,4,88,2,1092
548,744,4,27,2,1097
549,744,2,17,2,1099
550,744,1,20,2,1101
551,744,1,9,2,1102
552,744,10,10,2,1102
553,744,2,7,2,1102
554,744,16,28,2,1103
555,744,2,44,2,1107
556,744,5,48,2,1107
557,744,5,26,2,1108
558,744,5,11,2,1108
559,744,1,5,2,1109
560,744,2,3,2,1110
561,744,4,81,2,1110
562,744,2,24,2,1111
563,744,2,4,2,1114
564,744,1,31,2,1116
565,879,1,3,2,1117
566,879,2,29,2,1120
567,970,7,11,2,1120
568,970,2,11,2,1123
569,970,2,11,2,1126
570,970,5,9,2,1128
571,609,5,3,2,1136
572,609,7,17,2,1137
573,756,4,16,2,1139
574,756,3,28,2,1140
575,756,1,6,2,1142
576,756,1,49,2,1142
577,756,4,16,2,1144
578,756,5,16,2,1145
579,11,6,36,2,1150
580,11,1,16,2,1153
581,11,1,67,2,1155
582,11,1,2,2,1159
583,822,3,2,2,1160
584,501,2,8,2,1161
585,501,4,18,2,1161
586,501,1,3,2,1163
587,560,58,107,3,1164
588,560,111,189,3,1165
589,560,69,69,3,1170
590,560,82,227,3,1172
591,560,656,264,3,1172
592,560,27,27,3,1174
593,560,161,85,3,1180
594,560,271,26,3,1181
595,560,22,725,3,1182
596,560,552,746,3,1182
597,23,7,60,1,1184
598,23,2,14,1,1185
599,23,6,46,1,1186
600,23,6,37,1,1187
601,23,8,46,1,1187
602,23,4,26,1,1188
603,23,1,39,1,1192
604,98,12,18,3,1196
605,98,51,85,3,1203
606,98,1457,297,3,1207
607,98,39,279,3,1208
608,98,233,39,3,1210
609,98,239,24,3,1211
610,98,289,118,3,1212
611,98,531,35,3,1217
612,98,541,42,3,1219
613,98,29,34,3,1219
614,98,224,35,3,1220
615,98,73,143,3,1222
616,98,289,309,3,1222
617,98,240,153,3,1222
618,98,139,71,3,1224
619,721,2,13,2,1224
620,620,1,22,2,1230
621,667,2,60,2,1231
622,667,3,3,2,1232
623,667,3,7,2,1233
624,667,3,11,2,1237
625,667,4,13,2,1237
626,667,1,27,2,1238
627,667,8,19,2,1239
628,667,1,27,2,1241
629,830,3,61,2,1245
630,830,3,26,2,1245
631,21,2,20,2,1251
632,21,5,72,2,1260
633,21,1,8,2,1263
634,21,13,22,2,1264
635,21,1,4,2,1266
636,21,1,94,2,1267
637,21,6,7,2,1268
638,632,1,5,2,1271
639,607,2,21,2,1274
640,607,3,46,2,1278
641,607,5,81,2,1279
642,607,2,23,2,1282
643,607,3,63,2,1287
644,607,1,2,2,1289
645,607,3,36,2,1289
646,522,11,6,2,1291
647,522,3,2,2,1292
648,81,5,39,2,1293
649,876,2,10,2,1294
650,876,12,9,2,1296
651,595,3,93,2,1296
652,595,4,22,2,1296
653,595,2,6,2,1296
654,406,7,73,2,1298
655,406,5,13,2,1299
656,406,6,8,2,1300
657,406,6,24,2,1302
658,406,3,64,2,1302
659,893,2,6,2,1302
660,893,2,22,2,1305
661,893,1,24,2,1306
662,80,6,13,2,1307
663,80,4,45,2,1307
664,80,2,32,2,1308
665,80,3,17,2,1308
666,80,4,94,2,1311
667,80,3,3,2,1312
668,80,4,12,2,1313
669,80,3,45,2,1314
670,80,9,5,2,1317
671,80,4,53,2,1319
672,231,3,3,2,1319
673,231,14,3,2,1321
674,231,2,16,2,1321
675,231,1,40,2,1326
676,231,3,16,2,1327
677,231,2,9,2,1331
678,250,6,19,2,1332
679,250,1,37,2,1333
680,250,3,22,2,1335
681,250,8,2,2,1338
682,250,1,33,2,1340
683,250,2,11,2,1341
684,250,1,1,2,1347
685,250,3,6,2,1351
686,250,11,6,2,1352
687,250,8,7,2,1352
688,250,7,46,2,1352
689,250,1,51,2,1354
690,250,3,12,2,1354
691,250,1,3,2,1362
692,250,1,8,2,1364
693,250,10,27,2,1366
694,250,4,26,2,1366
695,241,10,4,2,1367
696,241,4,29,2,1369
697,804,1,17,2,1370
698,763,6,21,2,1373
699,763,11,34,2,1373
700,763,3,69,2,1374
701,763,3,47,2,1375
702,763,2,6,2,1377
703,763,2,47,2,1378
704,763,2,28,2,1383
705,742,1,30,2,1384
706,742,1,63,2,1384
707,742,1,31,2,1388
708,742,3,6,2,1389
709,742,2,28,2,1396
710,742,9,26,2,1404
711,742,1,16,2,1409
712,742,8,8,2,1409
713,357,2,26,2,1409
714,357,3,50,2,1410
715,357,6,38,2,1414
716,357,2,51,2,1414
717,357,3,34,2,1417
718,357,2,60,2,1417
719,357,3,26,2,1418
720,357,4,24,2,1418
721,357,1,27,2,1418
722,312,2,9,2,1423
723,312,2,69,2,1423
724,312,8,60,2,1424
725,312,6,3,2,1427
726,312,1,12,2,1428
727,312,10,20,2,1429
728,312,1,50,2,1430
729,312,4,9,2,1431
730,312,2,69,2,1434
731,312,9,35,2,1435
732,312,2,69,2,1439
733,567,4,67,2,1440
734,567,7,40,2,1441
735,567,1,86,2,1441
736,567,1,51,2,1441
737,567,2,60,2,1441
738,567,2,116,2,1445
739,567,5,35,2,1446
740,567,6,9,2,1446
741,567,6,27,2,1447
742,567,4,8,2,1449
743,410,15,57,2,1450
744,410,5,7,2,1451
745,410,2,60,2,1454
746,410,1,12,2,1456
747,593,3,2,2,1457
748,956,1,4,2,1458
749,956,2,79,2,1466
750,956,1,32,2,1468
751,956,2,34,2,1469
752,956,1,6,2,1474
753,956,2,83,2,1476
754,956,3,6,2,1479
755,956,2,27,2,1480
756,956,4,61,2,1480
757,956,4,31,2,1481
758,956,3,86,2,1489
759,956,3,35,2,1491
760,956,6,14,2,1499
761,956,3,27,2,1501
762,339,6,77,2,1509
763,339,1,28,2,1510
764,339,1,19,2,1512
765,230,2,18,2,1513
766,213,5,11,2,1515
767,213,2,33,2,1516
768,213,2,94,2,1516
769,760,3,60,2,1518
770,847,4,2,2,1519
771,847,2,30,2,1523
772,847,4,6,2,1527
773,847,5,14,2,1527
774,847,2,1,2,1529
775,847,2,6,2,1529
776,847,7,14,2,1532
777,847,1,86,2,1535
778,847,2,2,2,1537
779,847,6,63,2,1539
780,847,3,54,2,1541
781,847,4,25,2,1543
782,847,2,42,2,1544
783,847,1,15,2,1545
784,530,4,17,2,1549
785,530,2,39,2,1550
786,825,4,69,2,1552
787,825,4,6,2,1553
788,825,9,77,2,1554
789,396,2,31,2,1554
790,396,2,19,2,1557
791,396,6,19,2,1560
792,396,2,21,2,1561
793,396,3,22,2,1562
794,396,3,61,2,1565
795,323,10,2,2,1568
796,323,3,33,2,1570
797,323,11,8,2,1573
798,323,9,78,2,1573
799,323,3,90,2,1575
800,323,1,9,2,1578
801,323,3,11,2,1582
802,323,6,102,2,1582
803,323,2,13,2,1586
804,323,3,2,2,1588
805,326,3,3,2,1592
806,326,2,55,2,1595
807,326,6,76,2,1595
808,326,2,3,2,1596
809,653,6,14,1,1598
810,672,1,40,2,1601
811,672,5,11,2,1605
812,672,6,22,2,1607
813,672,6,14,2,1608
814,672,2,17,2,1608
815,672,3,56,2,1609
816,672,4,41,2,1615
817,672,1,14,2,1617
818,672,1,120,2,1618
819,847,2,1,2,1619
820,847,11,28,2,1622
821,847,12,6,2,1625
822,562,4,47,2,1625
823,562,3,5,2,1627
824,562,2,11,2,1632
825,562,2,40,2,1633
826,562,5,23,2,1633
827,562,3,21,2,1639
828,562,7,59,2,1640
829,1,11,77,2,1640
830,1,1,199,2,1641
831,1,1,11,2,1641
832,1,4,37,2,1643
833,436,2,16,2,1643
834,436,4,30,2,1649
835,436,2,24,2,1649
836,436,7,53,2,1651
837,436,3,26,2,1653
838,675,10,155,2,1654
839,675,3,54,2,1665
840,675,10,7,2,1666
841,675,1,12,2,1666
842,675,3,32,2,1666
843,675,3,27,2,1666
844,454,2,179,2,1667
845,237,3,77,2,1667
846,237,13,6,2,1667
847,237,4,20,2,1669
848,237,1,38,2,1671
849,237,3,14,2,1677
850,237,3,11,2,1678
851,237,4,6,2,1681
852,237,2,3,2,1681
853,237,3,7,2,1681
854,237,8,1,2,1683
855,237,7,51,2,1683
856,237,8,78,2,1684
857,40,1,50,2,1687
858,40,7,63,2,1688
859,767,39,24,3,1691
860,767,132,162,3,1692
861,767,312,119,3,1693
862,767,97,79,3,1693
863,767,47,184,3,1696
864,767,113,127,3,1696
865,767,194,57,3,1697
866,767,6,219,3,1697
867,202,2,28,2,1698
868,153,8,7,2,1701
869,153,4,28,2,1702
870,153,7,46,2,1703
871,153,2,16,2,1703
872,153,4,2,2,1705
873,153,4,9,2,1706
874,153,1,41,2,1708
875,153,2,15,2,1709
876,153,3,63,2,1709
877,153,4,15,2,1710
878,28,4,31,2,1710
879,28,7,8,2,1711
880,28,4,11,2,1715
881,28,2,7,2,1717
882,28,2,109,2,1718
883,451,3,9,2,1720
884,451,5,52,2,1723
885,451,5,13,2,1729
886,451,5,97,2,1729
887,451,3,35,2,1729
888,451,2,7,2,1733
889,451,1,2,2,1733
890,451,2,9,2,1736
891,451,4,121,2,1741
892,451,3,12,2,1742
893,654,1,7,2,1747
894,654,5,45,2,1749
895,654,4,34,2,1752
896,933,2,7,2,1753
897,933,2,86,2,1757
898,933,4,62,2,1759
899,933,2,90,2,1759
900,136,4,29,1,1765
901,136,2,26,1,1766
902,136,1,12,1,1768
903,136,2,13,1,1768
904,311,5,7,2,1769
905,586,5,6,2,1770
906,586,4,32,2,1771
907,586,2,55,2,1773
908,586,2,20,2,1774
909,49,2,24,2,1774
910,284,7,58,1,1775
911,284,1,11,1,1776
912,284,6,19,1,1784
913,284,8,26,1,1785
914,363,5,7,2,1787
915,363,3,21,2,1791
916,363,1,37,2,1792
917,363,8,38,2,1794
918,363,2,2,2,1798
919,822,4,76,2,1799
920,781,4,10,2,1801
921,781,8,21,2,1802
922,781,7,61,2,1802
923,781,2,3,2,1803
924,704,6,7,2,1804
925,704,4,3,2,1806
926,704,1,9,2,1808
927,704,1,26,2,1808
928,815,6,3,2,1809
929,98,120,53,3,1812
930,98,505,580,3,1814
931,98,239,119,3,1815
932,98,14,174,3,1818
933,98,52,34,3,1820
934,98,346,91,3,1823
935,401,65,56,3,1826
936,401,243,171,3,1827
937,401,679,654,3,1828
938,401,550,131,3,1833
939,401,47,642,3,1840
940,204,7,99,2,1841
941,204,1,12,2,1844
942,11,2,20,2,1845
943,11,7,21,2,1850
944,11,5,16,2,1850
945,30,2,62,2,1863
946,30,2,6,2,1864
947,30,1,11,2,1865
948,30,6,24,2,1868
949,30,4,15,2,1871
950,30,5,37,2,1872
951,30,6,88,2,1873
952,589,2,5,2,1877
953,589,2,9,2,1879
954,589,3,25,2,1883
955,589,2,6,2,1884
956,589,5,67,2,1885
957,589,9,23,2,1888
958,168,3,25,2,1890
959,168,2,78,2,1890
960,168,5,2,2,1890
961,168,4,13,2,1894
962,168,2,26,2,1896
963,168,3,61,2,1896
964,423,5,43,2,1897
965,423,4,2,2,1899
966,423,3,20,2,1899
967,290,5,35,2,1899
968,290,2,29,2,1901
969,290,4,7,2,1903
970,290,2,2,2,1905
971,290,2,1,2,1906
972,769,5,91,2,1907
973,769,6,44,2,1910
974,769,3,4,2,1914
975,769,3,9,2,1914
976,769,5,16,2,1917
977,769,4,34,2,1917
978,769,2,26,2,1919
979,769,9,9,2,1920
980,769,1,7,2,1923
981,769,2,6,2,1927
982,980,2,145,2,1928
983,651,1,124,2,1930
984,651,4,17,2,1932
985,651,4,2,2,1932
986,651,10,7,2,1934
987,651,3,2,2,1935
988,651,4,18,2,1936
989,958,10,7,2,1937
990,958,2,72,2,1939
991,285,1,71,2,1940
992,285,2,3,2,1940
993,160,2,52,1,1941
994,160,4,2,1,1944
995,160,1,18,1,1947
996,15,4,140,2,1947
997,15,8,74,2,1950
998,15,4,12,2,1950
999,15,5,41,2,1951
1000,15,4,57,2,1952
1001,15,1,9,2,1952
1002,15,2,114,2,1953
1003,15,3,42,2,1954
1004,15,3,9,2,1954
1005,15,2,5,2,1954
1006,15,2,127,2,1954
1007,15,4,5,2,1955
1008,15,6,42,2,1961
1009,15,1,10,2,1967
1010,15,1,16,2,1974
1011,15,7,4,2,1975
1012,15,6,19,2,1977
1013,15,4,30,2,1979
1014,15,1,15,2,1979
1015,178,1,23,1,1982
1016,178,7,16,1,1982
1017,49,9,34,2,1982
1018,49,2,16,2,1982
1019,49,1,29,2,1985
1020,49,3,84,2,1986
1021,49,3,23,2,1991
1022,49,4,21,2,1992
1023,49,3,25,2,1992
1024,876,2,4,2,1994
1025,876,5,2,2,1997
1026,876,2,63,2,1998
1027,876,2,33,2,2000
1028,675,6,39,2,2001
1029,675,6,29,2,2002
1030,675,4,27,2,2008
1031,675,2,151,2,2010
1032,675,4,89,2,2013
1033,675,2,28,2,2019
1034,326,7,86,2,2020
1035,326,10,18,2,2021
1036,326,3,83,2,2022
1037,326,1,72,2,2025
1038,326,5,40,2,2026
1039,117,3,95,2,2028
1040,117,2,21,2,2029
1041,328,2,26,2,2030
1042,328,8,2,2,2030
1043,328,11,50,2,2032
1044,328,3,127,2,2032
1045,328,7,42,2,2036
1046,519,2,8,2,2037
1047,18,7,2,2,2042
1048,18,1,73,2,2044
1049,18,1,22,2,2048
1050,105,239,7,3,2050
1051,105,178,425,3,2054
1052,105,995,424,3,2056
1053,105,189,528,3,2063
1054,500,1,7,2,2064
1055,843,2,1,2,2065
1056,926,31,40,3,2066
1057,926,21,258,3,2066
1058,926,235,487,3,2067
1059,437,8,8,2,2067
1060,437,3,5,2,2068
1061,437,2,43,2,2069
1062,437,1,29,2,2070
1063,904,232,6,3,2071
1064,904,277,101,3,2076
1065,904,374,45,3,2080
1066,935,1,24,2,2080
1067,754,5,91,1,2081
1068,754,2,34,1,2082
1069,281,1,4,1,2082
1070,281,8,34,1,2083
1071,281,2,14,1,2088
1072,281,3,55,1,2090
1073,281,5,22,1,2092
1074,132,1,12,1,2092
1075,132,2,12,1,2092
1076,603,1,11,2,2099
1077,603,4,22,2,2100
1078,603,3,12,2,2100
1079,603,13,20,2,2103
1080,603,2,28,2,2104
1081,206,9,16,2,2104
1082,206,4,12,2,2106
1083,405,4,9,2,2106
1084,405,2,26,2,2108
1085,405,2,8,2,2109
1086,776,4,3,2,2110
1087,559,5,19,2,2111
1088,559,5,5,2,2116
1089,559,3,6,2,2116
1090,559,10,31,2,2124
1091,559,7,7,2,2126
1092,559,1,14,2,2131
1093,874,6,45,2,2132
1094,874,4,25,2,2135
1095,874,3,23,2,2137
1096,313,2,2,2,2137
1097,313,8,54,2,2138
1098,313,3,15,2,2140
1099,313,4,75,2,2141
1100,313,7,2,2,2142
1101,313,2,3,2,2143
1102,313,3,16,2,2143
